파워 업 화면이 등장했습니다!|메인 메뉴에서 선택할 수 있습니다.|캐릭터를 파워 업 시킬 수 있습니다.|＠|＠|
캐릭터 편성이 등장했습니다!|편성 화면에서 캐릭터를 선택하면|전투에 출진할 수 있습니다.|＠||
보물이 해방되었습니다!!|각지에 잠들어 있는 보물을 수집하여|강력한 특수효과를 발동시킬 수 있습니다!|＠||
적 캐릭터 도감이 해방되었습니다!|지금까지 출현한 적 캐릭터의|프로필을 볼 수 있습니다.|＠||
아이템 샵이 해방되었습니다!|스테이지 클리어에 도움이 되는|다양한 아이템을 구입할 수 있습니다.|＠|＠|
고양이 통조림 구입 화면이 등장했습니다!|메인 메뉴에서 선택할 수 있습니다.|＠|＠||
전투 중에 신의 힘을 발동시킬 수 있습니다!|전투가 어려울 때 도움을 받을 수 있습니다.|＠|＠||
냥코 도감이 해방되었습니다!|획득한 냥코들의 프로필을 볼 수 있습니다.|＠|＠||
가마토토 탐험대가 해방되었습니다!|가마토토를 탐험시키면 여러가지|아이템을 획득할 수 있습니다.|＠||
아이템 샵에 신상품이 추가되었습니다!|가마토토 탐험대에 도움이 되는|아이템을 구입할 수 있습니다.|＠||
레벨 상한이 해방되었습니다!|캣츠아이를 사용하여 캐릭터의|레벨 상한을 해방 시킬 수 있습니다|＠||
개다래 저장고가 해방되었습니다!|진화에 필요한 개다래를 모을 수 있습니다.|고양이 기지의 저장고에서 사용 가능합니다|＠||
녹화 기능을 사용 할 수 있게 되었습니다!|타이틀 화면의 「옵션」에서 자동녹화를|ON으로 설정하면 전투개시시 자동으로 녹화가 시작!!|전투가 끝나면 자동으로 녹화도 끝납니다.|＠|
공유 동영상을 볼 수 있게 되었습니다!|타이틀 화면의 「옵션」과 고양이기지의| 「메뉴」에서 확인 할 수 있습니다.|＠||
냥코 도장이 해방되었습니다!!|냥코 도장 스테이지에 도전하여|실력을 측정 해 보세요!|＠||
