5,0,0,0,0,0,   //城番号
4000,750000,1,1,194,10,0,0,0,0,	//幅,	城体力,	生産最低F,生産最高F,	背景種類,	出現最大数,以後未使用
554,20,300,300,400,100,7,9,0,500
557,3,200,600,700,100,4,6,0,400
638,2,400,400,500,100,4,6,0,500
558,1,650,1,1,100,3,5,0,250
557,1,0,1,1,99,4,6,0,400
638,5,0,600,700,99,4,6,0,500
558,1,0,1,1,99,3,5,0,250
557,4,200,15,15,99,4,6,0,400,0,0,1
558,3,500,15,15,99,3,5,0,250,0,0,1
586,5,800,15,15,99,9,9,0,400,0,0,1
557,4,1100,15,15,99,4,6,0,400,0,0,1
558,3,1400,15,15,99,3,5,0,250,0,0,1
586,5,1700,15,15,99,9,9,0,400,0,0,1
558,2,2000,1,1,99,3,5,0,250,0,0,1
557,2,2010,1,1,99,4,6,0,400,0,0,1
586,5,2020,1,1,99,9,9,0,400,0,0,1
561,1,0,1,1,99,2,2,1,150

//敵は１ステージ最大１０種類
