1,1,0,0,0,0,   //城番号,,,,,,
6000,1600000,1,1,222,30,0,0,0,0,,,
4,0,50,80,120,100,7,9,0,4000
288,0,50,800,850,100,5,9,0,400
10,0,100,800,900,100,3,4,0,4000
529,1,150,1,1,100,5,9,0,100
616,5,300,700,800,100,5,9,0,200
654,2,500,1500,1500,100,1,2,0,150
641,1,800,1,1,100,0,0,1,100
529,7,1000,550,650,100,5,9,0,100
430,2,1300,1200,1300,100,5,9,0,300
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
//敵は１ステージ最大１０種類,,,,,,,,,,,,
