20,0,0,0,0,0,   //城番号
5000,1050000,1,1,1036,16,0,0,0,0,	//幅,	城体力,	生産最低F,生産最高F,	背景種類,	出現最大数,以後未使用
170,3,0,45,75,100,7,9,0,2400
172,1,100,1,1,100,3,6,0,2400
172,1,150,1,1,100,3,6,0,2400
54,1,300,1,1,100,3,6,0,300
54,4,2000,900,1000,100,3,6,0,300
180,1,2000,1,1,100,1,2,0,2400
554,5,0,100,200,99,7,9,0,250,0,0
170,0,0,400,500,99,7,9,0,2400,0,0
638,0,0,1250,1300,99,7,9,0,600,0,0
638,0,0,2500,2600,99,7,9,0,600,0,0
560,1,0,1,1,70,1,1,0,200,0,0
170,10,0,1,1,70,7,9,0,2400,0,0
174,0,0,1000,1100,70,3,6,0,2400,0,0
422,1,0,1,1,70,3,6,0,150,0,0
172,3,0,500,600,70,3,6,0,2400,0,0
554,10,0,1,1,70,7,9,0,600,0,0
170,10,0,1,1,70,7,9,0,2400,0,0
183,1,0,1,1,70,0,0,1,300,0,0


//敵は１ステージ最大１０種類
