3,4,4,361,-1
3,3,3,362,-1
3,2,2,363,-1
3,1,1,364,-1
3,0,0,365,-1
2,0,5,129,2
2,1,6,130,3
2,2,7,131,4
2,3,8,132,5
2,4,9,133,6
2,5,10,134,7
2,6,11,135,8
2,7,12,136,9
2,11,13,137,10
0,0,14,366,-1
0,1,15,367,-1
0,2,16,171,-1
0,3,17,174,-1
0,4,18,172,-1
1,18,19,380,-1
1,24,20,383,-1
1,5,21,368,-1
1,17,22,379,-1
1,9,23,370,-1
1,16,24,373,-1
1,10,25,298,-1
1,21,26,42,-1
1,20,27,44,-1
1,14,28,46,-1
1,8,29,48,-1
1,6,30,50,-1
1,23,31,238,-1
1,15,32,108,-1
1,12,33,234,-1
1,22,34,381,-1
1,19,35,382,-1
1,7,36,369,-1
1,11,37,371,-1
1,13,38,372,-1
