8000,750,0,6,100,0,5000,4800,9350,6,2900,2950,-50,0,500,10,1,1,25,0,150,11,1,1,25,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,973,213,107,40,40,8667,4,//5000:XP大収穫祭 初級
8000,900,1,6,3000,18,5001,4800,9500,6,11350,11500,-50,0,400,12,1,1,25,0,100,13,1,1,25,0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,773,320,160,80,80,8667,3,//5001:XP大収穫祭 中級
8000,900,2,6,5000,20,5002,4800,9500,6,24700,25000,-50,0,400,13,1,1,25,0,100,14,1,1,25,0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,773,320,160,80,80,8667,2,//5002:XP大収穫祭 上級
8000,900,3,6,5000,5,5003,3200,8900,6,1500,1700,-100,0,275,50,1,1,25,1,275,51,1,1,25,1,275,52,1,1,25,1,275,53,1,1,25,1,773,320,160,80,80,8667,10,//5003:ねこの目洞窟
8000,900,4,6,100,0,5004,3200,9600,6,180,210,-100,0,100,0,1,1,25,1,100,2,1,1,25,1,100,3,1,1,25,1,100,5,1,1,25,1,773,320,160,80,80,8667,20,//5004:消滅都市
8000,900,5,6,100,0,5005,3200,9600,6,360,420,-100,0,125,0,2,2,25,2,125,3,2,2,25,2,100,2,2,2,25,2,50,1,2,2,25,2,773,320,160,80,80,8667,21,//5005:NERV本部
8000,900,6,6,100,0,5006,3200,9600,6,360,420,-100,0,125,0,2,2,25,2,125,3,2,2,25,2,100,5,2,2,25,2,50,4,2,2,25,2,773,320,160,80,80,8667,22,//5006:崩壊後の世界
8000,900,7,6,100,0,5007,3200,9600,6,180,210,-100,0,100,0,1,1,25,1,100,2,1,1,25,1,100,3,1,1,25,1,100,5,1,1,25,1,773,320,160,80,80,8667,23,//5007:不思議な泉
8000,750,8,6,100,0,5008,4800,9500,6,5000,5100,-50,0,400,11,1,1,25,0,100,12,1,1,25,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,973,213,107,40,40,8667,8,//5008:XP超収穫祭 初級
8000,900,9,6,3000,17,5009,4800,9500,6,23000,23200,-50,0,400,13,1,1,25,0,100,14,1,1,25,0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,773,320,160,80,80,8667,7,//5009:XP超収穫祭 中級
8000,900,10,6,5000,19,5010,4800,9500,6,37100,37500,-50,0,400,14,1,1,25,0,100,15,1,1,25,0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,773,320,160,80,80,8667,6,//5010:XP超収穫祭 上級
8000,900,11,6,5000,5,5011,3200,7800,6,1500,1700,-100,0,550,50,1,1,25,1,550,51,1,1,25,1,550,52,1,1,25,1,550,53,1,1,25,1,773,320,160,80,80,8667,11,//5011:超ねこの目洞窟
8000,900,12,6,5000,5,5012,4800,9500,6,33050,33500,-50,0,400,14,1,1,25,0,100,15,1,1,25,0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,773,320,160,80,80,8667,1,//5012:XP大収穫祭 超上級
8000,900,13,6,100,0,5013,3200,9600,6,360,420,-100,0,125,0,2,2,25,2,125,3,2,2,25,2,100,2,2,2,25,2,50,1,2,2,25,2,773,320,160,80,80,8667,24,//5013:神谷道場
8000,900,14,6,100,0,5014,3200,7700,6,360,420,-50,0,1000,22,1,2,25,5,1300,231,1,3,25,3,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,773,320,160,80,80,8667,30,//5014:射撃訓練場
8000,900,15,6,100,5,5015,4800,9500,6,54000,55000,-50,0,400,14,1,1,25,0,100,15,1,1,25,0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,773,320,160,80,80,8667,5,//5015:XP超収穫祭 超上級
