0,0,0,0,0,0,			//城番号
4200,9999999,1,1,43,12,285,3,0,0,	//幅,	城体力,	生産最低F,生産最高F,	背景種類,	出現最大数,以後未使用
285,1,0,1,1,0,0,0,1,100,,//ID,出現数(0で無制限),初登場F,再登場最低F,再登場最高F,城連動出現％,手前ライン,奥ライン,ボスフラグ,強さ倍率,スコア値
218,5,1,50,75,1800000,7,9,0,1400,
222,2,1,150,150,1800000,1,3,0,700,4500,
216,1,1,1,1,1800000,0,0,1,10,
217,5,0,50,75,1680000,7,9,0,2100,
221,4,1,75,75,1680000,4,6,0,700,
219,2,1,100,100,1680000,3,3,0,1400,3500,
219,1,1,1,1,1680000,1,1,0,1400,3500,
217,1,1,1,1,1680000,0,0,1,10,
216,5,0,50,100,1560000,4,9,0,4200,
220,3,1,100,100,1560000,1,3,0,700,
223,1,1,1,1,1560000,0,0,1,600,10500,
218,5,1,50,75,1440000,7,9,0,1200,
222,2,1,150,150,1440000,1,3,0,600,4000,
216,1,1,1,1,1440000,0,0,1,10,
217,5,0,50,75,1320000,7,9,0,1800,
221,4,1,75,75,1320000,4,6,0,600,
219,2,1,100,100,1320000,3,3,0,1200,3000,
219,1,1,1,1,1320000,1,1,0,1200,3000,
217,1,1,1,1,1320000,0,0,1,10,
216,5,0,50,100,1200000,4,9,0,3600,
220,3,1,100,100,1200000,1,3,0,600,
223,1,1,1,1,1200000,0,0,1,500,9000,
218,5,1,50,75,1080000,7,9,0,1000,
222,2,1,150,150,1080000,1,3,0,500,3500,
216,1,1,1,1,1080000,0,0,1,10,
217,5,0,50,75,960000,7,9,0,1500,
221,4,1,75,75,960000,4,6,0,500,
219,2,1,100,100,960000,3,3,0,1000,2500,
219,1,1,1,1,960000,1,1,0,1000,2500,
217,1,1,1,1,960000,0,0,1,10,
216,5,0,50,100,840000,4,9,0,3000,
220,3,1,100,100,840000,1,3,0,500,
223,1,1,1,1,840000,0,0,1,400,7500,
218,5,1,50,75,720000,7,9,0,800,
222,2,1,150,150,720000,1,3,0,400,3000,
216,1,1,1,1,720000,0,0,1,10,
217,5,0,50,75,600000,7,9,0,1200,
221,4,1,75,75,600000,4,6,0,400,
219,2,1,100,100,600000,3,3,0,800,2000,
219,1,1,1,1,600000,1,1,0,800,2000,
217,1,1,1,1,600000,0,0,1,10,
216,5,0,50,100,480000,4,9,0,2400,
220,3,1,100,100,480000,1,3,0,400,
223,1,1,1,1,480000,0,0,1,300,6000,
218,5,1,50,75,360000,7,9,0,600,
222,2,1,150,150,360000,1,3,0,300,2500,
216,1,1,1,1,360000,0,0,1,10,
217,5,0,50,75,240000,7,9,0,900,
221,4,1,75,75,240000,4,6,0,300,
219,2,1,100,100,240000,3,3,0,450,1500,
219,1,1,1,1,240000,1,1,0,450,1500,
217,1,1,1,1,240000,0,0,1,10,
216,5,0,50,100,150000,4,9,0,1200,
220,3,1,100,100,150000,1,3,0,300,
223,1,1,1,1,150000,0,0,1,100,4500,
218,2,1,50,75,90000,7,9,0,300,
222,1,1,1,1,90000,0,0,1,100,4500,
220,5,1,50,100,45000,4,6,0,200,
221,3,1,150,150,45000,7,9,0,200,1500,
216,1,1,1,1,45000,0,0,1,10,
217,6,1,100,150,18000,7,9,0,200,
219,1,1,1,1,18000,0,0,1,200,4500,
216,5,1,100,150,6000,0,0,0,100,
218,1,1,1,1,6000,7,9,1,100,4000,
217,3,1,200,250,1000,7,9,0,100,1800,
216,1,1,1,1,1000,0,0,1,10,
216,0,900,800,1200,0,0,9,0,100,
216,0,0,400,800,0,0,9,0,100,


//敵は１ステージ最大１０種類
//にゃんこ道場ランキング
