0,44,30000,-1,0
0,45,30000,-1,0
0,9237,1251,-1,0
0,9238,1252,-1,0
0,9239,1253,-1,0
0,9301,1283,-1,0
0,9302,1283,-1,0
0,9303,1283,-1,0
0,9323,1305,-1,0
0,9324,1306,-1,0
0,9325,1307,-1,0
0,9360,1308,-1,0
0,9452,1360,-1,0
0,9505,1377,-1,0
0,9506,1378,-1,0
0,9507,1379,-1,0
1,30,1098,-1,0
1,30,14003,-1,0
1,31,1099,-1,0
1,31,14002,-1,0
1,32,1100,-1,0
1,32,14001,-1,0
1,33,1097,-1,0
1,33,14004,-1,0
1,34,1101,-1,0
1,34,14000,-1,0
1,35,1098,-1,0
1,35,14003,-1,0
1,36,1099,-1,0
1,36,14002,-1,0
1,37,1100,-1,0
1,37,14001,-1,0
1,38,1097,-1,0
1,38,14004,-1,0
1,39,1101,-1,0
1,39,14000,-1,0
1,40,1222,-1,0
1,40,1098,-1,0
1,40,14003,-1,0
1,40,1099,-1,0
1,40,14002,-1,0
1,40,1100,-1,0
1,40,14001,-1,0
1,40,1097,-1,0
1,40,14004,-1,0
1,40,1101,-1,0
1,40,14000,-1,0
1,41,1162,-1,0
1,42,1162,-1,0
1,43,1222,-1,0
1,160,1274,-1,0
1,160,14051,-1,0
1,161,1274,-1,0
1,161,14051,-1,0
1,167,31000,-1,0
1,167,31001,-1,0
1,167,31002,-1,0
1,168,31000,-1,0
1,168,31001,-1,0
1,168,31002,-1,0
1,169,31000,-1,0
1,169,31001,-1,0
1,169,31002,-1,0
1,170,31000,-1,0
1,170,31001,-1,0
1,170,31002,-1,0
1,171,31000,-1,0
1,171,31001,-1,0
1,171,31002,-1,0
1,179,31000,-1,0
1,179,31001,-1,0
1,179,31002,-1,0
1,180,31000,-1,0
1,180,31001,-1,0
1,180,31002,-1,0
1,181,31000,-1,0
1,181,31001,-1,0
1,181,31002,-1,0
1,182,31000,-1,0
1,182,31001,-1,0
1,182,31002,-1,0
1,183,31000,-1,0
1,183,31001,-1,0
1,183,31002,-1,0
1,184,1326,-1,0
0,9399,3002,0,0
0,9399,3001,0,0
0,9399,3000,0,0
0,9400,3002,0,0
0,9400,3001,0,0
0,9400,3000,0,0
0,9401,3002,0,0
0,9401,3001,0,0
0,9401,3000,0,0
0,9402,3002,0,0
0,9402,3001,0,0
0,9402,3000,0,0
0,9403,3002,0,0
0,9403,3001,0,0
0,9403,3000,0,0
0,66,13035,5,0
0,68,17,5,0,0,130
0,68,22,5,0,0,172
0,68,27,5,0,0,268
0,68,36,5,0,0,323
0,68,48,0,0,0,426
0,68,13011,5,0,13,464
0,68,13020,5,0,13,532
0,68,13035,5,0,13,613
0,68,13042,5,0,13,653
0,68,13048,0,0,13,691
0,69,17,5,0,0,130
0,69,22,5,0,0,172
0,69,27,5,0,0,268
0,69,36,5,0,0,323
0,69,48,0,0,0,426
0,69,13011,5,0,13,464
0,69,13020,5,0,13,532
0,69,13035,5,0,13,613
0,69,13042,5,0,13,653
0,69,13048,0,0,13,691
0,70,17,5,0,0,130
0,70,22,5,0,0,172
0,70,27,5,0,0,268
0,70,36,5,0,0,323
0,70,48,0,0,0,426
0,70,13011,5,0,13,464
0,70,13020,5,0,13,532
0,70,13035,5,0,13,613
0,70,13042,5,0,13,653
0,70,13048,0,0,13,691
0,71,17,5,0,0,130
0,71,22,5,0,0,172
0,71,27,5,0,0,268
0,71,36,5,0,0,323
0,71,48,0,0,0,426
0,71,13011,5,0,13,464
0,71,13020,5,0,13,532
0,71,13035,5,0,13,613
0,71,13042,5,0,13,653
0,71,13048,0,0,13,691
//カテゴリID,遷移対象ID,マップID,ステージID,ステージレベル,マップカテゴリ,キャラID
