＠|＠|＠|EVOLUZIONE al livello 10|＠|＠|EVOLUZIONE al livello 30 (incluso MAX+)|＠|＠|＠|＠|＠|＠
Appare dopo Impero Cap. I: Corea|＠|＠|EVOLUZIONE al livello 10|＠|＠|EVOLUZIONE al livello 30 (incluso MAX+)|＠|＠|＠|＠|＠|＠
Appare dopo Impero Cap. I: Cina|＠|＠|EVOLUZIONE al livello 10|＠|＠|EVOLUZIONE al livello 30 (incluso MAX+)|＠|＠|＠|＠|＠|＠
Appare dopo Impero Cap. I: Filippine|＠|＠|EVOLUZIONE al livello 10|＠|＠|EVOLUZIONE al livello 30 (incluso MAX+)|＠|＠|＠|＠|＠|＠
Appare dopo Impero Cap. I: Spagna|＠|＠|EVOLUZIONE al livello 10|＠|＠|EVOLUZIONE al livello 30 (incluso MAX+)|＠|＠|＠|＠|＠|＠
Appare dopo Impero Cap. I: Spagna|＠|＠|EVOLUZIONE al livello 10|＠|＠|EVOLUZIONE al livello 30 (incluso MAX+)|＠|＠|＠|＠|＠|＠
Appare dopo Impero Cap. I: Madagascar|＠|＠|EVOLUZIONE al livello 10|＠|＠|EVOLUZIONE al livello 30 (incluso MAX+)|＠|＠|＠|＠|＠|＠
Appare dopo Impero Cap. I: Egitto|＠|＠|EVOLUZIONE al livello 10|＠|＠|EVOLUZIONE al livello 30 (incluso MAX+)|＠|＠|＠|＠|＠|＠
Appare dopo Impero Cap. I: Italia|＠|＠|EVOLUZIONE al livello 10|＠|＠|EVOLUZIONE al livello 30 (incluso MAX+)|＠|＠|＠|＠|＠|＠
Appare dopo Impero Cap. II: Giappone|＠|＠|EVOLUZIONE al livello 10|＠|＠|Dal livello evento Risveglio|Arriva Gattrice!|EVOLUZIONE al livello 20|＠|＠|＠|＠
Appare dopo Impero Cap. I: Giamaica|＠|＠|EVOLUZIONE al livello 10|＠|＠|Dal livello evento Risveglio|Arriva Kung Fu!|EVOLUZIONE al livello 20|＠|＠|＠|＠
Appare dopo Impero Cap. II: India|＠|＠|EVOLUZIONE al livello 10|＠|＠|Dal livello evento Risveglio|Arriva Mr.!|EVOLUZIONE al livello 20|＠|＠|＠|＠
Appare dopo Impero Cap. I: Danimarca|＠|＠|EVOLUZIONE al livello 10|＠|＠|Dal livello evento Risveglio|Arriva Bondage!|EVOLUZIONE al livello 20|＠|＠|＠|＠
Appare dopo Impero Cap. I: Groenlandia|＠|＠|EVOLUZIONE al livello 10|＠|＠|Dal livello evento Risveglio|Arriva Domigattrix!|EVOLUZIONE al livello 20|＠|＠|＠|＠
Appare dopo Impero Cap. I: Egitto|＠|＠|EVOLUZIONE al livello 10|＠|＠|Dal livello evento Risveglio|Arrivano Gatti in scatola!|EVOLUZIONE al livello 20|＠|＠|＠|＠
Appare dopo Impero Cap. II: Bermuda|＠|＠|EVOLUZIONE al livello 10|＠|＠|Dal livello evento Risveglio|Arriva Slip!|EVOLUZIONE al livello 20|＠|＠|＠|＠
Appare dopo Impero Cap. I: Luna|＠|＠|EVOLUZIONE al livello 10|＠|＠|Quando raggiungi il livello 30, usa|XP e miagrume per evolvere.|＠|＠|＠|＠|＠
Si sblocca con 30 timbri accesso|＠|＠|EVOLUZIONE al livello 10|＠|＠|Dal livello evento Risveglio|Arriva Triciclo!|EVOLUZIONE al livello 20|＠|＠|＠|＠
Appare dopo Impero Cap. I: Filippine|＠|＠|EVOLUZIONE al livello 10|＠|＠|Dal livello evento Risveglio|Arriva Ninja!|EVOLUZIONE al livello 20|＠|＠|＠|＠
Appare dopo Impero Cap. I: Madagascar|＠|＠|EVOLUZIONE al livello 10|＠|＠|Dal livello evento Risveglio|Arriva Zombi!|EVOLUZIONE al livello 20|＠|＠|＠|＠
Appare dopo Impero Cap. I: Nepal|＠|＠|EVOLUZIONE al livello 10|＠|＠|Dal livello evento Risveglio|Arriva Samurai!|EVOLUZIONE al livello 20|＠|＠|＠|＠
Appare dopo Impero Cap. I: Singapore|＠|＠|EVOLUZIONE al livello 10|＠|＠|Dal livello evento Risveglio|Arriva Sumo!|EVOLUZIONE al livello 20|＠|＠|＠|＠
Appare dopo Impero Cap. I: Italia|＠|＠|EVOLUZIONE al livello 10|＠|＠|Dal livello evento Risveglio|Arriva Boogie!|EVOLUZIONE al livello 20|＠|＠|＠|＠
Appare dopo Impero Cap. II: Grecia|＠|＠|EVOLUZIONE al livello 10|＠|＠|Dal livello evento Risveglio|Arriva Gonnellina!|EVOLUZIONE al livello 20|＠|＠|＠|＠
Appare dopo Impero Cap. II: Luna|＠|＠|EVOLUZIONE al livello 10|＠|＠|Appare dopo Futuro Cap. II: Luna|EVOLUZIONE al livello 20|＠|＠|＠|＠|＠
Appare dopo Impero Cap. III: Luna|＠|＠|EVOLUZIONE al livello 10|＠|＠|Appare dopo Futuro Cap. III: Luna|EVOLUZIONE al livello 20|＠|＠|＠|＠|＠
Raccogli da evento collab.|＠|＠|EVOLUZIONE al livello 10|＠|＠|Raccogli da evento collab.|Princess Punt Awakens!|EVOLUZIONE al livello 20|＠|＠|＠|＠
Raccogli da evento collab.|＠|＠|EVOLUZIONE al livello 10|＠|＠|＠|＠|＠|＠|＠|＠|＠
Ottieni come regalo speciale|＠|＠|EVOLUZIONE al livello 10|＠|＠|＠|＠|＠|＠|＠|＠|＠
Ottieni come regalo speciale|＠|＠|EVOLUZIONE al livello 10|＠|＠|＠|＠|＠|＠|＠|＠|＠
Raccogli da capsule rare!|＠|＠|EVOLUZIONE al livello 10|＠|＠|Quando raggiungi il livello 30, usa|XP e miagrume per evolvere.|＠|＠|＠|＠|＠
Raccogli da capsule rare!|＠|＠|EVOLUZIONE al livello 10|＠|＠|Quando raggiungi il livello 30, usa|XP e miagrume per evolvere.|＠|＠|＠|＠|＠
Raccogli da capsule rare!|＠|＠|EVOLUZIONE al livello 10|＠|＠|Quando raggiungi il livello 30, usa|XP e miagrume per evolvere.|＠|＠|＠|＠|＠
Raccogli da capsule rare!|＠|＠|EVOLUZIONE al livello 10|＠|＠|Quando raggiungi il livello 30, usa|XP e miagrume per evolvere.|＠|＠|＠|＠|＠
Dall'evento capsule rare|I racconti di Nekoluga|＠|EVOLUZIONE al livello 10|＠|＠|Quando raggiungi il livello 30, usa|XP e miagrume per evolvere.|＠|＠|＠|＠|＠
Raccogli da capsule rare!|＠|＠|EVOLUZIONE al livello 10|＠|＠|Quando raggiungi il livello 30, usa|XP e miagrume per evolvere.|＠|＠|＠|＠|＠
Raccogli da capsule rare!|＠|＠|EVOLUZIONE al livello 10|＠|＠|Quando raggiungi il livello 30, usa|XP e miagrume per evolvere.|＠|＠|＠|＠|＠
Raccogli da capsule rare!|＠|＠|EVOLUZIONE al livello 10|＠|＠|Quando raggiungi il livello 30, usa|XP e miagrume per evolvere.|＠|＠|＠|＠|＠
Raccogli da capsule rare!|＠|＠|EVOLUZIONE al livello 10|＠|＠|Quando raggiungi il livello 30, usa|XP e miagrume per evolvere.|＠|＠|＠|＠|＠
Raccogli da capsule rare!|＠|＠|EVOLUZIONE al livello 10|＠|＠|Quando raggiungi il livello 30, usa|XP e miagrume per evolvere.|＠|＠|＠|＠|＠
Raccogli da capsule rare!|＠|＠|EVOLUZIONE al livello 10|＠|＠|Quando raggiungi il livello 30, usa|XP e miagrume per evolvere.|＠|＠|＠|＠|＠
Raccogli da capsule rare!|＠|＠|EVOLUZIONE al livello 10|＠|＠|Quando raggiungi il livello 30, usa|XP e miagrume per evolvere.|＠|＠|＠|＠|＠
Dall'evento capsule rare|Le Dinamiti|＠|EVOLUZIONE al livello 10|＠|＠|Quando raggiungi il livello 30, usa|XP e miagrume per evolvere.|＠|＠|＠|＠|＠
Dall'evento capsule rare|Le Dinamiti|＠|EVOLUZIONE al livello 10|＠|＠|Quando raggiungi il livello 30, usa|XP e miagrume per evolvere.|＠|＠|＠|＠|＠
Dall'evento capsule rare|Le Dinamiti|＠|EVOLUZIONE al livello 10|＠|＠|Quando raggiungi il livello 30, usa|XP e miagrume per evolvere.|＠|＠|＠|＠|＠
Ottieni come regalo speciale|＠|＠|EVOLUZIONE al livello 10|＠|＠|＠|＠|＠|＠|＠|＠|＠
Raccogli da capsule rare!|＠|＠|EVOLUZIONE al livello 10|＠|＠|Quando raggiungi il livello 30, usa|XP e miagrume per evolvere.|＠|＠|＠|＠|＠
Raccogli da capsule rare!|＠|＠|EVOLUZIONE al livello 10|＠|＠|Quando raggiungi il livello 30, usa|XP e miagrume per evolvere.|＠|＠|＠|＠|＠
Raccogli da capsule rare!|＠|＠|EVOLUZIONE al livello 10|＠|＠|Quando raggiungi il livello 30, usa|XP e miagrume per evolvere.|＠|＠|＠|＠|＠
Raccogli da capsule rare!|＠|＠|EVOLUZIONE al livello 10|＠|＠|Quando raggiungi il livello 30, usa|XP e miagrume per evolvere.|＠|＠|＠|＠|＠
Raccogli da capsule rare!|＠|＠|EVOLUZIONE al livello 10|＠|＠|Quando raggiungi il livello 30, usa|XP e miagrume per evolvere.|＠|＠|＠|＠|＠
Raccogli da capsule rare!|＠|＠|EVOLUZIONE al livello 10|＠|＠|Quando raggiungi il livello 30, usa|XP e miagrume per evolvere.|＠|＠|＠|＠|＠
Raccogli da capsule rare!|＠|＠|EVOLUZIONE al livello 10|＠|＠|Quando raggiungi il livello 30, usa|XP e miagrume per evolvere.|＠|＠|＠|＠|＠
Ottieni come regalo speciale|＠|＠|EVOLUZIONE al livello 10|＠|＠|＠|＠|＠|＠|＠|＠|＠
Raccogli da evento collab.|＠|＠|EVOLUZIONE al livello 10|＠|＠|＠|＠|＠|＠|＠|＠|＠
Raccogli da capsule rare!|＠|＠|EVOLUZIONE al livello 10|＠|＠|Quando raggiungi il livello 30, usa|XP e miagrume per evolvere.|＠|＠|＠|＠|＠
Raccogli da capsule rare!|＠|＠|EVOLUZIONE al livello 10|＠|＠|Quando raggiungi il livello 30, usa|XP e miagrume per evolvere.|＠|＠|＠|＠|＠
Dall'evento capsule rare|Le Dinamiti|＠|EVOLUZIONE al livello 10|＠|＠|Quando raggiungi il livello 30, usa|XP e miagrume per evolvere.|＠|＠|＠|＠|＠
Raccogli da capsule rare!|＠|＠|EVOLUZIONE al livello 10|＠|＠|Quando raggiungi il livello 30, usa|XP e miagrume per evolvere.|＠|＠|＠|＠|＠
Dall'evento capsule rare|Le Dinamiti|＠|EVOLUZIONE al livello 10|＠|＠|Quando raggiungi il livello 30, usa|XP e miagrume per evolvere.|＠|Dopo aver raggiunto la Forma Reale e il liv. 60|Miagrume, pietre Behemoth per evolvere.|＠|＠
