0|Un benvenuto alla Base felina!|Qui puoi prepararti alla battaglia!|Quando te la senti, attacca!|＠|＠|＠|
1|Un benvenuto alla Base felina!|C'è un nuovo Gatto|in attesa di essere potenziato!|＠|＠|＠|
2|Hai sete di conoscenza?|Tocca questo fumetto per vedere|un altro utile consiglio!|＠|＠|＠|
3|Gli elogi piacciono sempre! Gli elogi|meritati ancora di più!|Meriti elogi se non molli mai!|＠|＠|＠|
3|Le cose nuove scoperte dai fumetti|sono sempre cose nuove!|＠|＠|＠|＠|
3|Quando potenzi i tuoi Gatti,|assicurati di giocare a livelli con|il minor numero di vittorie!|Ti daranno più XP!|Provaci!|＠|
3|Dove ci sono Gatti,|c'è speranza...|＠|＠|＠|＠|
3|L'ingrediente principale|per un Gatto... è la felicità.|＠|＠|＠|＠|
4|Tocca questo fumetto per vedere|un nuovo consiglio utile!|Tutto è conoscenza!|＠|＠|＠|
5|Sii sempre riconoscente!|＠|＠|＠|＠|＠|
5|Sii affamato.|Sii folle.|＠|＠|＠|＠|
5|Ai Gatti piace il Friskat!|Urrà per il Friskat!|Urrà per il Friskat!|＠|＠|＠|
6|Per realizzare qualcosa,|hai bisogno di|immaginazione E azione.|＠|＠|＠|
7|Che siano gatti o persone,|sono gli strambi che|rendono la vita interessante.|＠|＠|＠|
7|Basta giocare a The Battle Cats|finché non finisci i compiti!|＠|＠|＠|＠|
7|Sii audace!|Basta un passo avanti|per cambiare totalmente|il tuo mondo!|＠|＠|
7|La crisi è fucina di occasioni!|＠|＠|＠|＠|＠|
7|Affina le tue abilità senza|usare energia nel Dojo miciodiale!|Impara a seguire la via del Gatto|senza conseguenze!|＠|＠|
7|Lo senti? C'è un Gatto|nel cuore di tutti noi.|＠|＠|＠|＠|
8|Nyanko significa Gatto|in giapponese.|Tutto è conoscenza.|＠|＠|＠|
9|A volte essere deboli|è il modo migliore per essere forti.|＠|＠|＠|＠|
9|È lecito piangere.|È lecito scappare.|Non eri abbastanza forte.|＠|＠|＠|
9|Mettici più impegno.|Ti rende più attraente.|Mostrami cosa sai fare!|＠|＠|＠|
9|L'orgoglio è inutile quando|si tratta di questioni di cuore.|＠|＠|＠|＠|
10|Non abbatterti.|La vita è difficile.|Domani è un altro giorno.|＠|＠|＠|
10|Dicono che la tecnologia|renda la vita comoda.|Stiamo finendo all'angolo|per colpa della tecnologia.|＠|＠|
10|A volte è meglio non sapere.|A volte è meglio fare|le proprie cose e basta.|＠|＠|＠|
11|Fai salire di livello GAMATOTO|per rendere più facile trovare|oggetti utili in una Spedizione!|＠|＠|＠|
12|Hai problemi?|Ottieni XP con i livelli normali|e potenzia i tuoi Gatti.|(Senza dimenticare i tesori felini!)|＠|＠|
13|Quando i nemici arrivano in massa,|bloccali con robusti Gatti difensivi|e prenditi il tempo per rafforzare|la tua armata! Così vincerai!|＠|＠|
13|Molto raramente, puoi|ottenere bonus giganti di XP quando|appare il livello Megablitz di XP!|Attenzione, però! Non prendere alla|leggera questo livello per esperti!|＠|
13|Questi livelli evento|sono per giocatori intermedi.|Assicurati di poter superare|i livelli normali prima di provarci!|＠|＠|
14|A volte superando i livelli evento|ricevi oggetti! Collezionane tanti|e usali per ottenere|il vantaggio in battaglia!|＠|＠|
14|I livelli evento del weekend sono il|modo migliore per ottenere XP!|Se vuoi potenziare i tuoi Gatti,|gioca a questi livelli per avere XP!|＠|＠|
14|Ti ho già parlato dei tesori felini?|Sono fantastici.|Puoi diventare molto più forte|solo collezionando tesori felini!|＠|＠|
14|Preparati all'azione!|Gatti con abilità che|DEMOLISCONO i nemici rossi e neri!|Guarda la descrizione dell'unità|per consigli tattici!|＠|
14|Nei livelli con punteggio a tempo|prima superi il livello,|più alto sarà il tuo punteggio!|Più alto sarà il tuo punteggio,|migliore sarà il tuo premio!|＠|
14|Nelle Saghe leggendarie, se superi|tutti i livelli della mappa,|riceverai un bonus di Friskat!|Solo una volta.|＠|＠|
14|I nemici metallici sono molto tosti.|Ho sentito dire che sono deboli|contro i danni critici!|＠|＠|＠|
14|I nemici metallici sono molto tosti.|Gli attacchi pesanti non funzionano!|Punta alla quantità! Aggiungi Gatti!|Prova a usare tanti Gatti economici|anziché Gatti costosi!|＠|
14|Hai ancora problemi?|Prova a trovare tutti i tesori|nascosti nei capitoli precedenti!|＠|＠|＠|
14|A volte puoi ottenere miaobiglietti|da livelli che offrono|miaobiglietti da occasione!|Cerca più informazioni su Google|sui liv. Miaobiglietto da occasione!|＠|
14|Hai sentito parlare dei livelli dei|Gatti matti incredibilmente forti?|Non è roba per deboli di cuore,|ma superandoli sbloccherai|un'unità super rara!|＠|
14|Supera i livelli "Risveglio" per|affrontare versioni evolute dei|Gatti come forti nemici e|sbloccare Forme Reali!|＠|＠|
14|Sconfiggi i temibili cicloni|che appaiono in speciali livelli|Blitz per ottenere un'unità speciale!|Sono spaventosi, ma ogni|mostro ha un punto debole!|＠|
14|Ottieni unità dalle capsule|per potenziare ancora di più|statistiche e abilità dei Gatti...|e magari sbloccare|una Forma Reale?!|＠|
14|Hai finito la modalità Storia?|Affronta sfide per esperti|nelle Saghe leggendarie.|Supera tutti i livelli per riuscire|a ottenere potenti unità!|＠|
15|Un benvenuto ai livelli evento!|Questi livelli sono disponibili solo|durante un certo periodo!|＠|＠|＠|
16|Un benvenuto alle Saghe leggendarie!|Sono livelli davvero difficili.|Se ancora non te la senti,|prova prima gli altri capitoli!|＠|＠|
17|Verso il futuro non è per tutti!|Se hai problemi, torna al|presente per allenarti e ottenere|altri alleati per la tua armata!|＠|＠|
18|Il tesoro in "Impero dei Gatti"|e "Verso il futuro" è diverso:|trovalo per avere|MASSIMA POTENZA!|＠|＠|
18|Supera "Verso il futuro" per|ottenere tutte le|combo feline disponibili!|＠|＠|＠|
19|Puoi scoprire tutto sui tuoi nemici|nella Guida ai nemici.|＠|＠|＠|＠|
20|Se continui a combattere|negli stessi livelli, riceverai|sempre meno XP!|＠|＠|＠|
20|Hai problemi?|Ottieni XP ripetendo i livelli|e potenzia i tuoi Gatti.|＠|＠|＠|
20|I miracoli del Gatto divino|consumano Friskat, ma hanno|effetti super potenti! Questo|è davvero d'aiuto, quindi|richiedili per aiutarti a vincere!|＠|
21|Puoi organizzare i Gatti che|usi nella schermata Organizza.|Personalizza la tua armata felina|e inizia a combattere!|＠|＠|
22|Trova i tesori felini in|ogni livello! I tesori felini|di maggiore qualità ti daranno|bonus tesoro felino migliori!|＠|＠|
23|Tutti i livelli di "Verso il futuro"|ti daranno grandi tesori se|ottieni punteggi abbastanza alti!|＠|＠|＠|
23|Scopri una combo felina|una volta per averla|a futura memoria|nella Lista combo!|＠|＠|
24|Sei a corto di soldi?|Combatti con il portafogli|pieno e un Gatto impiegato|motivato grazie a un Gatto riccone!|＠|＠|
24|Recupera energia felina nel tempo!|Aspetta che si ripristini|prima di fare la mossa successiva!|＠|＠|＠|
24|Potenzia l'abilità "Ricerca" per|produrre più Gatti in meno tempo!|Più Gatti... Meno tempo...|Vincono tutti!|＠|＠|
24|Il Gatto impiegato è importante!|A livello alto dà più Soldi!|Più Soldi significa più Gatti!|Potenzia TUTTI I GATTI!|＠|＠|
24|Se finisci la battaglia entro|10 secondi dall'inizio dello scontro,|riavrai indietro l'energia consumata!|Tranquillo, ritorneranno anche|gli oggetti che avevi selezionato!|＠|
24|Devi potenziare subito i Gatti?|Se non hai tempo da perdere|superando livelli, puoi acquistare|XP al negozio di oggetti usando|Friskat. Vai a guardare!|＠|
24|I dati vengono salvati nell'app!|Se elimini l'app eliminerai|il salvataggio! Ricordatelo!|Non puoi ripristinare i dati|salvati se sono stati eliminati!|＠|
24|Quando sblocchi un nuovo Gatto,|puoi visitare la Guida felina e|ricevere un regalo guardando|il tuo nuovo amico! Aumenta i tuoi|alleati e ottieni Friskat gratis!|＠|
27|Solo le combo feline utilizzabili|appaiono nella Lista combo...|Colleziona altri amici per|la tua armata felina e scopri|nuove collaborazioni!|＠|
27|Tocca il nome di una combo felina|sbloccata nella schermata|della Lista combo per usare quelle|unità nella formazione da battaglia!|＠|＠|
