Granate estelar|Los ataques contra álienes con estrella|son mucho más potentes.|
Berilo de Febe|Los ataques contra álienes con estrella|son mucho más potentes.|
Citrino lunar|Los ataques contra álienes con estrella|son mucho más potentes.|
Topacio de Ganimedes|Los ataques contra álienes con estrella|son mucho más potentes.|
Amatista de Calisto|Los ataques contra álienes con estrella|son mucho más potentes.|
Fruta de titanio|Las habilidades contra enemigos|metálicos tienen mayor efecto.|
Fruta de antimateria|Las habilidades contra enemigos|zombis tienen mayor efecto.|
Fruta enigmática|Las habilidades contra enemigos|álienes tienen mayor efecto.|
Materia oscura|Aumenta el límite|de energía máxima.|
Neutrino|Aumenta la XP recibida|en las batallas.|
Máscara misteriosa|Se activará un efecto desconocido|al superar el capítulo 2.|
¿?|Todavía no has reunido|todos los tesoros necesarios.|
¿?|Reúne todos los tesoros para aumentar|el ataque contra álienes con estrella.|
¿?|Reúne todos los tesoros para aumentar|el ataque contra álienes con estrella.|
¿?|Reúne todos los tesoros para aumentar|el ataque contra álienes con estrella.|
¿?|Reúne todos los tesoros para aumentar|el ataque contra álienes con estrella.|
¿?|Reúne todos los tesoros para aumentar|el ataque contra álienes con estrella.|
¿?|Reúne todos los tesoros para aumentar|la eficacia contra enemigos metálicos.|
¿?|Reúne todos los tesoros para aumentar|la eficacia contra zombis.|
¿?|Reúne todos los tesoros para aumentar|la eficacia contra álienes.|
¿?|Reúne todos los tesoros para aumentar|el límite de energía máxima.|
¿?|Reúne todos los tesoros para aumentar|la XP conseguida al superar una fase.|
¿?|¿?|
