//キャラID,スロット数,レベル条件1,レベル条件2
30,1
32,1
46,1
55,1
56,1
73,1
75,1
76,1
83,1
84,1
125,1
153,1
36,1
38,1
40,1
44,1
51,1
138,1
145,1
194,2,0,1
42,1
49,1
58,1
61,1
85,1
149,1
150,1
151,1
195,1
34,2,0,1
35,1
197,1
50,1
71,1
33,1
105,2,0,1
148,1
134,1
59,1
304,1
136,1
359,1
168,1
226,1
72,1
360,1
159,1
305,1
37,1
203,2,0,1
143,1
257,1
258,1
259,1
271,1
272,1
316,1
439,1
534,1
124,2,0,1
107,1
177,1
31,1
39,1
48,1
52,1
9,1
10,1
11,1
12,1
13,1
14,1
15,1
18,1
19,1
20,1
21,1
22,1
23,1
283,1
199,1
146,1
86,1
152,1
147,1
158,1
377,1
325,1
57,1
307,1
198,1
306,1
212,1
47,1
43,1
335,1
41,1
170,1
361,1
66,1
161,1
337,1
495,1
211,1
245,1
311,1
313,1
106,1
87,1
431,1
308,1
286,1
397,1
427,1
522,1
417,1
261,1
247,1
334,2,0,1
502,1
196,1
496,1
533,1
351,1
210,1
312,1
135,1
209,1
246,1
338,1
