L’écran Améliorer a été débloqué !|Touche Améliorer depuis la base féline.||Débloque des unités et renforce-les avant la bataille.|＠|
Le menu Organiser a été débloqué !|Tu peux maintenant organiser les unités|que tu veux déployer au combat.|＠||
Le menu Trésors a été débloqué !|Obtiens des trésors pour|activer des bonus !|＠||
Le Guide ennemis a été débloqué !|Tu peux tout apprendre sur les ennemis|que tu as rencontrés.|＠||
La boutique est ouverte !|Tu peux y acheter plein d’objets|utiles pour les batailles.|＠||
La boutique Miam est ouverte !|Ouvre-la depuis le menu principal.|＠|||
Dieu nous prête son pouvoir !|Tu peux l’appeler en pleine bataille !|＠|||
Tu as débloqué le Guide Chats !|Utilise-le pour inspecter tous les|Chats que tu as obtenus.|＠||
Gamatoto a été débloqué !|Envoie-le en expédition pour|ramasser diverses récompenses.|＠||
Il y a de nouveaux objets à la boutique !|Achète des vichamines pour raccourcir|la durée des expéditions Gamatoto.|＠||
Augmente ton niveau maximum !|Utilise un œil-de-chat sur certains Chats|pour qu’ils accèdent à des niveaux supérieurs.|＠||
Réserve de Chagrumes débloquée !|Découvre les Chagrumes et les graines|que tu as récoltés jusqu’ici.|＠||
Tu peux maintenant enregistrer et partager|tes batailles ! Active Enreg. auto|dans les paramètres en touchant OUI.|L’enregistrement s’arrête à la fin de la bataille.|＠|
Découvre les vidéos des autres joueurs !|Accède au menu Paramètres depuis l’écran titre|pour trouver des vidéos The Battle Cats.|＠||
Le Dojo Griffélin est ouvert !|Relève le défi du Dojo Griffélin pour mettre|les capacités de tes unités à l’épreuve !|＠||
