|| en |ha encontrado |＠|												//探検ログ：アタリテキスト
de incursión (1 h).|＠|												//探険コース【1時間】名
de exploración (3 h).|＠|												//探険コース【3時間】名
de expedición (6 h).|＠|												//探険コース【6時間】名
|Gamatoto va a|＠|											//探険コース選択時のポップアップ
¡Este es Gamatoto!|Desde aquí puedes mandarlo de excursión|para que explore en busca de objetos.|＠|	//チュートリアルポップアップ1：ガマトト画面に初遷移時
¡Atuendos desbloqueados!|Podrás cambiar el aspecto de Gamatoto.|* Los atuendos no influyen en la búsqueda.|＠|														//チュートリアルポップアップ2：ガマトト画面に初遷移時（撤廃のため空ダミー）
Toca a Gamatoto y elige la zona|que quieres que explore.|＠|									//チュートリアルポップアップ3：ガマトト画面に初遷移時
¡Función «Ordenar» desbloqueada!|Organiza a los ayudantes de Gamatoto.|＠|														//チュートリアルポップアップ4：初エリア選択画面時（撤廃のため空ダミー）
＠|＠|＠|														//チュートリアルポップアップ5：初エリア選択画面時（撤廃のため空ダミー）
＠|＠|＠|														//チュートリアルポップアップ6：初エリア選択画面時（撤廃のため空ダミー）
Toca a Gamatoto para ver qué ha|encontrado durante la excursión.|＠|										//チュートリアルポップアップ7：初帰還画面時
| te ayudará a acortar la duración |de la excursión en %d h. ¿Te parece bien?|＠|									//探索中　：ネコビタン使用時
¡Excursión terminada!|¡Gamatoto ha ganado XP!|＠|＠|													//帰還画面：探検成功時
¡Vaya exitazo!|¡Gamatoto ha ganado XP x1,5!|＠|＠|													//帰還画面：探検大成功時
¡Gamatoto ha subido de nivel!|¡Ahora es de nivel %d!|＠|										//帰還画面：レベルアップ時
¿Quieres que Gamatoto vuelva ya?|Recuerda que no recibirás ningún premio...|＠|							//探険中　：強制帰還時
No hay gatamina disponible.|¿Quieres comprarla en la tienda?|＠|							//探険中　：ネコビタンが不足時（アイテムショップ誘導）
¡Objeto encontrado! || - ¡Enhorabuena!|＠|											//帰還画面：探検ログ中のアイテム獲得時
¡Duración de la excursión reducida en | h!|＠|											//探検中　：ネコビタン使用後
Activa esta función para que te avisemos|cuando Gamatoto vuelva.|(Y cuando terminen las obras de la base).|＠|								//チュートリアルポップアップ5-1：探険終了通知を押したときのポップアップ
Gamatoto ha regresado de |.|＠|											//帰還画面：探検ログ終了時の決まりセリフ
¡Nueva zona descubierta!|＠|											//帰還画面：エリア解放
¡Gamatoto ha subido de nivel!|¡Ahora es de nivel %d!|¡Hay disponible un nuevo atuendo!|＠|							//帰還画面：レベルアップ+ガマトト装備変更時
¡Hay demasiada gente!|¿Quieres enviar a alguien a casa?|＠|							//探索選択択画面：隊員が上限をオーバーした時
Enviar a %s a casa.|¿Quieres continuar?|＠|						//隊員画面：脱退ボタンを押した後
¡Has reclutado a %s!|＠|												//帰還画面：隊員加入時
(%s)|＠|														//にゃんこ隊員：レア度表示用括弧
Miembros:|%d||＠|														//にゃんこ隊員：現在のにゃんこ隊員数
Has encontrado: ||¡%s! (%d → |)|												//結果画面：探検で取得した数、探検前所持個数→探検後所持個数、表示時
¡Has encontrado Friskas!|Mira un anuncio para desenterrar la lata.|¿Quieres empezar a cavar?|＠|						//基本画面：広告用ネコカンアイコンタップ時
Puedes enviar a %s a ayudar |al equipo de Ototo. ¿Qué te parece?|＠|						//隊員画面：脱退画面にて「はい」を押した後
¡Hay demasiados ingenieros! Este ayudante|se retirará y se marchará para siempre.|¿Quieres continuar?|＠|				//隊員画面：脱退画面にて「はい」を押した後助手定員時
¡Ayudantes de leyenda desbloqueados!|¡Ya disponibles los ayudantes de leyenda!|＠|								//にゃんこ隊員：レジェンド隊員解放
