แสตมป์ล็อกอินหมายเลข 1!<br>คุณได้รับอาหารแมว 30 กระป๋อง!	วันที่ 1	//ログイン1日目獲得文章
แสตมป์ล็อกอินหมายเลข 2!<br>คุณได้รับอาหารแมว 30 กระป๋อง!	วันที่ 2	//ログイン2日目獲得文章
แสตมป์ล็อกอินหมายเลข 3!<br>คุณได้รับอาหารแมว 30 กระป๋อง!	วันที่ 3	//ログイン3日目獲得文章
แสตมป์ล็อกอินหมายเลข 4!<br>คุณได้รับอาหารแมว 30 กระป๋อง!	วันที่ 4	//ログイン4日目獲得文章
แสตมป์ล็อกอินหมายเลข 5!<br>คุณได้รับอาหารแมว 30 กระป๋อง!	วันที่ 5	//ログイン5日目獲得文章
แสตมป์ล็อกอินหมายเลข 6!<br>คุณได้รับอาหารแมว 30 กระป๋อง!	วันที่ 6	//ログイン6日目獲得文章
แสตมป์ล็อกอินหมายเลข 7!<br>คุณได้รับอาหารแมว 30 กระป๋อง!	วันที่ 7	//ログイン7日目獲得文章
แสตมป์ล็อกอินหมายเลข 8!<br>คุณได้รับอาหารแมว 30 กระป๋อง!	วันที่ 8	//ログイン8日目獲得文章
แสตมป์ล็อกอินหมายเลข 9!<br>คุณได้รับอาหารแมว 30 กระป๋อง!	วันที่ 9	//ログイン9日目獲得文章
แสตมป์ล็อกอินหมายเลข 10!<br>คุณได้รับอาหารแมว 30 กระป๋อง!	วันที่ 10	//ログイン10日目獲得文章
แสตมป์ล็อกอินหมายเลข 11!<br>คุณได้รับอาหารแมว 30 กระป๋อง!	วันที่ 11	//ログイン11日目獲得文章
แสตมป์ล็อกอินหมายเลข 12!<br>คุณได้รับอาหารแมว 30 กระป๋อง!	วันที่ 12	//ログイン12日目獲得文章
แสตมป์ล็อกอินหมายเลข 13!<br>คุณได้รับอาหารแมว 30 กระป๋อง!	วันที่ 13	//ログイン13日目獲得文章
แสตมป์ล็อกอินหมายเลข 14!<br>คุณได้รับอาหารแมว 30 กระป๋อง!	วันที่ 14	//ログイン14日目獲得文章
แสตมป์ล็อกอินหมายเลข 15!<br>คุณได้รับอาหารแมว 30 กระป๋อง!	วันที่ 15	//ログイン15日目獲得文章
แสตมป์ล็อกอินหมายเลข 16!<br>คุณได้รับอาหารแมว 30 กระป๋อง!	วันที่ 16	//ログイン16日目獲得文章
แสตมป์ล็อกอินหมายเลข 17!<br>คุณได้รับอาหารแมว 30 กระป๋อง!	วันที่ 17	//ログイン17日目獲得文章
แสตมป์ล็อกอินหมายเลข 18!<br>คุณได้รับอาหารแมว 30 กระป๋อง!	วันที่ 18	//ログイン18日目獲得文章
แสตมป์ล็อกอินหมายเลข 19!<br>คุณได้รับอาหารแมว 30 กระป๋อง!	วันที่ 19	//ログイン19日目獲得文章
แสตมป์ล็อกอินหมายเลข 20!<br>คุณได้รับอาหารแมว 30 กระป๋อง!	วันที่ 20	//ログイン20日目獲得文章
