0|0|ด้วยอาหารแมว อะไรก็เป็นไปได้
0|0|กุญแจสู่ความสำเร็จอยู่ในกระเป๋าคุณนั่นเอง...
0|0|ลูกแก้วทั้ง 7 จะมอบพรที่คุณต้องการทั้งหมด
0|1|มิเตอร์วัดความป่วนถึงจุดสูงสุด!
0|1|งานแมวจะนำพาคุณสู่ความสำเร็จ!
0|1|คุณจะได้เป็นหัวหน้ารุ่นที่มหาลัยเหมียววาร์ด
0|2|หญิงสาวลึกลับจะตกลงมาจากท้องฟ้า!
0|2|เทพเจ้านำโชคทั้ง 7 จะปรากฏเบื้องหน้าคุณ!
0|2|แขก 100 คนจะมาเร็วๆ นี้!
0|3|ตลาดกำลังจะถึงจุดสูงสุด!
0|3|คุณจะนำทุกอย่างไปสู่กำไร!
0|3|ได้เวลาแลกเงินจากแมวทองของคุณแล้ว!
0|4|ลืมมันไปซะและก็เต้นเลย!
0|4|ในเส้นเวลานี้ มันไม่ได้หายไป
0|4|ถ้าคุณมีจิตใจบริสุทธิ์ มันจะกลับมา
0|5|หาสมบัติที่ฝังอยู่ที่สวนของคุณ!
0|5|กามาโตโต้จะเจอน้ำมัน!
0|5|คุณจะเลือกล็อตเตอรี่ได้ถูกเลขแน่ๆ
0|6|ความสามารถที่ซ่อนอยู่ของคุณจะตื่นขึ้นมาเร็วๆ นี้
0|6|การเดินทางกู้โลกของคุณจะเริ่มต้นขึ้นเร็วๆ นี้
0|6|บันทึกการเดินทางของคุณจะเป็นหนังสือขายดี
0|7|เวลาสำหรับการลงมือคือตอนนี้!
0|7|ความแข็งแกร่งสูงสุดอยู่ไม่ไกลเกินเอื้อม!
0|7|ชัยชนะของคุณจะชัดเจนแน่นอน!
0|8|แมวหมอผีมียาที่เหมาะกับอาการป่วยของคุณเลย
0|8|ทางรักษาเดียวคือการกลายเป็นหุ่นยนต์
0|8|คุณจะมีสุขภาพดี... น่าจะนะ!
0|9|คุณจะแก้ปริศนารักได้ในเร็วๆ นี้!
0|9|ฤดูใบไม้ผลิจะนำความรักใหม่มาให้
0|9|ใช้น้ำมะนาวเขียนจดหมายรัก
1|0|เชื่อในพลังของแมว!
1|0|ไม่ต้องห่วง กินถั่วได้มากที่ต้องการเลย!
1|0|นับดาวตกครบ 3 ดวงเพื่อขอพรจากพระเจ้าแมว
1|1|อีกไม่นานคุณจะค้นพบว่าแรงจูงใจของคุณเปลี่ยนไป!
1|1|มันต้องใช้การทุ่มเท 100%!
1|1|จำสิ่งที่คุณครูหมีได้สอนคุณ!
1|2|คุณจะต้องเข้าหาพวกเขาก่อน
1|2|จำไว้นะ โชคลาภขี่จักรยานสามล้อ
1|2|พวกมันกำลังวิ่งเข้ามาหาคุณอยู่ในตอนนี้!
1|3|คุณจะแข่งขันในหมวดที่ได้รับความนิยม
1|3|คุณจะทำผิดพลาด แต่ก็ยังชนะอยู่ดี
1|3|ผลไม้เหมียวเอปิกเหล่านี้ขายดีทีเดียวในช่วงที่ผ่านมา...
1|4|สิ่งที่คุณสูญเสียอยู่ในฐานทัพแมวแล้ว!
1|4|บางสิ่งซ่อนอยู่ในตู้เย็น
1|4|สิ่งที่คุณทิ้งขว้างจะกลับมาในอีกไม่นาน
1|5|คุณจะเจอเงินสด ในกระเป๋าเสื้อ
1|5|อย่าลืมล้างจานพวกนั้นด้วยล่ะ!
1|5|บางอย่างก็สำคัญกว่าเงิน
1|6|ได้เวลาลงทุนในบ้านพักตากอากาศแล้ว!
1|6|หลอกพวกต้มตุ๋นก่อนที่พวกมันจะมาหลอกคุณ!
1|6|คุณจะได้พบกับแมวน่ารักๆ แถวบ้าน!
1|7|ความขัดแย้งทุกอย่างคือความว่างเปล่า
1|7|เซียนที่แท้จริงรู้จักศัตรูของตัวเองเสมอ
1|7|อย่าพึ่งพาแต่แมวอูเบอร์นะ โอเค?
1|8|การนอนหลับเต็มที่เป็นยารักษาที่ดีที่สุด
1|8|คุณจะเริ่มรู้สึกถึงอาการปวดพวกนั้นสักวัน
1|8|อย่าลืมกินวิตามินรวมล่ะ
1|9|ไม่เป็นไร ปล่อยลูกบ้าให้เต็มที่ไปเลย!!
1|9|คุณจะพบกับความรักที่สมรภูมิรบ
1|9|ความเจ็บปวดจากการถูกปฏิเสธจะจางหายไปกับกาลเวลา
2|0|มันจะเป็นจริงหลังจากที่คุณลืมไปแล้ว
2|0|อย่าลืมจดโน้ตด้วย
2|0|อย่างกเงินบริจาค!
2|1|มันต้องใช้เงินทำเงิน!
2|1|ลองเล็งให้ไปทางซ้ายจากจุดตรงกลางนิดดดดดดนึง
2|1|คุณจะฉลาดกว่าซีพียูแมว!
2|2|คุณจะได้พบ... ในความฝัน
2|2|พวกเขามาสายแค่ 30 นาทีเท่านั้น
2|2|ถ้าคุณมองซ้าย พวกเขาจะมาจากทางขวา
2|3|คุณจะได้รับการเลื่อนตำแหน่งเร็วๆ นี้!
2|3|กุญแจสู่กำไรนั่งรออยู่ในตู้เสื้อผ้าของคุณ
2|3|รอลดครึ่งราคาก่อนซื้อแมวพิเศษ!
2|4|เปลี่ยนรหัสผ่านของคุณทุกเดือน!
2|4|กามาโตโต้จะขุดมันขึ้นมา!
2|4|คุณอาจจะต้องย้ายกลับไปอยู่กับแม่
2|5|ของนำโชคอยู่ทางซ้ายของคุณนี่เอง
2|5|เผชิญหน้ากับอนาคตและเดินต่อไปข้างหน้าอย่างกล้าหาญ
2|5|ความลังเล... คือความพ่ายแพ้
2|6|ฮีโร่ในท้องที่นั้นจะผูกมิตรกับคุณ
2|6|การเดินทางของคุณจะปลอดปัญหา
2|6|ผ่อนคลายอย่างมั่นใจ!
2|7|แค่ทำให้ดีที่สุด โอเค?
2|7|อย่ายอมใช้ความรุนแรงโดยไม่จำเป็น!
2|7|โฮ่งจะรักคุณเสมอ
2|8|อย่าแหย่สัตว์ป่า ไม่งั้นจะถูกกัด
2|8|เพื่อผิวที่สดใส อย่าลืมนอนหลับให้เพียงพอ
2|8|อย่าลืมฉีดวัคซีนไข้หวัดใหญ่ล่ะ!
2|9|คุณจะต้องพยายามชนะใจพวกเขามา
2|9|เดินจับมือไปกับคนที่คุณรัก
2|9|แค่ตอบตกลง ใครรู้ว่าจะเกิดอะไรขึ้น?
3|0|ทุกอย่างขึ้นอยู่กับความพยายามของคุณ
3|0|ความสุขที่แท้จริงพบได้ใน 2D
3|0|ไม่มีอะไรต้องพูดมากอีกแล้ววันนี้!
3|1|ตำราเรียนเล่มเก่าของคุณอาจมีคำตอบอยู่
3|1|คุณจะคิดถึงแมวมากเกินไปจนคิดไม่ถี่ถ้วน
3|1|อย่าห่วงไป พระเจ้าแมวจะดูแลเอง
3|2|ลองรอที่ทางเข้าอื่น
3|2|คนที่คุณรออยู่ใน... อลาสก้า
3|2|คุณจะต้องให้สัญญาณพวกเขาก่อน
3|3|ยังไม่ใช่ตอนนี้ รออีกสองปี
3|3|สุ่มกาชาแมวเพื่อเรียนรู้ชะตาชีวิตของคุณ
