170,1,0,0,0,0,   //城番号
5200,2500000,1,60,140,10,0,0,0,0,	//幅,	城体力,	生産最低F,生産最高F,	背景種類,	出現最大数,以後未使用
554,1,0,150,250,100,7,9,0,600
149,1,100,150,250,100,7,9,0,300
668,1,100,1,1,100,1,6,0,100
668,0,600,500,500,100,1,6,0,100
668,0,700,500,500,100,1,6,0,100
668,0,2000,1200,1200,100,1,6,0,100
668,0,2025,1200,1200,100,1,6,0,100
668,0,2035,1200,1200,100,1,6,0,100
668,5,0,10,20,99,1,6,0,100
56,1,0,1,1,99,0,0,0,300
554,0,0,150,250,99,7,9,0,300
149,0,0,250,350,99,7,9,0,300
554,1,0,1,1,99,9,9,1,100
49,1,3750,1,1,100,3,6,0,300
49,2,4750,1,1,100,3,6,0,300
49,3,6000,1,1,100,3,6,0,300
61,5,7500,1,1,100,0,3,0,300
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,


//敵は１ステージ最大１０種類
