-1,										// 0:OK【4.4.0】通常にゃんこガチャ(アイテム)（2.0より実装）
0,1,2,3,4,5,11,12,13,14,15,16,-1,						// 1:OK【4.4.0】『アイテム入り』にゃんこガチャ(アイテム)
0,1,2,3,4,5,11,12,13,14,15,16,-1,						// 2:OK【4.4.0】『アイテムのみ』にゃんこガチャ(アイテム)
0,1,2,3,4,5,10,11,12,13,14,15,16,30,31,32,33,34,35,36,37,38,39,40,-1,		// 3:NG【5.1.0】『マタタビ入り』にゃんこガチャ
10,11,55,56,57,-1,								// 4:OK【5.1.0】『ネコビタン入り』にゃんこガチャ
10,11,12,14,50,51,52,53,-1,							// 5:OK【5.1.0】『キャッツアイ入り』にゃんこガチャ
0,0,0,1,2,3,3,4,5,11,11,11,12,12,12,-1,						// 6:OK【7.1.0】にゃんこ福引2018年6月
57,57,57,17,56,56,56,19,55,55,55,78,78,78,-1,					// 7:OK【7.1.0】にゃんこ福引Ｇ2018年6月
0,0,0,1,2,3,3,4,5,11,11,11,12,12,12,-1,						// 8:OK【7.3.0】にゃんこ福引※2018年サマーレッスン用
57,57,57,17,56,56,56,19,55,55,55,78,78,78,-1,					// 9:OK【7.2.0】にゃんこ福引Ｇ2018年7月
0,0,0,1,2,3,3,4,5,11,11,11,12,12,12,-1,						//10:OK【7.2.0】にゃんこ福引2018年受験
57,57,57,17,56,56,56,19,55,55,55,78,78,78,-1,					//11:OK【7.3.0】にゃんこ福引Ｇ2018年8月
57,57,57,17,56,56,56,19,55,55,55,78,78,78,-1,					//12:OK【7.3.0】にゃんこ福引Ｇ2018年9月
57,57,57,17,56,56,56,19,55,55,55,78,78,78,-1,					//13:OK【7.4.0】にゃんこ福引Ｇ2018年10月
57,57,57,17,56,56,56,19,55,55,55,78,78,78,-1,					//14:OK【7.4.0】にゃんこ福引Ｇ2018年11月
0,0,0,1,2,3,3,4,5,11,11,11,12,12,12,-1,						//15:OK【7.4.0】にゃんこ福引※2018年銀週間
57,57,57,17,56,56,56,19,55,55,55,78,78,78,-1,					//16:OK【7.5.0】にゃんこ福引Ｇ2018年12月
0,0,0,1,2,3,3,4,5,11,11,11,12,12,12,-1,						//17:OK【7.5.0】にゃんこ福引※2018年文化祭
57,57,57,17,56,56,56,19,55,55,55,78,78,78,-1,					//18:OK【8.0.0】にゃんこ福引Ｇ2019年1月
57,57,57,17,56,56,56,19,55,55,55,78,78,78,-1,					//19:OK【8.1.0】にゃんこ福引Ｇ2019年2月
0,0,0,1,2,3,3,4,5,11,11,11,12,12,12,-1,						//20:OK【8.1.0】にゃんこ福引※2019年雪まつり
57,57,57,17,56,56,56,19,55,55,55,78,78,78,-1,					//21:OK【8.2.0】にゃんこ福引Ｇ2019年3月
0,0,0,1,2,3,3,4,5,11,11,11,12,12,12,-1,						//22:OK【8.2.0】にゃんこ福引※2019年受験大戦争
57,57,57,17,56,56,56,19,55,55,55,78,78,78,-1,					//23:OK【8.3.0】にゃんこ福引Ｇ2019年4月
57,57,57,17,56,56,56,19,55,55,55,78,78,78,-1,					//24:OK【8.4.0】にゃんこ福引Ｇ2019年5月
0,0,0,1,2,3,3,4,5,11,11,11,12,12,12,-1,						//25:OK【8.5.0】にゃんこ福引※2019年黄金週間
0,0,0,1,2,3,3,4,5,11,11,11,12,12,12,-1,						//26:OK【8.5.0】にゃんこ福引※2019年梅雨
57,57,57,17,56,56,56,19,55,55,55,78,78,78,-1,					//27:OK【8.5.0】にゃんこ福引Ｇ2019年6月
57,57,57,17,56,56,56,19,55,55,55,78,78,78,-1,					//28:OK【8.6.0】にゃんこ福引Ｇ2019年7月
57,57,57,17,56,56,56,19,55,55,55,78,78,78,-1,					//29:OK【8.6.0】にゃんこ福引Ｇ2019年8月
0,0,0,1,2,3,3,4,5,11,11,11,12,12,12,-1,						//30:OK【8.7.0】にゃんこ福引※2019年サマーレッスン
0,0,0,1,2,3,3,4,5,11,11,11,12,12,12,-1,						//31:OK【8.8.0】にゃんこ福引※2019年銀週間
57,57,57,17,56,56,56,19,55,55,55,78,78,78,-1,					//32:OK【8.8.0】にゃんこ福引Ｇ2019年9月
57,57,57,17,56,56,56,19,55,55,55,78,78,78,-1,					//33:OK【8.8.0】にゃんこ福引Ｇ2019年10月
57,57,57,17,56,56,56,19,55,55,55,78,78,78,-1,					//34:OK【8.10.0】にゃんこ福引Ｇ2019年11月
57,57,57,17,56,56,56,19,55,55,55,78,78,78,-1,					//35:OK【8.10.0】にゃんこ福引Ｇ2019年12月
0,0,0,1,2,3,3,4,5,11,11,11,12,12,12,-1,						//36:OK【8.10.0】にゃんこ福引※2019年文化祭
57,57,57,17,56,56,56,19,55,55,55,78,78,78,-1,					//37:OK【9.1.0】にゃんこ福引Ｇ2020年1月
57,57,57,17,56,56,56,19,55,55,55,78,78,78,-1,					//38:OK【9.1.0】にゃんこ福引Ｇ2020年2月
0,0,0,1,2,3,3,4,5,11,11,11,12,12,12,-1,						//39:OK【9.1.0】にゃんこ福引※2020年雪まつり
0,0,0,1,2,3,3,4,5,11,11,11,12,12,12,-1,						//40:OK【9.2.0】にゃんこ福引※2020年受験大戦争
57,57,57,17,56,56,56,19,55,55,55,78,78,78,-1,					//41:OK【9.3.0】にゃんこ福引Ｇ2020年3月
57,57,57,17,56,56,56,19,55,55,55,78,78,78,-1,					//42:OK【9.3.0】にゃんこ福引Ｇ2020年4月
57,57,57,17,56,56,56,19,55,55,55,78,78,78,-1,					//43:OK【9.4.0】にゃんこ福引Ｇ2020年5月
57,57,57,17,56,56,56,19,55,55,55,78,78,78,-1,					//44:OK【9.5.0】にゃんこ福引Ｇ2020年6月
0,0,0,1,2,3,3,4,5,11,11,11,12,12,12,-1,						//45:OK【9.5.0】にゃんこ福引※2020年黄金週間
57,57,57,17,56,56,56,19,55,55,55,78,78,78,-1,					//46:OK【9.6.0】にゃんこ福引Ｇ2020年7月
0,0,0,1,2,3,3,4,5,11,11,11,12,12,12,-1,						//47:OK【9.6.0】にゃんこ福引※2020年梅雨
57,57,57,17,56,56,56,19,55,55,55,78,78,78,-1,					//48:OK【9.7.0】にゃんこ福引Ｇ2020年8月
0,0,0,1,2,3,3,4,5,11,11,11,12,12,12,-1,						//49:OK【9.7.0】にゃんこ福引※2020年サマーレッスン
57,57,57,17,56,56,56,19,55,55,55,78,78,78,-1,					//50:OK【9.8.0】にゃんこ福引Ｇ2020年9月
0,0,0,1,2,3,3,4,5,11,11,11,12,12,12,-1,						//51:OK【9.8.0】にゃんこ福引※2020年銀週間
