0|0|With Cat Food, all things are possible.
0|0|The key to your desires is in your pocket...
0|0|The 7 Orbs shall grant all your wishes.
0|1|The chaos meter is at MAX!
0|1|Cat Jobs will guide you to success!
0|1|You'll be head of the class at Nyarvard!
0|2|A mysterious maiden will descend from the sky!
0|2|The 7 Lucky Gods will appear before you!
0|2|100 guests will soon come!
0|3|The market is about to peak!
0|3|Everything you will lead to PROFIT!
0|3|Time to cash in your Gold Cats!
0|4|Forget about it and just dance!
0|4|In this timeline, it hasn't been lost.
0|4|If you are pure of heart, it will return.
0|5|Check your garden for buried treasure!
0|5|Gamatoto will strike oil!
0|5|You'll definitely pick the right lotto numbers.
0|6|Your hidden abilities will soon awaken.
0|6|Your journey to save the world will soon begin.
0|6|Your travel diary will be a best-seller.
0|7|The time for action is NOW!
0|7|Ultimate strength is within your grasp!
0|7|Your victories will be decisive!
0|8|Shaman Cat has the perfect cure for your ills.
0|8|The only cure is to become a cyborg.
0|8|You'll stay in good health... probably!
0|9|You'll soon solve the riddle of love!
0|9|Spring will bring new romance.
0|9|Write a love letter with lemon juice.
1|0|Believe in the power of Cats!
1|0|Don't worry, eat as many beans as you like!
1|0|Count 3 shooting stars for Cat God's favor.
1|1|You'll soon discover your motivation switch!
1|1|100% commitment is what it'll take!
1|1|Remember what Teacher Bear taught you!
1|2|You'll have to reach out to them first.
1|2|Remember: Fortune rides a tricycle.
1|2|They're sprinting over to you right now!
1|3|You'll be competitive in a popular genre.
1|3|You'll make mistakes, but come out on top.
1|3|Those Epic Catfruit are selling well lately...
1|4|What you lost is already in the Cat Base!
1|4|Something lies hidden in Storage.
1|4|What you cast aside will soon return.
1|5|You'll find a $20 bill in your coat pocket.
1|5|Don't forget to wash those dishes!
1|5|Some things are more important than money.
1|6|Time to invest in a vacation home!
1|6|Scam the scammers before they scam you!
1|6|You'll meet some lovely neighborhood Cats!
1|7|All conflict is emptiness.
1|7|The true master always knows their enemy.
1|7|Don't rely only on Uber Cats, okay?
1|8|A good nights sleep is the best cure.
1|8|You'll start feeling those aches one day.
1|8|Don't forget to take your multivitamins.
1|9|It's okay, just go totally nuts!!
1|9|You'll discover love on the battlefield.
1|9|The pain of rejection will fade with time.
2|0|Your wish will come true only after you forget it.
2|0|Don't forget to take notes!
2|0|Be generous with your charity!
2|1|It takes money to make money!
2|1|Try aiming juuuuust left of center.
2|1|You'll become smarter than a Cat CPU!
2|2|You'll meet... in your dreams.
2|2|They'll be just 30 minutes late.
2|2|If you look left, they'll come from the right.
2|3|You'll finally get that promotion soon!
2|3|The key to profit sits in your closet.
2|3|Wait for a Half-Off Sale to buy Special Cats!
2|4|Change your passwords monthly!
2|4|Gamatoto will dig it up!
2|4|You might have to move back in with Mom.
2|5|Your good-luck charm is just to your left.
2|5|Face the future and walk boldly forward!
2|5|Hesitation... is defeat.
2|6|A local hero will befriend you.
2|6|Your travels will be without troubles.
2|6|Relax with confidence!
2|7|Just do the best you can, okay?
2|7|Don't give in to needless violence!
2|7|Doge will always love you.
2|8|Don't tease wild animals or you'll get bit.
2|8|For clear skin, make sure to get enough sleep.
2|8|Don't forget to get your flu shot!
2|9|You'll have to work to win their heart.
2|9|Walk hand-in-hand with the one you love.
2|9|Just say Yes. Who knows what could happen?
3|0|It all depends on your effort.
3|0|True Happiness is found in 2D
3|0|Nothing much to say today!
3|1|Your old textbooks might hold the answer.
3|1|You'll be too focused on Cats to think straight.
3|1|Don't worry, just leave it to Cat God.
3|2|Try waiting at the other entrance.
3|2|The one you await is in... Alaska.
3|2|You'll need to signal them first.
3|3|Not now. Wait two years.
3|3|Draw a Cat Capsule to learn your destiny.
3|3|That cute Cat is on sale soon.
