Happy Halloween! Tag 1<br>Legendären Geist +1 erhalten!	Tag 1	//ログイン1日目獲得文章
Happy Halloween! Tag 2<br>Legendären Geist +1 erhalten!	Tag 2	//ログイン2日目獲得文章
Happy Halloween! Tag 3<br>Legendären Geist +1 erhalten!	Tag 3	//ログイン3日目獲得文章
Happy Halloween! Tag 4<br>Legendären Geist +1 erhalten!	Tag 4	//ログイン4日目獲得文章
Happy Halloween! Tag 5<br>Katzenticket +1 erhalten!	Tag 5	//ログイン5日目獲得文章
Happy Halloween! Tag 6<br>Legendären Geist +1 erhalten!	Tag 6	//ログイン6日目獲得文章
Happy Halloween! Tag 7<br>Legendären Geist +1 erhalten!	Tag 7	//ログイン7日目獲得文章
Happy Halloween! Tag 8<br>Legendären Geist +1 erhalten!	Tag 8	//ログイン8日目獲得文章
Happy Halloween! Tag 9<br>Legendären Geist +1 erhalten!	Tag 9	//ログイン9日目獲得文章
Happy Halloween! Tag 10<br>Katzenticket +1 erhalten!	Tag 10	//ログイン10日目獲得文章
Happy Halloween! Tag 11<br>Legendären Geist +1 erhalten!	Tag 11	//ログイン11日目獲得文章
Happy Halloween! Tag 12<br>Legendären Geist +1 erhalten!	Tag 12	//ログイン12日目獲得文章
Happy Halloween! Tag 13<br>Legendären Geist +1 erhalten!	Tag 13	//ログイン13日目獲得文章
Happy Halloween! Tag 14<br>Legendären Geist +1 erhalten!	Tag 14	//ログイン14日目獲得文章
Happy Halloween! Tag 15<br>Seltenes Ticket +1 erhalten!	Tag 15	//ログイン15日目獲得文章
Happy Halloween! Tag 16<br>Legendären Geist +1 erhalten!	Tag 16	//ログイン16日目獲得文章
Happy Halloween! Tag 17<br>Legendären Geist +1 erhalten!	Tag 17	//ログイン17日目獲得文章
Happy Halloween! Tag 18<br>Legendären Geist +1 erhalten!	Tag 18	//ログイン18日目獲得文章
