0|Raise your Cats' levels|to power them up and|defeat baddies with ease!|＠|＠
0|Try the previous stages to earn more XP!|Use the XP to upgrade your Cats!|＠|＠|＠
0|If you just can't win, go|treasure hunting! Visit stages you|played before to pick up treasure|sets and unlock power bonuses!|＠
1|Deploy lots of cheap cats to|protect your long-range attackers!|Use your head when you fight|and victory will definitely be yours!|＠
2|When things look bad, you can always|turn to the Cat God for a helping paw!|＠|＠|＠
3|Use items to unlock the hidden|potential of your Cat Army!|Get them as prizes from Daily|Stages in Legend Stages!|＠
4|The Cat Treasure Bonuses you activate|in Chapter 1 are still effective in Chapter 2!|If you are having trouble,|collect treasures and upgrade your Cats!|＠
5|Inferior treasure only gives a small|bonus… get Superior stuff for the|whole thing! Use that extra energy|to hunt for the best Treasure!|＠
5|Cats with Area Attack are good against|multiple weak enemies!|Master the use of Special Cats!|Especially those with Area Attack!|＠
6|Upgrade the basic units up to their True|Form to greatly enhance their battle power.|Get Cat Tickets and upgrade your units|to their maximum potential!|＠
7|Alien enemies are amazingly strong!|Clearing the Empire of Cats chapters|gives you XP and treasures that can|help you crush the invaders!|＠
8|The Cat Treasure Bonuses you activate|in Empire of Cats are still effective in|Into the Future! Get Superior treasure|for the full effect!|＠
9|Raise your User Rank to make higher|levels available for your Cat Units!|Higher user ranks will get your|Cats to their ultimate potential!|＠
10|Everyone has to taste defeat some|time in their life… Bounce back by|collecting Treasure! Try CatCombos|to power up your army for the fight!|＠
11|Tap the word bubble in the Cat|Base to see other useful tips and|tricks for the game!!|＠|＠
11|Critical strikes are super effective|against Metal-type enemies!|Check the Cat Guide to see which units|have a high chance for Critical strikes!|＠
12|Be careful to upgrade your basic Cats|alongside your rare types! Keep|all of your Cats powerful... you never|know when each type might be handy!|＠
13|You can get a lot of experience|in the Stories of Legend!|Try cleared stages once again|to build up your XP total!|＠
14|The strong bond between Li'l Madoka|and Li'l Homura may change your fate!|＠|＠|＠
15|Cats of the Cosmos features|even MORE weird enemies!|Get the new treasures and|fight back the cosmic threat!|＠
16|Strange treasures with unique|effects lie dormant in space...|Pick 'em up for victory!|＠|＠
17|"Barrier breaker" abilities are|super effective at countering|enemy barriers. Make sure to|collect Cats with that skill!|＠
18|"Warp Blocker" skills can counter|enemy Warp attacks easily.|Don't forget to include allies|with that power in your army!|＠
19|"Warp Blocker" skills can counter|enemy Warp attacks easily.|Don't forget to include allies|with that power in your army!|＠
20|Enemy barriers completely block|any attacks with less strength than|the barrier power. Ready your|strongest Cats to stand a chance!|＠
21|Enemy barriers completely block|any attacks with less strength than|the barrier power. Ready your|strongest Cats to stand a chance!|＠
22|Star Aliens are suuuper tough!|Get those treasures and build up|your anti-Star Alien powers!|＠|＠
23|Barriers can really ruin your day,|unless you prepare with Barrier|Breaker! Think before you fight!|＠|＠
24|Strange treasures with unique|effects lie dormant in space...|Pick 'em up for victory!|＠|＠
25|Strange treasures with unique|effects lie dormant in space...|Pick 'em up for victory!|＠|＠
26|Some Limited Stages can|be challenged as part of the|Catamin Stage series!|＠|＠
26|Power up your Cats with XP, then|build a formation that can counter|the enemy types found in this stage!|＠|＠
26|Raising your Cats' levels upgrades|their battle power so they can take |out even the toughest enemies!|＠|＠
27|Some Limited Stages can|be challenged as part of the|Catamin Stage series!|＠|＠
27|Power up your Cats with XP, then|build a formation that can counter|the enemy types found in this stage!|＠|＠
27|Raising your Cats' levels upgrades|their battle power so they can take |out even the toughest enemies!|＠|＠
28|Some Limited Stages can|be challenged as part of the|Catamin Stage series!|＠|＠
28|Power up your Cats with XP, then|build a formation that can counter|the enemy types found in this stage!|＠|＠
28|Raising your Cats' levels upgrades|their battle power so they can take |out even the toughest enemies!|＠|＠
29|Some Limited Stages can|be challenged as part of the|Catamin Stage series!|＠|＠
29|Power up your Cats with XP, then|build a formation that can counter|the enemy types found in this stage!|＠|＠
29|Raising your Cats' levels upgrades|their battle power so they can take |out even the toughest enemies!|＠|＠
30|Some Limited Stages can|be challenged as part of the|Catamin Stage series!|＠|＠
30|Power up your Cats with XP, then|build a formation that can counter|the enemy types found in this stage!|＠|＠
30|Raising your Cats' levels upgrades|their battle power so they can take |out even the toughest enemies!|＠|＠
31|Some Limited Stages can|be challenged as part of the|Catamin Stage series!|＠|＠
31|Power up your Cats with XP, then|build a formation that can counter|the enemy types found in this stage!|＠|＠
31|Raising your Cats' levels upgrades|their battle power so they can take |out even the toughest enemies!|＠|＠
32|Some Cyclone Stages can|be challenged as part of the|Catamin Stage series!|＠|＠
32|Earn victory over traited enemies by|picking Cats that counter their specific|type! Master this, and you'll soon be a pro!|＠|＠
32|Raising your Cats' levels upgrades|their battle power so they can take |out even the toughest enemies!|＠|＠
33|Some Cyclone Stages can|be challenged as part of the|Catamin Stage series!|＠|＠
33|Earn victory over traited enemies by|picking Cats that counter their specific|type! Master this, and you'll soon be a pro!|＠|＠
33|Raising your Cats' levels upgrades|their battle power so they can take |out even the toughest enemies!|＠|＠
34|Some Cyclone Stages can|be challenged as part of the|Catamin Stage series!|＠|＠
34|Earn victory over traited enemies by|picking Cats that counter their specific|type! Master this, and you'll soon be a pro!|＠|＠
34|Raising your Cats' levels upgrades|their battle power so they can take |out even the toughest enemies!|＠|＠
35|Some Cyclone Stages can|be challenged as part of the|Catamin Stage series!|＠|＠
35|Earn victory over traited enemies by|picking Cats that counter their specific|type! Master this, and you'll soon be a pro!|＠|＠
35|Raising your Cats' levels upgrades|their battle power so they can take |out even the toughest enemies!|＠|＠
36|Some Cyclone Stages can|be challenged as part of the|Catamin Stage series!|＠|＠
36|Earn victory over traited enemies by|picking Cats that counter their specific|type! Master this, and you'll soon be a pro!|＠|＠
