13,0,0,0,0,0,   //城番号
4800,800000,1,1,6,50,0,0,0,0,	//幅,	城体力,	生産最低F,生産最高F,	背景種類,	出現最大数,以後未使用
58,3,30,650,700,100,9,9,0,100,	//ID,出現数(0で無制限),初登場F,再登場最低F,再登場最高F,城連動出現％,手前ライン,奥ライン,ボスフラグ,強さ倍率
12,6,430,25,45,100,0,8,0,1200,//上がメタルサイボーグ、ここはカンガリュ
42,3,430,25,45,100,0,8,0,300,//なかいくん
53,7,830,25,45,100,0,8,0,200,//ブラッゴリ
54,8,830,25,45,100,0,8,0,200,//シャドウボクサー
116,8,1230,25,45,100,0,8,0,400,//天使ガブリエル
117,7,1230,25,45,100,0,8,0,100,//天使ゴンザレス
180,5,1630,25,45,100,0,8,0,300,//エリザベス
184,7,1630,25,45,100,0,8,0,800,//ハサミーマン
23,0,13500,13500,13500,100,9,9,0,400,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,



//敵は１ステージ最大１０種類
