30,-1,-1,101268,101268,    //マップ番号 0～16,　アイテム報酬型ステージ設定(-1:OFF),　スコア報酬型ステージ設定(-1:OFF)
0,					//マップパターン 0～
50,1000,141,100,141,0,1,1,-1,			//1ステージ
53,1300,30,99,141,0,1,1,-1,		//2ステージ
57,1600,141,100,141,0,1,1,-1,			//3ステージ
60,1900,141,100,141,0,1,1,-1,		//4ステージ
63,2200,3,99,141,0,1,1,-1,			//5ステージ
67,2500,141,100,141,0,1,1,-1,		//6ステージ
70,2800,30,99,141,0,1,1,-1,			//7ステージ
73,3100,141,100,141,0,1,1,-1,		//8ステージ
76,3400,3,99,30,0,1,1,-1,			//9ステージ
80,3700,141,100,141,0,1,1,-1,		//10ステージ
83,4000,32,99,141,0,1,1,-1,			//11ステージ
86,4300,3,99,31,0,1,1,-1,		//12ステージ
90,4600,31,100,31,0,1,1,-1,			//13ステージ
93,4900,30,99,141,0,1,1,-1,,		//14ステージ
96,5200,33,100,33,0,1,1,-1,			//15ステージ
100,5500,141,100,141,0,1,1,-1,		//16ステージ
103,5800,30,100,30,0,1,1,-1,			//17ステージ
106,6100,32,99,30,0,1,1,-1,		//18ステージ
109,6400,141,100,141,0,1,1,-1,			//19ステージ
113,6700,30,99,48,0,1,1,-1,		//20ステージ
116,7000,141,100,141,0,1,1,-1,			//21ステージ
119,7300,30,99,31,0,1,1,-1,		//22ステージ
123,7600,141,100,141,0,1,1,-1,			//23ステージ
126,7900,141,100,141,0,1,1,-1,		//24ステージ
129,8200,31,100,31,0,1,1,-1,			//25ステージ
133,8500,30,100,30,0,1,1,-1,		//26ステージ
136,8800,141,100,141,0,1,1,-1,			//27ステージ
139,9100,141,100,141,0,1,1,-1,		//28ステージ
142,9400,30,99,31,0,1,1,-1,			//29ステージ
200,9700,4,100,4,1,161,1,-3,-1,		//30ステージ
146,10000,141,100,141,0,1,1,-1,		//31ステージ
149,10300,32,100,32,0,1,1,-1,		//32ステージ
152,10600,30,99,141,0,1,1,-1,		//33ステージ
155,10900,31,100,31,0,1,1,-1,		//34ステージ
158,11200,141,100,141,0,1,1,-1,		//35ステージ
161,11500,141,99,33,0,1,1,-1,		//36ステージ
164,11800,31,100,31,0,1,1,-1,		//37ステージ
167,12100,141,100,141,0,1,1,-1,		//38ステージ
170,12400,30,99,31,0,1,1,-1,		//39ステージ
173,12700,31,99,141,0,1,1,-1,		//40ステージ
176,13000,30,100,30,0,1,1,-1,		//41ステージ
179,13300,141,99,33,0,1,1,-1,		//42ステージ
182,13600,32,99,141,0,1,1,-1,		//43ステージ
185,13900,30,99,31,0,1,1,-1,		//44ステージ
187,14200,141,100,141,0,1,1,-1,		//45ステージ
190,14500,141,100,141,0,1,1,-1,		//46ステージ
200,14800,31,99,33,0,1,1,-1,		//47ステージ
200,15100,30,99,141,0,1,1,-1,		//48ステージ
200,15400,69,100,69,1,44,1,-3,-1,		//49ステージ

//消費統率力			0
//クリア時の獲得XP		1
//サウンド（スタート時）	2
//サウンド ボス出現時の城体力％	3
//サウンド（ボス）		4
//アイテム入手確率		0～100%
//アイテム番号	0:スピードアップ	1:トレジャーレーダー	2:ネコボン	3:ニャンピュータ	4：おかめはちもく	5:スニャイパー	6:XP	11:にゃんこチケット	12：レアチケット
//貰える数		0
