150,0,0,0,0,0,   //城番号
4800,650000,1,1,135,20,0,0,0,0,	//幅,	城体力,	生産最低F,生産最高F,	背景種類,	出現最大数,以後未使用
556,0,50,150,250,100,7,9,0,300
555,0,100,250,400,100,7,9,0,300
558,8,400,350,450,100,4,6,0,200
586,3,550,5,10,100,7,9,0,300
586,3,1000,5,10,100,7,9,0,300
586,3,1300,5,10,100,7,9,0,300
586,3,1600,5,10,100,7,9,0,300
586,3,1900,5,10,100,7,9,0,300
559,1,1200,1,1,100,0,0,0,100
561,1,200,1,1,100,1,2,1,100
23,1,13500,1,1,100,9,9,0,100
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,


//敵は１ステージ最大１０種類
