0,0,0,0,0,0,   //城番号
5200,1150000,1,1,1032,20,0,0,0,0,	//幅,	城体力,	生産最低F,生産最高F,	背景種類,	出現最大数,以後未使用
638,0,100,450,550,100,3,6,0,600
555,4,80,15,15,100,7,9,0,600
557,10,400,500,600,100,3,6,0,500
585,1,500,1,1,100,0,1,1,150
555,4,450,15,15,100,7,9,0,600
555,4,850,15,15,100,7,9,0,600
585,2,800,1000,1000,100,0,1,0,150
660,2,1000,1000,1000,100,2,2,0,200
555,4,1250,15,15,100,7,9,0,600
555,4,1650,15,15,100,7,9,0,600
555,4,2050,15,15,100,7,9,0,600
555,4,2450,15,15,100,7,9,0,600
555,4,2850,15,15,100,7,9,0,600
555,4,3250,15,15,100,7,9,0,600
0,0,0,0,0,0,0,9,0,
0,0,0,0,0,0,0,9,0,
0,0,0,0,0,0,0,9,0,
0,0,0,0,0,0,0,9,0,
0,0,0,0,0,0,0,9,0,


//敵は１ステージ最大１０種類
