35,-1,-1,6,6
0
200,6000,31,99,33,400,167,1,-4,400,168,1,400,169,1,400,170,1,400,171,1,2700,90,1,2600,87,1,2700,88,1,-1
200,6000,30,99,31,600,167,1,-4,600,168,1,600,169,1,600,170,1,600,171,1,2300,90,1,2300,87,1,2400,88,1,-1
200,6000,33,100,33,800,167,1,-4,800,168,1,800,169,1,800,170,1,800,171,1,2000,90,1,2000,87,1,2000,88,1,-1
200,6000,32,100,32,950,167,1,-4,950,168,1,950,169,1,950,170,1,1200,171,1,1600,90,1,1700,87,1,1700,88,1,-1
250,7500,150,99,31,1900,167,1,-4,1900,168,1,1900,169,1,1900,170,1,2400,171,1,-1
250,7500,150,100,150,1900,167,1,-4,1900,168,1,1900,169,1,1900,170,1,2400,171,1,-1
250,7500,150,99,33,1900,167,1,-4,1900,168,1,1900,169,1,1900,170,1,2400,171,1,-1
250,7500,150,99,30,1900,167,1,-4,1900,168,1,1900,169,1,1900,170,1,2400,171,1,-1
250,7500,150,100,150,1900,167,1,-4,1900,168,1,1900,169,1,1900,170,1,2400,171,1,-1
250,7500,150,99,31,1900,167,1,-4,1900,168,1,1900,169,1,1900,170,1,2400,171,1,-1
250,7500,150,100,150,1870,167,1,-4,1870,168,1,1870,169,1,1870,170,1,2520,171,1,-1
250,7500,150,99,30,1870,167,1,-4,1870,168,1,1870,169,1,1870,170,1,2520,171,1,-1
250,7500,150,99,33,1870,167,1,-4,1870,168,1,1870,169,1,1870,170,1,2520,171,1,-1
250,7500,150,99,31,1870,167,1,-4,1870,168,1,1870,169,1,1870,170,1,2520,171,1,-1
250,7500,150,100,150,1870,167,1,-4,1870,168,1,1870,169,1,1870,170,1,2520,171,1,-1
250,7500,150,99,33,1870,167,1,-4,1870,168,1,1870,169,1,1870,170,1,2520,171,1,-1
250,7500,150,99,30,1620,167,1,-4,1620,168,1,1630,169,1,1630,170,1,3500,171,1,-1
250,7500,150,99,32,1620,167,1,-4,1620,168,1,1630,169,1,1630,170,1,3500,171,1,-1
250,7500,150,100,150,1620,167,1,-4,1620,168,1,1630,169,1,1630,170,1,3500,171,1,-1
250,7500,150,99,147,1,12,1,-3,-1
