14,-1,13,-1,-1,    //マップ番号 0～16,　アイテム報酬型ステージ設定(-1:OFF),　スコア報酬型ステージ設定(-1:OFF)
2,					//マップパターン 0～
30,900,3,90,33,1,1121,1,-2,-2,-2,-2,-2,-2,-2,1,6500,6,50000,5000,3,1,3500,6,10000,500,0,1,-1,		//1ステージ
60,1800,30,80,31,3,1121,1,-2,-2,-2,-2,-2,-2,-2,1,7000,5,1,5500,2,1,3500,6,40000,500,3,1,-1,		//2ステージ
80,2400,30,100,30,10,1121,1,-2,-2,-2,-2,-2,-2,-2,1,7500,11,1,5500,6,150000,3000,5,1,500,12,1,-1,		//3ステージ


//メタルスラッグディフェンス
//消費統率力			0
//クリア時の獲得XP		1
//サウンド（スタート時）	2
//サウンド ボス出現時の城体力％	3
//サウンド（ボス）		4
//アイテム入手確率		0～100%
//アイテム番号	0:スピードアップ	1:トレジャーレーダー	2:ネコボン	3:ニャンピュータ	4：おかめはちもく	5:スニャイパー
//貰える数		0
