0,1,0,0,0,0,   //城番号
3600,10,1,1,33,50,680,0,0,0,	//幅,	城体力,	生産最低F,生産最高F,	背景種類,	出現最大数,以後未使用
680,1,1,1,1,100,0,0,0,3250
635,1,150,1,1,100,5,5,0,18000
313,1,150,1,1,100,7,7,0,18000
48,1,150,1,1,100,9,9,0,1200
635,6,550,60,120,99,1,3,0,18000,0,0,1
48,12,500,45,90,99,7,9,0,1200,0,0,1
313,18,450,30,60,99,4,6,0,18000,0,0,1
635,4,350,120,240,99,1,3,0,18000,0,0,1
48,8,300,90,180,99,7,9,0,1200,0,0,1
313,12,250,60,120,99,4,6,0,18000,0,0,1
635,2,150,180,360,99,1,3,0,18000,0,0,1
48,4,100,135,270,99,7,9,0,1200,0,0,1
313,6,50,90,180,99,4,6,0,18000,0,0,1
635,1,0,300,300,99,1,3,0,18000
48,1,0,150,150,99,7,9,0,1200
313,1,0,5,10,99,0,0,1,100
23,0,13500,13500,13500,100,9,9,0,100

//敵は１ステージ最大１０種類
