18,-1,153,-1,-1,    //マップ番号 0～16,　アイテム報酬型ステージ設定(-1:OFF),　スコア報酬型ステージ設定(-1:OFF)
9,					//マップパターン 0～
100,3000,34,100,34,5,10301,1,-2,-2,-2,-2,-2,-2,-2,1,500,6,150000,-1,		//1ステージ
125,3750,34,100,34,50,10301,1,-2,-2,-2,-2,-2,-2,-2,1,500,6,250000,-1,		//2ステージ
150,4500,4,100,4,100,10301,1,-2,-2,-2,-2,-2,-2,-2,1,500,6,500000,-1,		//3ステージ
175,5250,4,100,4,1,12,1,-3,-1,		//4ステージ
200,6000,4,100,4,1,12,2,-3,-1,		//5ステージ


//まどマギコラボステージ（叛逆の物語）
//消費統率力			0
//クリア時の獲得XP		1
//サウンド（スタート時）	2
//サウンド ボス出現時の城体力％	3
//サウンド（ボス）		4
//アイテム入手確率		0～100%
//アイテム番号	0:スピードアップ	1:トレジャーレーダー	2:ネコボン	3:ニャンピュータ	4：おかめはちもく	5:スニャイパー	6:XP	11:にゃんこチケット	12：レアチケット	1000自衛隊キャラクター
//貰える数		0
