500,30,1000,30,1500,30,2000,400,2500,200,3000,200,3500,200,4000,1000,4500,1000,5000,1000,5500,1000,6000,1000,6500,1000,7000,1000,7500,1000,8000,1000
500,30,1000,30,1500,30,2000,400,2500,200,3000,200,3500,200,4000,1000,4500,1000,5000,1000,5500,1000,6000,1000,6500,1000,7000,1000,7500,1000,8000,1000
500,30,1000,30,1500,30,2000,400,2500,200,3000,200,3500,200,4000,1000,4500,1000,5000,1000,5500,1000,6000,1000,6500,1000,7000,1000,7500,1000,8000,1000
500,30,1000,30,1500,30,2000,400,2500,200,3000,200,3500,200,4000,1000,4500,1000,5000,1000,5500,1000,6000,1000,6500,1000,7000,1000,7500,1000,8000,1000
500,30,1000,30,1500,30,2000,400,2500,200,3000,200,3500,200,4000,1000,4500,1000,5000,1000,5500,1000,6000,1000,6500,1000,7000,1000,7500,1000,8000,1000
500,30,1000,30,1500,30,2000,400,2500,200,3000,200,3500,200,4000,1000,4500,1000,5000,1000,5500,1000,6000,1000,6500,1000,7000,1000,7500,1000,8000,1000
500,30,1000,30,1500,30,2000,400,2500,200,3000,200,3500,200,4000,1000,4500,1000,5000,1000,5500,1000,6000,1000,6500,1000,7000,1000,7500,1000,8000,1000
500,30,1000,30,1500,30,2000,400,2500,200,3000,200,3500,200,4000,1000,4500,1000,5000,1000,5500,1000,6000,1000,6500,1000,7000,1000,7500,1000,8000,1000
500,30,1000,30,1500,30,2000,400,2500,200,3000,200,3500,200,4000,1000,4500,1000,5000,1000,5500,1000,6000,1000,6500,1000,7000,1000,7500,1000,8000,1000
500,30,1000,30,1500,30,2000,400,2500,200,3000,200,3500,200,4000,1000,4500,1000,5000,1000,5500,1000,6000,1000,6500,1000,7000,1000,7500,1000,8000,1000

//累計消費統率力
//ドロップ確率
