35,-1,-1,4,4
1
150,4500,32,100,32,300,167,1,-4,300,168,1,700,169,1,700,170,1,4000,89,1,4000,91,1,-1
150,4500,33,99,31,450,167,1,-4,450,168,1,1050,169,1,1050,170,1,3500,89,1,3500,91,1,-1
150,4500,30,100,30,600,167,1,-4,600,168,1,1400,169,1,1400,170,1,3000,89,1,3000,91,1,-1
150,4500,3,99,31,1250,167,1,-4,1250,168,1,1650,169,1,1650,170,1,2100,89,1,2100,91,1,-1
200,6000,149,100,149,1500,167,1,-4,1500,168,1,3500,169,1,3500,170,1,-1
200,6000,149,100,149,1500,167,1,-4,1500,168,1,3500,169,1,3500,170,1,-1
200,6000,149,99,33,1500,167,1,-4,1500,168,1,3500,169,1,3500,170,1,-1
200,6000,149,99,30,1500,167,1,-4,1500,168,1,3500,169,1,3500,170,1,-1
200,6000,149,100,149,1500,167,1,-4,1500,168,1,3500,169,1,3500,170,1,-1
200,6000,149,100,149,1500,167,1,-4,1500,168,1,3500,169,1,3500,170,1,-1
250,7500,149,100,149,1650,167,1,-4,1650,168,1,2350,169,1,2350,170,1,750,169,2,750,170,2,500,171,1,-1
250,7500,149,100,149,1650,167,1,-4,1650,168,1,2350,169,1,2350,170,1,750,169,2,750,170,2,500,171,1,-1
250,7500,149,99,31,1650,167,1,-4,1650,168,1,2350,169,1,2350,170,1,750,169,2,750,170,2,500,171,1,-1
250,7500,149,100,149,1650,167,1,-4,1650,168,1,2350,169,1,2350,170,1,750,169,2,750,170,2,500,171,1,-1
250,7500,149,100,149,1650,167,1,-4,1650,168,1,2350,169,1,2350,170,1,750,169,2,750,170,2,500,171,1,-1
250,7500,149,99,33,1650,167,1,-4,1650,168,1,2350,169,1,2350,170,1,750,169,2,750,170,2,500,171,1,-1
250,7500,149,100,149,160,167,1,-4,160,168,1,25,169,1,25,170,1,290,169,2,290,170,2,50,171,1,-1
250,7500,149,99,33,160,167,1,-4,160,168,1,25,169,1,25,170,1,290,169,2,290,170,2,50,171,1,-1
250,7500,149,99,31,160,167,1,-4,160,168,1,25,169,1,25,170,1,290,169,2,290,170,2,50,171,1,-1
250,7500,149,100,149,1,12,1,-3,-1
