0,-1,0,0,1,0,2,0,3,0,4,0,5,0,-1
1,-1,0,1,1,1,2,1,3,1,4,1,4,0,-1
2,-1,13,0,12,0,-1,-1,-1,-1,-1,-1,6,0,-1
3,-1,37,0,147,0,-1,-1,-1,-1,-1,-1,17,0,-1
4,-1,51,1,6,1,-1,-1,-1,-1,-1,-1,10,0,-1
5,-1,19,0,148,0,-1,-1,-1,-1,-1,-1,3,0,-1
6,-1,55,1,198,1,-1,-1,-1,-1,-1,-1,20,0,-1
7,-1,56,0,39,0,-1,-1,-1,-1,-1,-1,7,0,-1
8,-1,50,1,30,1,-1,-1,-1,-1,-1,-1,18,0,-1
9,-1,48,1,31,1,18,1,-1,-1,-1,-1,0,0,-1
10,-1,153,0,39,0,-1,-1,-1,-1,-1,-1,3,1,-1
11,-1,51,0,52,0,55,0,-1,-1,-1,-1,7,0,-1
12,-1,18,0,21,0,20,0,61,0,-1,-1,0,0,-1
13,-1,153,0,33,1,127,1,-1,-1,-1,-1,0,0,-1
14,-1,6,2,199,1,-1,-1,-1,-1,-1,-1,4,0,-1
15,-1,56,1,5,0,-1,-1,-1,-1,-1,-1,7,0,-1
16,-1,150,1,149,0,-1,-1,-1,-1,-1,-1,9,0,-1
17,-1,24,1,37,1,20,1,85,1,-1,-1,12,0,-1
18,-1,50,1,198,0,-1,-1,-1,-1,-1,-1,20,0,-1
19,-1,13,1,2,0,72,1,-1,-1,-1,-1,0,0,-1
20,-1,14,1,39,0,-1,-1,-1,-1,-1,-1,10,0,-1
21,-1,1,0,169,1,-1,-1,-1,-1,-1,-1,17,0,-1
22,-1,16,0,131,0,-1,-1,-1,-1,-1,-1,0,0,-1
23,-1,17,1,158,1,-1,-1,-1,-1,-1,-1,2,0,-1
24,-1,35,1,49,1,-1,-1,-1,-1,-1,-1,7,0,-1
25,-1,48,1,124,1,-1,-1,-1,-1,-1,-1,5,1,-1
26,-1,37,0,146,0,-1,-1,-1,-1,-1,-1,5,0,-1
27,-1,56,0,145,0,-1,-1,-1,-1,-1,-1,7,0,-1
28,-1,123,1,15,0,-1,-1,-1,-1,-1,-1,4,0,-1
29,-1,129,1,49,0,-1,-1,-1,-1,-1,-1,12,0,-1
30,-1,41,1,16,1,131,1,-1,-1,-1,-1,5,1,-1
31,-1,72,1,127,0,-1,-1,-1,-1,-1,-1,16,0,-1
32,-1,75,1,38,1,-1,-1,-1,-1,-1,-1,17,1,-1
33,-1,146,1,37,1,-1,-1,-1,-1,-1,-1,17,0,-1
34,-1,3,1,9,0,-1,-1,-1,-1,-1,-1,3,1,-1
35,-1,138,1,38,1,-1,-1,-1,-1,-1,-1,3,2,-1
36,-1,194,0,195,0,196,0,-1,-1,-1,-1,7,1,-1
37,-1,194,1,195,1,196,1,-1,-1,-1,-1,12,1,-1
38,-1,105,1,106,1,107,1,-1,-1,-1,-1,5,1,-1
39,-1,4,0,145,1,-1,-1,-1,-1,-1,-1,2,0,-1
100,-1,103,1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,-1
101,-1,195,1,43,1,87,1,-1,-1,-1,-1,4,1,-1
102,-1,0,2,1,2,2,2,3,2,4,2,7,1,-1
103,-1,37,0,88,0,-1,-1,-1,-1,-1,-1,9,0,-1
104,-1,151,1,76,1,106,1,-1,-1,-1,-1,5,2,-1
105,-1,158,1,125,1,-1,-1,-1,-1,-1,-1,10,1,-1
106,-1,197,1,5,1,-1,-1,-1,-1,-1,-1,4,0,-1
107,-1,3,1,94,1,-1,-1,-1,-1,-1,-1,17,0,-1
108,-1,148,1,60,1,-1,-1,-1,-1,-1,-1,16,0,-1
109,-1,6,1,51,1,97,1,-1,-1,-1,-1,1,0,-1
110,-1,6,0,97,0,74,0,-1,-1,-1,-1,18,0,-1
111,-1,60,0,88,0,78,0,126,0,154,0,1,1,-1
112,-1,91,0,92,0,93,0,94,0,95,0,5,2,-1
113,-1,0,2,98,1,-1,-1,-1,-1,-1,-1,17,0,-1
114,-1,5,1,96,1,-1,-1,-1,-1,-1,-1,15,0,-1
115,-1,78,1,81,1,-1,-1,-1,-1,-1,-1,18,0,-1
116,-1,3,2,9,2,-1,-1,-1,-1,-1,-1,21,0,-1
117,-1,75,1,76,1,-1,-1,-1,-1,-1,-1,15,0,-1
118,-1,0,1,129,1,200,1,91,1,-1,-1,16,1,-1
119,-1,11,0,145,1,78,1,61,1,40,1,7,2,-1
120,-1,123,1,88,1,-1,-1,-1,-1,-1,-1,5,1,-1
121,-1,52,1,126,1,-1,-1,-1,-1,-1,-1,5,0,-1
122,-1,32,1,125,1,-1,-1,-1,-1,-1,-1,4,0,-1
123,-1,7,2,42,1,-1,-1,-1,-1,-1,-1,19,0,-1
124,-1,134,0,135,0,136,0,137,0,138,0,14,2,-1
125,-1,134,1,135,1,136,1,137,1,138,1,19,2,-1
126,-1,34,0,168,0,169,0,170,0,171,0,1,2,-1
127,-1,87,1,86,1,84,1,85,1,83,1,11,1,-1
128,-1,42,1,43,1,44,1,57,1,59,1,12,2,-1
129,-1,73,1,72,1,71,1,-1,-1,-1,-1,16,1,-1
1000,-1,152,0,81,0,-1,-1,-1,-1,-1,-1,15,0,-1
1001,-1,33,0,79,0,-1,-1,-1,-1,-1,-1,14,0,-1
1002,-1,128,0,70,1,-1,-1,-1,-1,-1,-1,19,0,-1
200,-1,91,1,92,1,93,1,94,1,95,1,11,0,-1
201,-1,2,2,13,2,-1,-1,-1,-1,-1,-1,20,1,-1
202,-1,3,0,94,0,176,1,-1,-1,-1,-1,19,1,-1
203,-1,70,0,122,1,-1,-1,-1,-1,-1,-1,4,0,-1
204,-1,100,0,104,0,109,0,-1,-1,-1,-1,14,1,-1
205,-1,41,0,40,1,-1,-1,-1,-1,-1,-1,15,0,-1
206,-1,32,1,80,1,-1,-1,-1,-1,-1,-1,17,0,-1
207,-1,72,1,79,0,-1,-1,-1,-1,-1,-1,16,0,-1
208,-1,74,1,61,0,-1,-1,-1,-1,-1,-1,5,1,-1
209,-1,19,0,128,0,33,1,153,1,-1,-1,9,1,-1
210,-1,44,1,80,0,-1,-1,-1,-1,-1,-1,12,0,-1
211,-1,126,1,152,1,-1,-1,-1,-1,-1,-1,18,0,-1
212,-1,100,1,36,1,-1,-1,-1,-1,-1,-1,1,0,-1
213,-1,80,1,49,1,-1,-1,-1,-1,-1,-1,4,0,-1
214,-1,17,0,104,0,-1,-1,-1,-1,-1,-1,2,0,-1
215,-1,4,1,169,1,-1,-1,-1,-1,-1,-1,4,1,-1
216,-1,22,1,32,0,10,2,-1,-1,-1,-1,1,0,-1
217,-1,143,1,79,1,-1,-1,-1,-1,-1,-1,20,1,-1
218,-1,34,1,168,1,169,1,170,1,171,1,0,2,-1
219,-1,147,0,37,0,154,0,146,0,127,0,0,1,-1
40,-1,237,1,-1,-1,-1,-1,-1,-1,-1,-1,13,0,-1
41,-1,239,1,-1,-1,-1,-1,-1,-1,-1,-1,17,0,-1
42,-1,238,1,-1,-1,-1,-1,-1,-1,-1,-1,4,0,-1
43,-1,83,1,177,1,-1,-1,-1,-1,-1,-1,1,0,-1
44,-1,203,0,39,0,-1,-1,-1,-1,-1,-1,20,0,-1
45,-1,212,0,134,1,-1,-1,-1,-1,-1,-1,2,0,-1
46,-1,212,1,226,1,-1,-1,-1,-1,-1,-1,12,0,-1
47,-1,226,0,126,1,-1,-1,-1,-1,-1,-1,3,1,-1
48,-1,257,1,258,1,259,1,-1,-1,-1,-1,5,2,-1
49,-1,259,1,56,1,-1,-1,-1,-1,-1,-1,15,0,-1
50,-1,258,1,159,1,-1,-1,-1,-1,-1,-1,5,0,-1
300,-1,237,0,238,0,239,0,-1,-1,-1,-1,7,0,-1
301,-1,37,1,212,0,-1,-1,-1,-1,-1,-1,18,0,-1
302,-1,15,2,172,0,-1,-1,-1,-1,-1,-1,18,0,-1
303,-1,240,1,7,2,51,1,-1,-1,-1,-1,21,1,-1
304,-1,10,0,132,0,-1,-1,-1,-1,-1,-1,19,0,-1
305,-1,109,1,7,2,4,2,-1,-1,-1,-1,1,0,-1
306,-1,59,0,172,0,46,1,-1,-1,-1,-1,1,0,-1
307,-1,100,0,150,0,-1,-1,-1,-1,-1,-1,10,1,-1
308,-1,4,0,95,0,148,0,-1,-1,-1,-1,5,1,-1
309,-1,129,0,200,0,60,0,-1,-1,-1,-1,9,1,-1
310,-1,19,2,143,1,198,1,8,2,56,1,11,1,-1
311,-1,143,1,159,1,23,0,-1,-1,-1,-1,11,0,-1
312,-1,59,1,151,0,46,1,9,1,-1,-1,12,0,-1
313,-1,17,2,154,1,-1,-1,-1,-1,-1,-1,20,0,-1
314,-1,153,0,39,0,61,0,176,0,21,2,4,2,-1
315,-1,15,2,20,2,176,0,-1,-1,-1,-1,18,1,-1
1003,-1,23,2,51,1,-1,-1,-1,-1,-1,-1,9,0,-1
1004,-1,47,1,149,1,14,2,-1,-1,-1,-1,16,1,-1
1005,-1,5,2,8,1,55,0,-1,-1,-1,-1,6,1,-1
1006,-1,38,0,128,0,80,0,-1,-1,-1,-1,4,1,-1
1007,-1,36,0,122,0,199,0,-1,-1,-1,-1,10,2,-1
1008,-1,79,0,10,1,-1,-1,-1,-1,-1,-1,19,0,-1
0,1,0,0,1,0,2,0,3,0,4,0,4,0,-1
1,1,13,0,12,0,-1,-1,-1,-1,-1,-1,6,0,-1
2,1,51,1,6,1,-1,-1,-1,-1,-1,-1,10,0,-1
3,1,19,0,148,0,-1,-1,-1,-1,-1,-1,3,0,-1
4,1,18,0,21,0,20,0,61,0,-1,-1,0,1,-1
5,1,6,2,199,1,-1,-1,-1,-1,-1,-1,4,0,-1
6,1,56,1,5,0,-1,-1,-1,-1,-1,-1,7,0,-1
7,1,13,1,2,0,72,1,-1,-1,-1,-1,0,0,-1
8,1,14,1,39,0,-1,-1,-1,-1,-1,-1,10,0,-1
9,1,1,0,169,1,-1,-1,-1,-1,-1,-1,17,0,-1
10,1,16,0,131,0,-1,-1,-1,-1,-1,-1,0,0,-1
11,1,17,1,158,0,-1,-1,-1,-1,-1,-1,2,0,-1
