0,100
1,100
2,100
3,100
4,100
5,100
6,100
7,100
8,100
13,100
9,100
14,100
10,100
15,100
22,100
11,100
12,100
18,100
16,100
17,100
21,100
23,100
24,100
47,100
48,100
46,100
31,100
42,100
41,100
36,100
39,100
33,100
49,100
38,100
51,100
52,100
54,100
40,100
37,100
35,100
34,100
53,100
56,100
50,100
43,100
64,100
70,100
69,100
112,100
71,100
179,100
236,100
294,100
377,100
560,100
438,100
32,100
44,100
59,100
45,100
116,100
114,100
113,100
115,100
117,100
118,100
119,100
123,100
124,100
125,100
146,100
147,100
149,100
148,100
160,100
167,100
169,100
173,100
170,100
171,100
174,100
175,100
168,100
172,100
178,100
177,100
176,100
182,100
183,100
184,100
180,100
181,100
205,100
207,100
206,100
58,100
208,100
209,100
210,100
211,100
212,100
232,100
235,100
255,100
258,100
254,100
256,100
261,100
266,100
267,100
271,100
272,100
185,100
280,100
284,100
285,100
286,100
287,100
288,100
289,100
290,100
291,100
292,100
293,100
303,100
304,100
309,100
310,100
316,100
317,100
318,100
340,100
354,100
355,100
360,100
361,100
362,100
363,100
364,100
365,100
366,100
367,100
375,100
379,100
257,100
380,100
387,100
388,100
405,100
406,100
407,100
412,100
413,100
414,100
420,100
417,100
418,100
419,75
423,100
424,100
427,100
428,100
431,100
57,100
443,100
444,100
445,100
446,75
447,100
450,100
468,100
469,100
477,100
479,100
491,100
492,100
493,100
495,100
496,100
497,100
498,100
506,100
511,100
512,100
513,100
514,100
516,100
517,100
521,100
526,100
527,100
538,100
535,100
541,100
547,100
549,100
551,100
552,100
553,100
554,100
555,100
556,100
557,100
558,100
559,100
570,100
571,75
572,100
573,100
584,100
583,100
585,100
586,100
587,100
588,100
592,100
499,100
510,100
515,100
525,100
594,100
593,100
637,100
599,100
600,100
603,100
604,100
605,100
606,100
607,100
608,100
609,100
610,100
611,100
612,100
613,100
614,100
615,100
624,100
627,100
628,100
629,100
630,100
634,100
636,100
638,100
639,100
640,100
641,100
642,100
643,75
649,100
650,100
652,101
653,102
