＠|＠|＠|Évolution au niv. 10|＠|＠|Évolution au niv. 30 (max. + inclus)|＠|＠|＠|＠|＠|＠
Apparaît après L’empire des Chats, ch. 1 : Corée|＠|＠|Évolution au niv. 10|＠|＠|Évolution au niv. 30 (max. + inclus)|＠|＠|＠|＠|＠|＠
Apparaît après L’empire des Chats, ch. 1 : Chine|＠|＠|Évolution au niv. 10|＠|＠|Évolution au niv. 30 (max. + inclus)|＠|＠|＠|＠|＠|＠
Apparaît après L’empire des Chats, ch. 1 : Philippines|＠|＠|Évolution au niv. 10|＠|＠|Évolution au niv. 30 (max. + inclus)|＠|＠|＠|＠|＠|＠
Apparaît après L’empire des Chats, ch. 1 : Espagne|＠|＠|Évolution au niv. 10|＠|＠|Évolution au niv. 30 (max. + inclus)|＠|＠|＠|＠|＠|＠
Apparaît après L’empire des Chats, ch. 1 : Espagne|＠|＠|Évolution au niv. 10|＠|＠|Évolution au niv. 30 (max. + inclus)|＠|＠|＠|＠|＠|＠
Apparaît après L’empire des Chats, ch. 1 : Madagascar|＠|＠|Évolution au niv. 10|＠|＠|Évolution au niv. 30 (max. + inclus)|＠|＠|＠|＠|＠|＠
Apparaît après L’empire des Chats, ch. 1 : Égypte|＠|＠|Évolution au niv. 10|＠|＠|Évolution au niv. 30 (max. + inclus)|＠|＠|＠|＠|＠|＠
Apparaît après L’empire des Chats, ch. 1 : Italie|＠|＠|Évolution au niv. 10|＠|＠|Évolution au niv. 30 (max. + inclus)|＠|＠|＠|＠|＠|＠
Apparaît après L’empire des Chats, ch. 2 : Japon|＠|＠|Évolution au niv. 10|＠|＠|Disponible après le niveau événement d'éveil|Éveil : Chactrice|Évolution au niv. 20|＠|＠|＠|＠
Apparaît après L’empire des Chats, ch. 1 : Jamaïque|＠|＠|Évolution au niv. 10|＠|＠|Disponible après le niveau événement d'éveil|Éveil : Chat kung-fu|Évolution au niv. 20|＠|＠|＠|＠
Apparaît après L’empire des Chats, ch. 2 : Inde|＠|＠|Évolution au niv. 10|＠|＠|Disponible après le niveau événement d'éveil|Éveil : Mr.|Évolution au niv. 20|＠|＠|＠|＠
Apparaît après L’empire des Chats, ch. 1 : Danemark|＠|＠|Évolution au niv. 10|＠|＠|Disponible après le niveau événement d'éveil|Éveil : Chat bondage|Évolution au niv. 20|＠|＠|＠|＠
Apparaît après L’empire des Chats, ch. 1 : Groenland|＠|＠|Évolution au niv. 10|＠|＠|Disponible après le niveau événement d'éveil|Éveil : Chat dom|Évolution au niv. 20|＠|＠|＠|＠
Apparaît après L’empire des Chats, ch. 1 : Égypte|＠|＠|Évolution au niv. 10|＠|＠|Disponible après le niveau événement d'éveil|Éveil : Chats en boîte|Évolution au niv. 20|＠|＠|＠|＠
Apparaît après L’empire des Chats, ch. 2 : Bermudes|＠|＠|Évolution au niv. 10|＠|＠|Disponible après le niveau événement d'éveil|Éveil : Chat culotte|Évolution au niv. 20|＠|＠|＠|＠
Apparaît après L’empire des Chats, ch. 1 : Lune|＠|＠|Évolution au niv. 10|＠|＠|Une fois au niv. 30, utilise|de l'XP et des Chagrumes pour évoluer.|＠|＠|＠|＠|＠
Déblocage : 30 tampons connexion|＠|＠|Évolution au niv. 10|＠|＠|Disponible après le niveau événement d'éveil|Éveil : Chat tricycle|Évolution au niv. 20|＠|＠|＠|＠
Apparaît après L’empire des Chats, ch. 1 : Philippines|＠|＠|Évolution au niv. 10|＠|＠|Disponible après le niveau événement d'éveil|Éveil : Chat ninja|Évolution au niv. 20|＠|＠|＠|＠
Apparaît après L’empire des Chats, ch. 1 : Madagascar|＠|＠|Évolution au niv. 10|＠|＠|Disponible après le niveau événement d'éveil|Éveil : Chat zombie|Évolution au niv. 20|＠|＠|＠|＠
Apparaît après L’empire des Chats, ch. 1 : Népal|＠|＠|Évolution au niv. 10|＠|＠|Disponible après le niveau événement d'éveil|Éveil : Chamouraï|Évolution au niv. 20|＠|＠|＠|＠
Apparaît après L’empire des Chats, ch. 1 : Singapour|＠|＠|Évolution au niv. 10|＠|＠|Disponible après le niveau événement d'éveil|Éveil : Chat sumo|Évolution au niv. 20|＠|＠|＠|＠
Apparaît après L’empire des Chats, ch. 1 : Italie|＠|＠|Évolution au niv. 10|＠|＠|Disponible après le niveau événement d'éveil|Éveil : Chat boogie|Évolution au niv. 20|＠|＠|＠|＠
Apparaît après L’empire des Chats, ch. 2 : Grèce|＠|＠|Évolution au niv. 10|＠|＠|Disponible après le niveau événement d'éveil|Éveil : Chat jupette|Évolution au niv. 20|＠|＠|＠|＠
Apparaît après L’empire des Chats, ch. 2 : Lune|＠|＠|Évolution au niv. 10|＠|＠|Apparaît après Vers le futur, ch. 2 : Lune|Évolution au niv. 20|＠|＠|＠|＠|＠
