0|Bienvenue dans la base féline !|Ici, tu peux te préparer à la bataille|avant de passer à l’attaque !|＠|＠|＠|
1|Bienvenue dans la base féline !|Une nouvelle unité est apparue !|À obtenir dans le menu Améliorer.|＠|＠|＠|
2|Tu as soif de connaissance ?|Touche cette bulle pour afficher|d’autres conseils utiles.|＠|＠|＠|
3|Les louanges, ça fait du bien.|Surtout quand tu les mérites.|Tu les mérites si tu fais de ton mieux.|＠|＠|＠|
3|Le savoir puisé dans des BD|est quand même du savoir.|＠|＠|＠|＠|
3|Afin d'améliorer tes unités,|joue les niveaux que tu as terminés|le moins de fois.|Tu gagneras plus d’XP en retour !|Essaie, tu verras.|＠|
3|Tant qu’il y a des Chats,|il y a de l’espoir...|＠|＠|＠|＠|
3|L’ingrédient principal pour|un Chat... c’est le bonheur.|＠|＠|＠|＠|
4|Touche cette bulle pour afficher|un nouveau conseil utile.|On en apprend tous les jours !|＠|＠|＠|
5|Apprécie chaque instant !|＠|＠|＠|＠|＠|
5|Garde l’appétit.|Garde ta folie.|＠|＠|＠|＠|
5|Les Chats adorent les Miam !|Vive les Miam !|Vive les Miam !|＠|＠|＠|
6|Pour réaliser quelque chose,|il faut imaginer et agir !|＠|＠|＠|＠|
7|Chez les Chats comme chez|les gens, ce sont les plus fous|qui rendent la vie intéressante.|＠|＠|＠|
7|Plus de Battle Cats tant que tes|devoirs ne sont pas terminés !|＠|＠|＠|＠|
7|Fais preuve de courage !|Un petit pas en avant, ça peut|parfois changer tout ton univers !|＠|＠|＠|
7|La crise crée l’opportunité !|＠|＠|＠|＠|＠|
7|Entraîne-toi au dojo sans|dépenser de Charburant !|Maîtrise la voie du Chat sans en|subir les conséquences !|＠|＠|
7|Tu entends ça ? C’est le cœur|d’un Chat qui bat en toi.|＠|＠|＠|＠|
8|Nyanko signifie Chat en japonais.|On en apprend tous les jours !|＠|＠|＠|＠|
9|Parfois, être faible est le|meilleur moyen d’être fort.|＠|＠|＠|＠|
9|Tu as le droit de pleurer.|Tu as le droit de fuir.|Tu as le droit d’être fragile.|＠|＠|＠|
9|Je veux te voir dans l’effort.|Ça booste ton attractivité.|Montre-moi ce que tu sais faire !|＠|＠|＠|
9|L’orgueil n’a pas sa place|dans les affaires de cœur.|＠|＠|＠|＠|
10|Ne te laisse pas abattre.|La vie peut être difficile.|Demain est un autre jour.|＠|＠|＠|
10|Il paraît que la technologie|est un pur produit de confort.|La technologie nous|contrôle.|＠|＠|
10|Moins on en sait, mieux on se porte.|Parfois, le mieux est simplement de|faire les choses à ta façon.|＠|＠|＠|
11|Avec un niveau plus élevé, Gamatoto|trouvera plus facilement des objets|utiles lors de ses expéditions.|＠|＠|＠|
12|Tu as du mal à avancer ?|Essaie les niv. normaux pour avoir|plus d’XP et améliorer tes unités.|(Et n’oublie pas les trésors !)|＠|＠|
13|Quand les ennemis frappent fort,|bloque-les avec des unités|défensives puissantes pour avoir|le temps de créer tes unités.|C’est la clé de la victoire !|＠|
13|Une fois tous les 36 du mois, tu peux|obtenir des bonus d’XP géants quand|le niv. Mega-Guerrilla XP apparaît !|Attention... Ne prends pas ce niveau|réservé aux experts à la légère !|＠|
13|Ces niveaux événements sont|destinés aux joueurs intermédiaires.|Assure-toi de bien maîtriser les|niveaux normaux avant de t’y frotter !|＠|＠|
14|Terminer des niveaux événements|te donne parfois des objets.|Récupères-en plein et utilise-les|pour avoir l’avantage|pendant la bataille !|＠|
