0|Welcome to the Cat Base!|Prepare yourself for battle here!|When you're ready, attack!|＠|＠|＠
1|Welcome to the Cat Base!|There is a new Cat|waiting to be upgraded!|＠|＠|＠
2|Hungry for more knowledge?|Tap this word bubble to show|another useful hint!|＠|＠|＠
3|Praise is good! Praise that|you deserve is even better!|You deserve praise if you tried!|＠|＠|＠
3|Knowledge from comics|is still knowledge!|＠|＠|＠|＠
3|When you are upgrading your Cats,|make sure you play stages with the|least number of clear counts!|These will give you best XP return!|Try it out!|＠
3|Where there are Cats,|there's hope…|＠|＠|＠|＠
3|The main ingredient|for a Cat… is happiness.|＠|＠|＠|＠
4|Tap this word bubble to show a|new bit of useful advice!|Everything is learning!|＠|＠|＠
5|Always be thankful!|＠|＠|＠|＠|＠
5|Stay hungry.|Stay foolish.|＠|＠|＠|＠
5|Cats love Cat Food!|Cheers to Cat Food!|Cheers to Cat Food!|＠|＠|＠
6|To realise anything,|you need imagination AND action|＠|＠|＠|＠
7|Whether cats or people,|it’s the weirdos who|make life interesting.|＠|＠|＠
7|No more Battle Cats until you|finish your homework!!!|＠|＠|＠|＠
7|Be brave!|Taking just one step forward|might totally change your world!|＠|＠|＠
7|Crisis is the mother of opportunity!|＠|＠|＠|＠|＠
7|Sharpen your battle skills without|using Energy in the Catclaw Dojo!|Master the Way of the Cat|without consquences!|＠|＠
7|Do you hear it? There's a Cat|in everyone's hearts.|＠|＠|＠|＠
8|Nyanko is Japanese for Cat.|Everything is learning.|＠|＠|＠|＠
9|Sometimes being weak is the|best way to be strong.|＠|＠|＠|＠
9|It's okay to cry.|It's okay to run away.|You were not made that strong.|＠|＠|＠
9|Let's see some more effort.|It makes you more attractive.|Show me what you've got!|＠|＠|＠
9|Pride means nothing when|it comes to matters of the heart.|＠|＠|＠|＠
10|Don't let yourself down.|Life is made difficult.|Tomorrow is another day.|＠|＠|＠
10|They say that technology|is a product of convenience.|We are getting cornered|by said technology.|＠|＠
10|Ignorance is bliss sometimes.|Sometimes it is better to do|your own thing.|＠|＠|＠
11|Levelling up GAMATOTO|makes it easier to find useful|items when on an Expedition!|＠|＠|＠
12|Having trouble?|Try normal stages to get some XP|and upgrade your Cats!|(Don't forget the Cat Treasures)|＠|＠
13|When enemies come hard and fast,|block them with tough defensive|Cats and give yourself time to build|up your army! This is key to victory!|＠|＠
13|Once in a blue moon, you can|get giant XP bonuses when the|XP Megablitz stage appears!|Careful though... don't take|this experts-only stage lightly!|＠
13|These Event stages|are for intermediate players.|Make sure you can clear|the normal stages before trying!|＠|＠
14|Clearing Event Stages sometimes|gives you Items! Collect lots of|items and use them to give you|the upper hand during battle!|＠|＠
14|Weekend Event Stages are the|best way to gather XP!|If you want to upgrade your Cats,|play these stages for more XP!|＠|＠
14|Have I mentioned Cat Treasures?|They're really good.|You can get a lot stronger|just collecting Cat Treasures!|＠|＠
14|Ready for action!|Cats with abilities that|DEMOLISH Red and Black enemies!|Check out the unit description|for tactical hints!|＠
14|On Timed Score stages|the faster you clear the level,|the higher your score!|The higher your score,|the better your prize!!!|＠
14|In Stories of Legend, if you clear|all the stages on the map,|you will receive a Cat Food bonus!|Only once.|＠|＠
14|Metal enemies are super hard.|I hear they're weak|against Criticals!|＠|＠|＠
14|Metal enemies are super hard.|Even heavy attacks don't work!|So, aim for numbers! More Cats!|Try using a lot of cheaper Cats|than expensive Cats!|＠
14|Still having trouble?|Try to collect all the treasures|from all the previous chapters!|＠|＠|＠
14|Sometimes you can get Cat Tickets|from stages that offer|Cat Ticket Chance!|Search online for more info|about Cat Ticket Chance Stages!|＠
14|Heard about the Insanely|tough Crazed Cats Stages?|Not for the faint of heart,|but clearing them will unlock|a Super Rare unit!|＠
14|Clear "Awakened" stages to|fight evolved versions of|Cats as strong enemies and|unlock True Forms!|＠|＠
