1|Collect all the Treasures<br>to power up your Cats!
1|Clear Chapter 2 to<br>get a cool Special unit!
1|Get Treasure from Empire<br>to fight better in the Future!
1|Conquer the planet!
2|Clear Ch. 2 and get<br>a special unit!
2|Conquer the planet!
3|Treasure's still<br>left in Chapter 2
3|Clear Chapter 3 to<br>get a Special unit!
4|Clear Ch. 3 for a<br>special gift!
4|Conquer the planet!
5|Collecting more Treasure<br>powers up your Cats!
5|Treasure from Empire<br>is useful in the Future!
5|Treasure will help in<br>Future & Legend stages!
5|Treasure's still<br>left in Empire...
6|Cats now rule<br>the World! Congrats!
6|All treasure collected!<br>Niiiiice!
7|Treasure's still<br>left in Chapter 1
8|Treasure's still<br>left in Chapter 1
9|Treasure's still<br>left in Chapter 1
10|Treasure Festival, on now!!<br>
10|Treasure Drop<br>Rate Up!
11|Treasure Festival, on now!!<br>
11|Treasure Drop<br>Rate Up!
12|Treasure Festival, on now!!<br>
12|Treasure Drop<br>Rate Up!
13|Time to invade<br>the Future!
13|The Future has lots of<br>super tough enemies!
13|Conquer the Future!
14|Treasure's still<br>left in Chapter 1
14|Collect Treasure for more<br>power in the Future!
15|Unlock new CatCombos<br>by clearing Chapter 2!
15|Treasure's still<br>left in Chapter 1
16|Clear Ch. 3 and get<br>a special unit!
16|Chapter 3 awaits!
16|Treasure's still<br>left in Chapter 2
17|Clear Ch. 3 and unlock<br>new CatCombos!
17|Gather treasure so you<br>can clear Chapter 3!
18|Treasure's still<br>left in Future...
18|Congrats on clearing Ch. 3<br>of Into the Future!!
19|Cats now rule<br>Time and Space! Congrats!
19|All treasure collected!<br>Niiiiice!
22|Limited collab stages<br>on now!|Collab stages on now!
24|Half-Energy Event!!<br>On now in Ch. 1!
24|Play stages in Ch. 1<br>for 1/2 Energy cost!
25|Half-Energy Event!!<br>On now in Ch. 2!
25|Play stages in Ch. 2<br>for 1/2 Energy cost!
26|Half-Energy Event!!<br>On now in Ch. 3!
26|Play stages in Ch. 3<br>for 1/2 Energy cost!
27|Half-Energy Event!!<br>On now in Ch. 1 + 2!
27|Stages in Ch. 1 or 2<br>cost 1/2 Energy!
28|Half-Energy Event!!<br>On now in Ch. 1 + 3!
28|Stages in Ch. 1 or 3<br>cost 1/2 Energy!
29|Half-Energy Event!!<br>On now in Ch. 2 + 3!
29|Stages in Ch. 2 or 3<br>cost 1/2 Energy!
30|Half-Energy Event!!<br>On now!
30|Half-off Energy<br>in all chapters!
31|Half-Energy Event!!<br>On now in Ch. 1!
31|Play stages in Ch. 1<br>for 1/2 Energy cost!
32|Half-Energy Event!!<br>On now in Ch. 2!
32|Play stages in Ch. 2<br>for 1/2 Energy cost!
33|Half-Energy Event!!<br>On now in Ch. 3!
33|Play stages in Ch. 3<br>for 1/2 Energy cost!
34|Half-Energy Event!!<br>On now in Ch. 1 + 2!
34|Stages in Ch. 1 or 2<br>cost 1/2 Energy!
35|Half-Energy Event!!<br>On now in Ch. 1 + 3!
35|Stages in Ch. 1 or 3<br>cost 1/2 Energy!
36|Half-Energy Event!!<br>On now in Ch. 2 + 3!
36|Stages in Ch. 2 or 3<br>cost 1/2 Energy!
37|Half-Energy Event!!<br>On now!
