Goldstrahlen (Schwierig)|Goldstrahlen (Experte)|Goldstrahlen (Irre)|＠
Blaue Illusion (Schwierig)|Blaue Illusion (Experte)|Blaue Illusion (Irre)|＠
Rote Leidenschaft (Schwierig)|Rote Leidenschaft (Experte)|Rote Leidenschaft (Irre)|＠
Lila Blitz (Schwierig)|Lila Blitz (Experte)|Lila Blitz (Irre)|＠
Grüner Neid (Schwierig)|Grüner Neid (Experte)|Grüner Neid (Irre)|＠
Stählerne Züge (Tödlich)|＠
Supereisernes Nilpferd (Experte)|＠
HDL, Eisernes Nilpferd (Schwierig)|＠
Erste Erfolge (Gnadenlos)|＠
Im Feuer gehärtet (Tödlich)|＠
Edler Geschmack (Irre)|＠
Süße XP (Einfach)|Süße XP (Normal)|Süße XP (Schwierig)|Süße XP (Veteran)|Süße XP (Experte)|Süße XP (Irre)|＠
Kein Plan A (Tödlich)|＠
Reich des Gemetzels (Tödlich)|＠
Honigtopf (Tödlich)|＠
Parade der Toten (Tödlich)|＠
N-1 Grand Prix (Tödlich)|＠
Junge Bomberin (Tödlich)|＠
Angriff des r. Zyklons (Experte)|＠
Angriff des s. Zyklons (Experte)|＠
Angriff des w. Zyklons (Experte)|＠
Nahender Sog (Experte)|＠
Attack on Titan (Irre)|＠
Wachsendes schwarzes Loch (Irre)|＠
Dunkle Seelen (Irre)|＠
Perfekte Verteidigung (Irre)|＠
Berserker (Irre)|＠
Festtagsstelzen (Irre)|＠
Kopfschütteln (Irre)|＠
Katze in den Wolken (Irre)|＠
Fischhölle (Irre)|＠
Säugetiere? (Irre)|＠
Verrückte Katzen (Irre)|＠
Pusteplanet (Gnadenlos)|＠
in JAPAN|in LONDON|in NEW YORK|＠
Nahender Sturm (Irre)|＠
Unheiliger Sturm (Irre)|＠
Charybdis' Maul (Gnadenlos)|＠
Höllenzorn (Tödlich)|＠
Folge dem Fluss (Gnadenlos)|＠
Todesfalke (Tödlich)|＠
Vulkanisator (Tödlich)|＠
Ungerechter Krieg (Tödlich)|＠
Muskelparty (Tödlich)|＠
Viele Löwen (Tödlich)|＠
Waldkreaturen (Tödlich)|＠
Ogerinsel (Tödlich)|＠
Drakonisch (Tödlich)|＠
Katzenbewohner (Tödlich)|＠
Offenes Wurmloch (Tödlich)|＠
Versuchung des Teufelchens|Versuchung des Dämonen|Versuchung des Erzdämonen|＠
Murmeln der Aku (Irre)|Murmeln der Aku (Tödlich)|Flüstern der Aku (Tödlich)|Flüstern der Aku (Gnadenlos)	|＠
