14,231,-1,-1,-1,    //マップ番号 0～16,　アイテム報酬型ステージ設定(-1:OFF),　スコア報酬型ステージ設定(-1:OFF)
6,					//マップパターン 0～
100,1900,3,99,33,100,6,15000,1,25,6,15000,-1,         //1ステージ
120,2280,3,99,32,100,6,50000,1,25,6,50000,-1,         //2ステージ
150,2850,31,100,31,100,6,100000,1,25,6,100000,-1,     //3ステージ
180,3420,3,99,31,100,6,200000,1,25,6,200000,-1,       //4ステージ
250,4750,30,99,33,100,6,500000,1,25,6,500000,-1,      //5ステージ


//「13日は何曜日」
//消費統率力			0
//クリア時の獲得XP		1
//サウンド（スタート時）	2
//サウンド ボス出現時の城体力％	3
//サウンド（ボス）		4
//アイテム入手確率		0～100%
//アイテム番号	0:スピードアップ	1:トレジャーレーダー	2:ネコボン	3:ニャンピュータ	4：おかめはちもく	5:スニャイパー	6:XP	11:にゃんこチケット	12：レアチケット
