|은(는)|에서|을(를) 획득했다!|＠|												//探検ログ：アタリテキスト
잠깐 탐험 【1시간】|＠|												//探険コース【1時間】名
적당히 탐험 【3시간】|＠|												//探険コース【3時間】名
천천히 탐험 【6시간】|＠|												//探険コース【6時間】名
|으로 출발합니다|＠|											//探険コース選択時のポップアップ
가마토토 탐험대에 입대한 것을 축하해!|여기서는 「모험 냥코 가마토토」를|탐험 시켜 여러가지 아이템을 획득 가능하다냥!|＠|	//チュートリアルポップアップ1：ガマトト画面に初遷移時
「옷 바꾸기」가 추가되었습니다!|가마토토의 장비를 변경할 수 있습니다|※장비변경에 따른 효과 업은 없습니다|＠|														//チュートリアルポップアップ2：ガマトト画面に初遷移時（撤廃のため空ダミー）
가마토토를 탭하여|탐험 지역을 선택하자!|＠|									//チュートリアルポップアップ3：ガマトト画面に初遷移時
「정렬」이 추가되었습니다!|냥코대원을 정렬시킬 수 있습니다|＠|														//チュートリアルポップアップ4：初エリア選択画面時（撤廃のため空ダミー）
＠|＠|＠|														//チュートリアルポップアップ5：初エリア選択画面時（撤廃のため空ダミー）
＠|＠|＠|														//チュートリアルポップアップ6：初エリア選択画面時（撤廃のため空ダミー）
가마토토를 탭하여|탐험 결과를 확인하자!|＠|										//チュートリアルポップアップ7：初帰還画面時
|을 사용하겠습니까?|탐험시간이 %d시간 단축됩니다|＠|									//探索中　：ネコビタン使用時
탐험종료!|탐험 P를 획득!|＠|＠|													//帰還画面：探検成功時
탐험 대성공!|탐험 P획득량이 1.5배!|＠|＠|													//帰還画面：探検大成功時
레벨 업!|가마토토의 레벨이 %d이(가) 되었다|＠|										//帰還画面：レベルアップ時
탐험을 중단하고 귀환하겠습니까?|※중단 시 보수를 얻을 수 없습니다|＠|							//探険中　：強制帰還時
고양이 드링크가 부족합니다|아이템 샵에서 구입하겠습니까?|＠|							//探険中　：ネコビタンが不足時（アイテムショップ誘導）
아이템 발견!|「|」 획득!!|＠|											//帰還画面：探検ログ中のアイテム獲得時
탐험시간이 |시간 단축되었습니다!|＠|											//探検中　：ネコビタン使用後
가마토토가 탐험에서 돌아왔을 때|PUSH로 알려드립니다|※냥코성 개발 완료 시에도 PUSH로 알려드립니다|＠|								//チュートリアルポップアップ5-1：探険終了通知を押したときのポップアップ
가마토토는|로부터 귀환하였습니다|＠|											//帰還画面：探検ログ終了時の決まりセリフ
새로운 지역이 해방되었습니다!|＠|											//帰還画面：エリア解放
레벨 업!|가마토토가 레벨 %d이(가) 되어|새 장비를 몸에 장착했다|＠|							//帰還画面：レベルアップ+ガマトト装備変更時
냥코대원의 정원이 가득 찼습니다.|대원과 헤어져 주세요.|＠|							//探索選択択画面：隊員が上限をオーバーした時
%s 대원과 헤어집니다.|괜찮겠습니까?|＠|						//隊員画面：脱退ボタンを押した後
%s을(를) 발견했습니다!|＠|												//帰還画面：隊員加入時
【%s】|＠|														//にゃんこ隊員：レア度表示用括弧
대원 수|%d||＠|														//にゃんこ隊員：現在のにゃんこ隊員数
%s획득! (%d →|개|)|＠|												//結果画面：探検で取得した数、探検前所持個数→探検後所持個数、表示時
고양이 통조림을 발견했다냥!|광고를 시청하면 얻을 수 있다냥!|발굴할까요?|＠|						//基本画面：広告用ネコカンアイコンタップ時
%s 대원을 오토토 개발대의 조수로|채용하시겠습니까?|＠|						//隊員画面：脱退画面にて「はい」を押した後
냥코성 개발 조수의 정원이 가득 차서|헤어져야 합니다|괜찮겠습니까?|＠|				//隊員画面：脱退画面にて「はい」を押した後助手定員時
레전드 대원 해방!|전설의 대원이 출현하게 되었습니다|＠|								//にゃんこ隊員：レジェンド隊員解放
