		0	22	777	300	0

		0	22	300	
0		2	
0		3	50	
0		4	
0		5	
0		6	
0		7	
0		8	
0		9	
0		10	
0		11	
0		12	
0		13	
0		14	
16		100	
0		3	
0		101	
0		102	150	
0		103	
0		104	
0		105	
0		106	
0		107	
0		108	
0		109	
0		110	
0		111	
0		112	
0		113	160	
0		114	
0		115	
0		116	
0		117	
16		200	
0		103	
0		114	
0		201	
0		202	
0		203	
0		204	
0		205	
0		206	
0		207	
0		208	
0		209	
0		210	
0		211	
0		212	250	
0		213	
0		214	
0		215	
16		300	
0		212	
0		301	
0		302	350	
0		303	
0		304	
0		305	
0		306	
0		307	
0		308	
0		309	
0		310	
0		311	
0		312	
0		313	
0		314	
0		315	
0		316	
0		-2	
0		351	
0		303	
