Cristallo acquatico|Gli attacchi contro gli alieni|sono molto più potenti!|
Cristallo al plasma|Gli attacchi contro gli alieni|sono molto più potenti!|
Tavoletta antica|Le difese della Base felina|sono aumentate.|
Forza misteriosa|Il tempo di ricarica del cannone felino|è diminuito!|
Energia cosmica|Gli attacchi del cannone felino|sono più potenti!|
Frutto del Vuoto|Le abilità usate sui nemici neri|sono più efficaci!|
Frutto del sangue|Le abilità usate sui nemici rossi|sono più efficaci!|
Frutto del cielo|Le abilità usate sui nemici fluttuanti|sono più efficaci!|
Frutto paradisiaco|Le abilità usate sui nemici angelici|sono più efficaci!|
Macchina del tempo|La velocità di recupero dell'energia|è aumentata!|
Tecnologia futura|L'energia massima totale|è aumentata!|
? ? ?|Tutti i tesori necessari non sono|stati ancora raccolti.|
? ? ?|Ottieni tutti i tesori per aumentare|la potenza d'attacco vs gli alieni!|
? ? ?|Ottieni tutti i tesori per aumentare|la potenza d'attacco vs gli alieni!|
? ? ?|Ottieni tutti i tesori per aumentare|le difese della Base felina!|
? ? ?|Ottieni tutti i tesori per accelerare|il tempo di ricarica del cannone!|
? ? ?|Ottieni tutti i tesori per aumentare|la potenza d'attacco del cannone!|
? ? ?|Con tutti i tesori aumenti l'effetto|degli attacchi speciali vs i nemici neri!|
? ? ?|Con tutti i tesori aumenti l'effetto|degli attacchi speciali vs i rossi!|
? ? ?|Con tutti i tesori aumenti l'effetto|degli att. speciali vs i fluttuanti!|
? ? ?|Con tutti i tesori aumenti l'effetto|degli att. speciali vs gli angelici!|
? ? ?|Ottieni tutti i tesori per accelerare|il tempo di recupero dell'energia!|
? ? ?|Ottieni tutti i tesori per aumentare|l'energia massima!|
