			0	22	777	300	0
		미안하다냥. 일이 생겨서...<br>다음에 또 이야기하자냥!<br>너무 아쉬워하지 말라냥!<br>대신 이걸 선물하겠다냥!	0	22	300		
1	0	냥코대전쟁 추석 기념<br><flash>냥코 토크</flash><br>시작이다냥~!	2				
2	0	냥코의 부탁을<br>들어주겠냐냥?<br>부탁을 들어주면<br><flash>고양이 통조림</flash>을 선물한다냥!	3	50			
3	0	진짜다냥!?<br>정말 고맙다냥~	4				
4	0	지금 냥코 군단은<br>모두와 강강술래를 하려고<br>준비 중이다냥! 	5				
5	0	그치만 지금은<br>냥코 밖에 없으니까<br>강강술래를<br>할 수가 없다냥~	6				
6	0	모두의 손을 잡고 돌려면<br>친구가 많이 필요하다냥!	7				
7	0	그리고 냥코대전쟁을<br>같이 플레이해 줄 친구도<br>모집하고 있다냥!	8				
8	0	아직 플레이한 적이 없거나<br>그만둔 친구가 있다면<br>초대해달라냥!	9				
9	0	초대해주겠냐냥?	10	51			
10	0	고맙다냥!<br>많이 초대해주면<br>정말 기쁠 거다냥!	11				
11	0	가족을<br>초대해도<br>좋다냥!	12				
12	0	냥코랑 약속한 거다냥~<br>친구들을 많이 초대해서<br>큰 동그라미를 만들자냥~!	13				
13	0	보답으로 고양이 통조림도<br>준비해 놓을 테니까<br>내일도 또 이야기 나누자냥!	14				
14	16	그럼 내일 다시<br>만나자냥~	100				
50	0	한평생 꿈꿔왔던 일이다냥...<br>착한 너라면 꼭 부탁을 들어줄 거다냥~	4				
51	0	너무하다냥...<br>다시 부탁하겠다냥	8				
100	0	다시 와줘서 기쁘다냥!<br>친구는 초대했을까냥?	101	150			
101	0	정말이다냥?<br>너에게 부탁해서 다행이다냥~	102				
102	0	이 기세로<br>더 많은 친구를 초대해달라냥!	103				
103	0	약속을 지켜준 보답으로<br>고양이 통조림을<br>선물한다냥!	104				
104	0	짠~!<br>고양이 통조림이다냥!	105				
105	0	・・・	106				
106	0	・・・・・	107				
107	0	냥? 이건 통조림이 아니다냥<br>큰 쌀가마니다냥...	108				
108	0	통조림이랑 착각했다냥!<br>어쩐지 너무 무거웠다냥!	109				
109	0	미안하다냥~<br>통조림은 집에<br>놓고 왔다냥	110				
110	0	너무 슬퍼하지 말아달라냥...<br>내일은 꼭<br>가져오겠다냥~!	111				
111	0	절대로 잊어버리지 않도록<br>집에 돌아가는 길 내내<br>통조림..통조림...<br>1000번 말하겠다냥!	112				
112	0	안심하라냥!<br>다시는 잊어버리는 일<br>없을 거다냥!	113				
113	0	아, 쌀을 가져온 김에<br>송편을 만들어서<br>모두와 나눠 먹고 싶다냥	114				
114	0	모두들 분명<br>배가 고플 거다냥.<br>빨리 만들겠다냥!	115				
115	0	더 많은 친구를 초대해주면<br>정말 기쁠 거다냥~	116				
116	16	그럼<br>내일 또 보자냥!	200				
150	0	냥~<br>친구 초대<br>부탁한다냥~	151				
