0|도전하기 위해서는|이 전의 맵을|클리어해야 합니다|
1|도전하기 위해서는|세계편 제1장을|클리어해야 합니다|
2|도전하기 위해서는|세계편 제2장을|클리어해야 합니다|
3|도전하기 위해서는|세계편 제3장을|클리어해야 합니다|
4|도전하기 위해서는|미래편 제1장을|클리어해야 합니다|
5|도전하기 위해서는|미래편 제2장을|클리어해야 합니다|
6|도전하기 위해서는|미래편 제3장을|클리어해야 합니다|
7|도전하기 위해서는|우주편 제1장을|클리어해야 합니다|
8|도전하기 위해서는|우주편 제2장을|클리어해야 합니다|
9|도전하기 위해서는|우주편 제3장을|클리어해야 합니다|
19|도전하기 위해서는|광란 스테이지(9종류)를|모두 클리어해야 합니다|
20|도전하기 위해서는|레전드 스토리를|모두 클리어해야 합니다|
21|도전하기 위해서는,New Challenger 스테이지를,4개 클리어해야 합니다.
25|도전하기 위해서는|유저 랭크가 1600이상|이어야 합니다.|
26|도전하기 위해서는|3월, 4월 ,5월 이벤트의 맵 3개를|모두 클리어해야 합니다|
27|도전하기 위해서는|6월, 7월, 8월 이벤트의 맵 3개를|모두 클리어해야 합니다|
28|도전하기 위해서는|9월, 10월, 11월 이벤트의 맵 3개를|모두 클리어해야 합니다|
29|도전하기 위해서는|12월, 1월, 2월 이벤트의 맵 3개를|모두 클리어해야 합니다|
63|도전하기 위해서는|제4, 제6, 제9, 제10사도 스테이지를|모두 클리어해야 합니다|
64|도전하기 위해서는|단죄천사 쿠오리넬 강림과 지옥문을|모두 클리어해야 합니다|
65|도전하기 위해서는|여왕의 비행과 죽은 뚱땡이 강림을|모두 클리어해야 합니다|
66|도전하기 위해서는|치와와 백작 강림과 밤은 짧아 꿈꿔 아가씨야를|모두 클리어해야 합니다|
68|도전하기 위해서는|비틀어진 시공간, 고양이들의 해방 2개 맵을 |모두 클리어해야 합니다|
70|도전하기 위해서는|마계편의 마계 화산을 |모두 클리어해야 합니다|
71|도전하기 위해서는|죽은 뚱땡이 강림과 블루 임팩트를|모두 클리어해야 합니다|
72|도전하기 위해서는|여왕의 비행과 밤은 짧아 꿈꿔 아가씨야를|모두 클리어해야 합니다|
73|도전하기 위해서는|단죄천사 쿠오리넬 강림과 치와와 백작 강림을|모두 클리어해야 합니다|
108|도전하기 위해서는|가푸라 밀림을 |모두 클리어해야 합니다|
109|도전하기 위해서는|비시니 사막을|모두 클리어해야 합니다|
110|도전하기 위해서는|제5장 결전! 멍뭉성!의|스테이지 1을 클리어해야 합니다|
111|도전하기 위해서는|멍뭉 왕국의 이변의|스테이지 5를 클리어해야 합니다|
113|도전하기 위해서는|나락문과 첫 심부름을|모두 클리어해야 합니다|
114|도전하기 위해서는|기라성 페로 강림과 사령요정 쿠오리넴 강림을|모두 클리어해야 합니다|
115|도전하기 위해서는|왕비의 비행과 성자 뚱땡이 강림을|모두 클리어해야 합니다|
120||||
122||||
123||||
124|도전하기 위해서는|고양이의 여름 방학 파라다이스의|스테이지 1을 클리어해야 합니다.|
100000|도전하기 위해서는|전설의 시작을|모두 클리어해야 합니다|
100001|도전하기 위해서는|정열의 나라를|모두 클리어해야 합니다|
100002|도전하기 위해서는|글루코사민 사막을|모두 클리어해야 합니다|
100003|도전하기 위해서는|헤엄치는 고양이를|모두 클리어해야 합니다|
100004|도전하기 위해서는|캣츠아이를|모두 클리어해야 합니다|
100005|도전하기 위해서는|웨스턴 가도를|모두 클리어해야 합니다|
100006|도전하기 위해서는|참치 해역을|모두 클리어해야 합니다|
100007|도전하기 위해서는|수수께끼 섬을|모두 클리어해야 합니다|
100008|도전하기 위해서는|뿌니뿌니 종유동을|모두 클리어해야 합니다|
100009|도전하기 위해서는|볼케이노 화산을|모두 클리어해야 합니다|
100010|도전하기 위해서는|천 리 길을|모두 클리어해야 합니다|
100011|도전하기 위해서는|생선의 요새를|모두 클리어해야 합니다|
100012|도전하기 위해서는|초밥 아일랜드를|모두 클리어해야 합니다|
100013|도전하기 위해서는|고양이의 복도를|모두 클리어해야 합니다|
100014|도전하기 위해서는|파르테논신전을|모두 클리어해야 합니다|
100015|도전하기 위해서는|모두의 해수욕장을|모두 클리어해야 합니다|
100016|도전하기 위해서는|앨커트래즈 섬을|모두 클리어해야 합니다|
100017|도전하기 위해서는|탈옥터널을|모두 클리어해야 합니다|
100018|도전하기 위해서는|카포네의 감옥을|모두 클리어해야 합니다|
100019|도전하기 위해서는|실크로드를|모두 클리어해야 합니다|
100020|도전하기 위해서는|어둠의 지하도를|모두 클리어해야 합니다|
100021|도전하기 위해서는|마왕의 대저택을|모두 클리어해야 합니다|
100022|도전하기 위해서는|끝을 알리는 밤을|모두 클리어해야 합니다|
100023|도전하기 위해서는|배틀로얄을|모두 클리어해야 합니다|
100024|도전하기 위해서는|전쟁의 흔적을|모두 클리어해야 합니다|
100025|도전하기 위해서는|악한 자를|모두 클리어해야 합니다|
100026|도전하기 위해서는|마음과 몸을 잇는을|모두 클리어해야 합니다|
100027|도전하기 위해서는|취약성과 약산성을|모두 클리어해야 합니다|
100028|도전하기 위해서는|유혹된 고양이들을|모두 클리어해야 합니다|
100029|도전하기 위해서는|암흑의 코스모폴리스를|모두 클리어해야 합니다|
100030|도전하기 위해서는|갈라파고스를|모두 클리어해야 합니다|
100031|도전하기 위해서는|돌김반도를|모두 클리어해야 합니다|
100032|도전하기 위해서는|공포의 연방을|모두 클리어해야 합니다|
100033|도전하기 위해서는|망자의 땅을|모두 클리어해야 합니다|
100034|도전하기 위해서는|열도의 판데믹을|모두 클리어해야 합니다|
100035|도전하기 위해서는|찍찍랜드를|모두 클리어해야 합니다|
100036|도전하기 위해서는|할리우드 제국을|모두 클리어해야 합니다|
100037|도전하기 위해서는|2인자의 해변을|모두 클리어해야 합니다|
100038|도전하기 위해서는|운니온천을|모두 클리어해야 합니다|
100039|도전하기 위해서는|무풍 아일랜드를|모두 클리어해야 합니다|
100040|도전하기 위해서는|IT카타콤을|모두 클리어해야 합니다|
100041|도전하기 위해서는|수상한 미술관을|모두 클리어해야 합니다|
100042|도전하기 위해서는|22구역을|모두 클리어해야 합니다|
100043|도전하기 위해서는|초월 사바나를|모두 클리어해야 합니다|
100044|도전하기 위해서는|블리자드 도로를|모두 클리어해야 합니다|
100045|도전하기 위해서는|싱귤래리티 마을을|모두 클리어해야 합니다|
100046|도전하기 위해서는|마지막 대륙을|모두 클리어해야 합니다|
100047|도전하기 위해서는|전설의 끝을|모두 클리어해야 합니다|
100048|도전하기 위해서는|고대 연구소를|모두 클리어해야 합니다|
101009|도전하기 위해서는|칼퇴근의 꿈|모두 클리어해야 합니다|
101010|도전하기 위해서는|징글벨 징글벨|모두 클리어해야 합니다|
101011|도전하기 위해서는|오늘도 달린다!|모두 클리어해야 합니다|
101012|도전하기 위해서는|오컬트 축제|모두 클리어해야 합니다|
101013|도전하기 위해서는|곰 다섯마리|모두 클리어해야 합니다|
101014|도전하기 위해서는|적색 카타스트로프를|모두 클리어해야 합니다|
