0,0,0,0,0,0,   //城番号,,,,,,,,,,,,,,,
5000,1900000,1,1,204,10,0,0,0,0,,//幅,,城体力,,生産最低F,生産最高F,,背景種類,,出現最大数,以後未使用
4,3,100,20,20,100,9,9,0,4000
656,2,150,50,50,100,2,4,0,200
4,0,300,100,200,100,9,9,0,4000
656,2,500,50,50,100,2,4,0,200
54,5,700,600,700,100,2,4,0,300
589,2,700,1400,1400,100,5,8,0,100
481,1,700,1,1,100,0,0,1,100
479,1,1400,1,1,100,1,1,0,100
656,5,900,400,500,100,2,4,0,200
0,0,0,0,0,0,0,9,0,100,,,,,,,,,,,,
0,0,0,0,0,0,0,9,0,100,,,,,,,,,,,,
0,0,0,0,0,0,0,9,0,100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
//敵は１ステージ最大１０種類,,,,,,,,,,,,,,,,,,,,,
