La schermata Potenzia è stata sbloccata!|Tocca "Potenzia" alla Base felina per vederla!||Sblocca Gatti e potenziali prima della lotta!|＠|
Il menu Organizza è stato sbloccato!|Ora puoi organizzare i Gatti che vuoi|portare in battaglia.|＠||
Il menu Tesoro è stato sbloccato!|Ottieni tesori felini per attivare|i bonus tesoro felino!|＠||
La Guida ai nemici è stata sbloccata!|Ora puoi sapere tutto sui nemici|che incontri.|＠||
Il negozio ha aperto i battenti!|Ora puoi acquistare tanti|oggetti utili da usare in battaglia!|＠||
Il negozio Friskat ha aperto i battenti!|Visitalo dal menu principale!|＠|||
Dio ci ha concesso la sua potenza!|Ora puoi chiamarlo in battaglia!|＠|||
Hai sbloccato il Cercatore di Gatti!|Filtra e ispeziona tutti i|Gatti che hai preso!|＠||
GAMATOTO è stato sbloccato!|Organizza Spedizioni|in cerca di varie ricompense!|＠||
Nuovi oggetti aggiunti al negozio!|Acquista Vitamiao per ridurre la durata|della Spedizione di GAMATOTO!|＠||
Aumenta il tuo livello max!|Usa un Occhio di gatto su certi Gatti|per sbloccare i loro livelli superiori!|＠||
Rimessa miagrumi sbloccata!|Guarda i miagrumi e i semi|che hai raccolto finora!|＠||
Ora puoi condividere le tue battaglie!|Attiva Registra in automatico nel|menu Impostazioni.|La registrazione termina con la battaglia.|＠|
Ora puoi vedere le registrazioni degli altri!|Accedi alle Impostazioni dal menu del titolo,|cerca e guarda i filmati di Battle Cats.|＠||
Il Dojo miciodiale ha aperto i battenti!|Affronta la Sala degli iniziati|e metti alla prova i tuoi Gatti!|＠||
