0,伝説のはじまり
1,情熱の国
2,グルコサミン砂漠
3,猫ども海を渡る
4,見つめてキャッツアイ
5,ウエスタン街道
6,マグロ海域
7,バンブー島
8,ぷにぷに鍾乳洞
9,ボルケーノ火山
10,千里の道
11,アオ・ザ・カナ
12,軍艦島
13,つめとぎの廊下
14,パルテノン神殿
15,ずんどこ海水浴場
16,アルカトラズ島
17,脱獄トンネル
18,カポネの監獄
19,シルクロード
20,闇へと続く地下道
21,魔王の豪邸
22,終わりを告げる夜
23,バトルロワイアル
24,戦争のつめあと
25,海を汚す悪しき者
26,心と体、繋ぐもの
27,脆弱性と弱酸性
28,導かれしネコ達
29,暗黒コスモポリス
30,ガラ・パ・ゴス
31,岩海苔半島
32,恐ろし連邦
33,亡者の住まう地
34,絶島パンデミック
35,ふくろのねずみランド
36,ハリーウッド帝国
37,こしぎんちゃくの浜辺
38,雲泥温泉郷
39,風待ちアイランド
40,ITカタコンベ
41,変覧会の絵
42,エリア２２
43,超越サバンナ
44,ブリザード自動車道
45,シンギュラリティ村
46,オワーリ大陸
47,伝説のおわり
48,古代研究所
1000,月曜ステージ
1001,火曜ステージ
1002,水曜ステージ
1003,木曜ステージ
1004,金曜ステージ
1005,土日ステージ(旧)
1006,にゃんチケ★チャンス！
1007,逆襲のカバちゃん
1008,秋だよ運動会！(旧)
1009,勤労感謝スペシャル！
1010,なんとクリスマスが来た！
1011,新年、あけました！おめっ...
1012,召喚された福！
1013,雛壇の戦士達
1014,紅のカタストロフ
1015,ダークネスヘブン
1016,国士無双
1017,狂乱のネコ降臨
1018,狂乱のタンク降臨
1019,狂乱のバトル降臨
1020,狂乱のキモネコ降臨
1021,狂乱のウシ降臨
1022,狂乱のトリ降臨
1023,狂乱のフィッシュ降臨
1024,狂乱のトカゲ降臨
1025,狂乱の巨神降臨
1026,春だよ！高校教師
1027,土日ステージ
1028,ゲリラ経験値にゃ！
1029,コイの五月病
1030,禁断の花嫁
1031,だって夏じゃニャーイ！
1032,あの世からの帰省ラッシュ！
1033,月イベントオールスターズ スペシャル記念！
1034,月イベントオールスターズ ウルトラ記念！
1035,月イベントオールスターズ ミラクル記念！
1036,町でみたすごい老人
1037,韓国版☆特別ステージ
1038,秋だよ運動会！
1039,天罰
1040,バースデープレゼント！その1
1041,バースデープレゼント！その2
1042,バースデープレゼント！その3
1043,鉄子の部屋
1044,ことよろにゃ！
1045,開眼の女優襲来！
1046,開眼のカンフー襲来！
1047,開眼のMr.襲来！
