โกเมนดาว|การโจมตีต่อเอเลี่ยนติดดาว|ทรงพลังเพิ่มขึ้นมาก!|
เบริลฟีบี้|การโจมตีต่อเอเลี่ยนติดดาว|ทรงพลังเพิ่มขึ้นมาก!|
ลูนาร์ซิทรีน|การโจมตีต่อเอเลี่ยนติดดาว|ทรงพลังเพิ่มขึ้นมาก!|
บุษราคัมกานีเมเด|การโจมตีต่อเอเลี่ยนติดดาว|ทรงพลังเพิ่มขึ้นมาก!|
แอเมทิสต์คาลิสโต้|การโจมตีต่อเอเลี่ยนติดดาว|ทรงพลังเพิ่มขึ้นมาก!|
ผลไม้ไทเทเนียม|ความสามารถต้านโลหะ|เพิ่มเอฟเฟกต์มากขึ้น!|
ผลไม้ปฏิสสาร|ความสามารถต้านซอมบี้|เพิ่มเอฟเฟกต์มากขึ้น!|
ผลไม้ปริศนา|ความสามารถต้านเอเลี่ยน|เพิ่มเอฟเฟกต์มากขึ้น!|
สสารมืด|ปริมาณพลังงานรวมสูงสุด|เพิ่มขึ้น!|
นูทริโน่|XP ที่ได้รับจาก|การทำศึกเพิ่มขึ้น!|
หน้ากากปริศนา|เอฟเฟกต์แปลกประหลาดจะเปิดใช้งาน|เมื่อเคลียร์บทที่ 1 แล้ว!|
???|สมบัติที่ต้องใช้ทั้งหมด|ยังไม่ได้มา|
???|เก็บสมบัติเหล่านี้เพื่อเพิ่ม|พลังโจมตี vs เอเลี่ยนติดดาว|
???|เก็บสมบัติเหล่านี้เพื่อเพิ่ม|พลังโจมตี vs เอเลี่ยนติดดาว|
???|เก็บสมบัติเหล่านี้เพื่อเพิ่ม|พลังโจมตี vs เอเลี่ยนติดดาว|
???|เก็บสมบัติเหล่านี้เพื่อเพิ่ม|พลังโจมตี vs เอเลี่ยนติดดาว|
???|เก็บสมบัติเหล่านี้เพื่อเพิ่ม|พลังโจมตี vs เอเลี่ยนติดดาว|
???|เก็บสมบัติเหล่านี้เพื่อเพิ่ม|ประสิทธิภาพความสามารถ vs โลหะ|
???|เก็บสมบัติเหล่านี้เพื่อเพิ่ม|ประสิทธิภาพความสามารถ vs ซอมบี้|
???|เก็บสมบัติเหล่านี้เพื่อเพิ่ม|ประสิทธิภาพความสามารถ vs เอเลี่ยน|
???|เก็บสมบัติเหล่านี้เพื่อเพิ่ม|เพดานสูงสุดของพลังงานแมว|
???|เก็บสมบัติเหล่านี้เพื่อเพิ่ม|XP ที่ได้จากการเคลียร์ด่าน|
???|???|
