0|Empieza la Leyenda
1|Tierra de Pasión
2|Desierto de Glucosamina
3|Gatos Nadadores
4|Terreno Escabroso
5|Calle del Oeste
6|Mar de Atún
7|Isla de Bambú
8|Cueva Blandita
9|Volcán Volkanos
10|Gatistoria Interminable
11|Castillo de Peces
12|Isla de Sushi
13|El Rascador
14|Partenón
15|Playa con Marea Baja
16|Alcatraz
17|Fuga de Prisión
18|Cárcel de Capone
19|Ruta de la Seda
20|Escalera a la Oscuridad
21|Príncipe de las Sombras
22|Noche sin Salida
23|Batalla Campal
24|Cicatrices de Guerra
25|Contaminación del Mar
26|Cuerpo y Alma
27|Ácido Leve y Ligero
28|Gatos Intrépidos
29|Cosmópolis Sombría
30|Galapagótico
31|Cabo Kombu
32|Eje del Mal
33|Arrabal de los Muertos
34|Islas en Cuarentena
35|Ratonlandia
36|Paseo de la Fama
37|Costa Carterista
38|Termas del Terror
39|Isla sin Viento
40|Gruta de Comunicaciones
41|Galería Grotesca
42|Área 22
43|Allende la Sabana
44|Avenida Ventisca
45|Villa Singularidad
46|Confines del Mundo
47|El Final de la Leyenda
48|Laboratorio de Reliquias
1000|Fase del Lunes
1001|Fase del Martes
1002|Fase del Miércoles
1003|Fase del Jueves
1004|Fase del Viernes
1005|Fase del Finde
1006|¡Probabilidad de tique!
1007|¡Asedio de Hipo!
1008|Otoño: Día Deportivo
1009|Amado Trabajo
1010|La Miaurimorena
1011|¿Feliz Año Nuevo?
1012|Felicidad Ritual
1013|Osos Temerosos
1014|Catástrofe Carmesí
1015|Paraíso de Oscuridad
1016|Inigualable
1017|Gato Demente
1018|Gato Defensor Demente
1019|Gato Hachero Demente
1020|Gatilargo Demente
1021|Gato Lechero Demente
1022|Gato Pájaro Demente
1023|Piscigato Demente
1024|Gato Lagarto Demente
1025|Gato Titán Demente
1026|Profe, Es Primavera
1027|Fase del Finde
1028|Fase de XP
1029|Amor Enfermizo
1030|La Novia Prohibida
1031|¡Verano ni de Miau!
1032|Huéspedes Fantasmales
1033|Evento de las Estrellas Mensual ¡Celebración Especial!
1034|Evento de las Estrellas Mensual ¡Ultracelebración!
1035|Evento de las Estrellas Mensual ¡Celebración Milagrosa!
1036|Yayos en el Pueblo
1037|韓国版☆特別ステージ
1038|Otoño: Día Deportivo
1039|Ira de los Cielos
1040|¡Feliz aniversario! N.º 1
1041|¡Feliz aniversario! N.º 2
1042|¡Feliz aniversario! N.º 3
1043|Dulce Ironía
1044|¡Feliz 2015!
1045|Actriz, Álzate
1046|Kungfú, Álzate
1047|Sr., Álzate
1048|Bondage, Álzate
1049|Domigatriz, Álzate
1050|Caja de Gatitos, Álzate
1051|Braguitas, Álzate
1052|Triciclo, Álzate
1053|Ninja, Álzate
1054|Zombi, Álzate
1055|Samurái, Álzate
1056|Sumo, Álzate
1057|Fiebre, Álzate
1058|Faldera, Álzate
1059|¡Megabote de XP!
1060|Dulce Dolor
1061|Descenso Oscuro
1062|Descenso Oscuro II
1063|Descenso Oscuro III
1064|Descenso Oscuro ∞
1065|The Battle Cats POP!
1066|Dimensión Desesperada
1067|TWその１
1068|20 Mil Downloads Special Gift!
1069|Carnaval Mortal
1070|Evento de las Estrellas Mensual Celebración Maravillosa
1071|Minced Meet-Up
1072|Camino Sombrío
1073|Bote del Lunes
1074|Bote del Martes
1075|Bote del Miércoles
1076|Bote del Jueves
1077|Bote del Viernes
1078|Cara al Peligro
