＠|＠|＠|Muta en el nivel 10.|＠|＠|Muta en el nivel 30 (incluidos los niveles extras).|＠|＠|＠|＠|＠|＠
Al superar Corea en Imperio de los Gatos (cap. 1).|＠|＠|Muta en el nivel 10.|＠|＠|Muta en el nivel 30 (incluidos los niveles extras).|＠|＠|＠|＠|＠|＠
Al superar China en Imperio de los Gatos (cap. 1).|＠|＠|Muta en el nivel 10.|＠|＠|Muta en el nivel 30 (incluidos los niveles extras).|＠|＠|＠|＠|＠|＠
Al superar Filipinas en Imperio de los Gatos (cap. 1).|＠|＠|Muta en el nivel 10.|＠|＠|Muta en el nivel 30 (incluidos los niveles extras).|＠|＠|＠|＠|＠|＠
Al superar España en Imperio de los Gatos (cap. 1).|＠|＠|Muta en el nivel 10.|＠|＠|Muta en el nivel 30 (incluidos los niveles extras).|＠|＠|＠|＠|＠|＠
Al superar España en Imperio de los Gatos (cap. 1).|＠|＠|Muta en el nivel 10.|＠|＠|Muta en el nivel 30 (incluidos los niveles extras).|＠|＠|＠|＠|＠|＠
Al superar Madagascar en Imperio de los Gatos (cap. 1).|＠|＠|Muta en el nivel 10.|＠|＠|Muta en el nivel 30 (incluidos los niveles extras).|＠|＠|＠|＠|＠|＠
Al superar Egipto en Imperio de los Gatos (cap. 1).|＠|＠|Muta en el nivel 10.|＠|＠|Muta en el nivel 30 (incluidos los niveles extras).|＠|＠|＠|＠|＠|＠
Al superar Italia en Imperio de los Gatos (cap. 1).|＠|＠|Muta en el nivel 10.|＠|＠|Muta en el nivel 30 (incluidos los niveles extras).|＠|＠|＠|＠|＠|＠
Al superar Japón en Imperio de los Gatos (cap. 2).|＠|＠|Muta en el nivel 10.|＠|＠|Se consigue en las fases de Alzados.|Actriz, Álzate|Muta en el nivel 20.|＠|＠|＠|＠
Al superar Jamaica en Imperio de los Gatos (cap. 1).|＠|＠|Muta en el nivel 10.|＠|＠|Se consigue en las fases de Alzados.|Kungfú, Álzate|Muta en el nivel 20.|＠|＠|＠|＠
Al superar India en Imperio de los Gatos (cap. 2).|＠|＠|Muta en el nivel 10.|＠|＠|Se consigue en las fases de Alzados.|Sr., Álzate|Muta en el nivel 20.|＠|＠|＠|＠
Al superar Dinamarca en Imperio de los Gatos (cap. 1).|＠|＠|Muta en el nivel 10.|＠|＠|Se consigue en las fases de Alzados.|Bondage, Álzate|Muta en el nivel 20.|＠|＠|＠|＠
Al superar Groenlandia en Imperio de los Gatos (cap. 1).|＠|＠|Muta en el nivel 10.|＠|＠|Se consigue en las fases de Alzados.|Domigatriz, Álzate|Muta en el nivel 20.|＠|＠|＠|＠
Al superar Egipto en Imperio de los Gatos (cap. 1).|＠|＠|Muta en el nivel 10.|＠|＠|Se consigue en las fases de Alzados.|Caja de Gatitos, Álzate|Muta en el nivel 20.|＠|＠|＠|＠
Al superar Islas Bermudas en Imperio de los Gatos (cap. 2).|＠|＠|Muta en el nivel 10.|＠|＠|Se consigue en las fases de Alzados.|Braguitas, Álzate|Muta en el nivel 20.|＠|＠|＠|＠
Al superar la Luna en Imperio de los Gatos (cap. 1).|＠|＠|Muta en el nivel 10.|＠|＠|Cuando alcance el nivel 30,|usa XP y frutas felinas para que mute.|＠|＠|＠|＠|＠
Se consigue con 30 sellos de lealtad.|＠|＠|Muta en el nivel 10.|＠|＠|Se consigue en las fases de Alzados.|Triciclo, Álzate|Muta en el nivel 20.|＠|＠|＠|＠
Al superar Filipinas en Imperio de los Gatos (cap. 1).|＠|＠|Muta en el nivel 10.|＠|＠|Se consigue en las fases de Alzados.|Ninja, Álzate|Muta en el nivel 20.|＠|＠|＠|＠
Al superar Madagascar en Imperio de los Gatos (cap. 1).|＠|＠|Muta en el nivel 10.|＠|＠|Se consigue en las fases de Alzados.|Zombi, Álzate|Muta en el nivel 20.|＠|＠|＠|＠
Al superar Nepal en Imperio de los Gatos (cap. 1).|＠|＠|Muta en el nivel 10.|＠|＠|Se consigue en las fases de Alzados.|Samurái, Álzate|Muta en el nivel 20.|＠|＠|＠|＠
Al superar Singapur en Imperio de los Gatos (cap. 1).|＠|＠|Muta en el nivel 10.|＠|＠|Se consigue en las fases de Alzados.|Sumo, Álzate|Muta en el nivel 20.|＠|＠|＠|＠
Al superar Italia en Imperio de los Gatos (cap. 1).|＠|＠|Muta en el nivel 10.|＠|＠|Se consigue en las fases de Alzados.|Buguibugui, Álzate|Muta en el nivel 20.|＠|＠|＠|＠
