0,44,30000,-1,0
0,45,30000,-1,0
0,9237,1251,-1,0
0,9238,1252,-1,0
0,9239,1253,-1,0
0,9301,1283,-1,0
0,9302,1283,-1,0
0,9303,1283,-1,0
0,9323,1305,-1,0
0,9324,1306,-1,0
0,9325,1307,-1,0
0,9360,1308,-1,0
0,9452,1360,-1,0
0,9505,1377,-1,0
0,9506,1378,-1,0
0,9507,1379,-1,0
0,9399,3002,0,0
0,9399,3001,0,0
0,9399,3000,0,0
0,9400,3002,0,0
0,9400,3001,0,0
0,9400,3000,0,0
0,9401,3002,0,0
0,9401,3001,0,0
0,9401,3000,0,0
0,9402,3002,0,0
0,9402,3001,0,0
0,9402,3000,0,0
0,9403,3002,0,0
0,9403,3001,0,0
0,9403,3000,0,0

//カテゴリID,遷移対象ID,マップID,ステージID,ステージレベル

