32,-1,-1,69,69,    //マップ番号 0～16,　アイテム報酬型ステージ設定(-1:OFF),　スコア報酬型ステージ設定(-1:OFF)
0,					//マップパターン 0～
100,1900,3,99,33,20,50,3,-3,20,51,3,20,52,3,20,53,3,20,54,3,-1,			//1ステージ
100,1900,3,99,32,34,55,3,-3,33,56,3,33,57,3,-1,		//2ステージ
100,1900,30,99,31,13,85,5,-3,13,86,5,13,87,5,13,88,5,13,89,5,13,90,5,13,91,5,9,140,5,-1,			//3ステージ
110,2090,32,99,33,20,50,3,-3,20,51,3,20,52,3,20,53,3,20,54,3,-1,				//4ステージ
110,2090,3,99,47,34,55,3,-3,33,56,3,33,57,3,-1,		//5ステージ
110,2090,3,99,33,13,85,5,-3,13,86,5,13,87,5,13,88,5,13,89,5,13,90,5,13,91,5,9,140,5,-1,			//6ステージ
120,2280,31,100,31,20,50,3,-3,20,51,3,20,52,3,20,53,3,20,54,3,-1,				//7ステージ
120,2280,3,99,30,34,55,3,-3,33,56,3,33,57,3,-1,		//8ステージ
120,2280,3,100,3,13,85,5,-3,13,86,5,13,87,5,13,88,5,13,89,5,13,90,5,13,91,5,9,140,5,-1,			//9ステージ
130,2470,32,99,33,33,41,1,-3,34,160,1,33,43,1,-1,			//10ステージ
130,2470,31,99,33,20,50,3,-3,20,51,3,20,52,3,20,53,3,20,54,3,-1,			//11ステージ
130,2470,3,99,30,34,55,3,-3,33,56,3,33,57,3,-1,			//12ステージ
140,2660,3,99,32,13,85,5,-3,13,86,5,13,87,5,13,88,5,13,89,5,13,90,5,13,91,5,9,140,5,-1,			//13ステージ
140,2660,30,100,30,20,50,3,-3,20,51,3,20,52,3,20,53,3,20,54,3,-1,			//14ステージ
140,2660,3,99,31,34,55,3,-3,33,56,3,33,57,3,-1,			//15ステージ
150,2850,32,100,32,13,85,5,-3,13,86,5,13,87,5,13,88,5,13,89,5,13,90,5,13,91,5,9,140,5,-1,			//16ステージ
150,2850,48,99,47,20,50,3,-3,20,51,3,20,52,3,20,53,3,20,54,3,-1,			//17ステージ
150,2850,30,100,30,34,55,3,-3,33,56,3,33,57,3,-1,			//18ステージ
150,2850,31,99,33,13,85,5,-3,13,86,5,13,87,5,13,88,5,13,89,5,13,90,5,13,91,5,9,140,5,-1,			//19ステージ
200,3800,33,100,33,33,41,1,-3,34,160,1,33,43,1,-1,		//20ステージ
200,3800,3,99,32,20,50,3,-3,20,51,3,20,52,3,20,53,3,20,54,3,-1,			//21ステージ
200,3800,30,100,30,34,55,3,-3,33,56,3,33,57,3,-1,			//22ステージ
200,3800,3,99,33,13,85,5,-3,13,86,5,13,87,5,13,88,5,13,89,5,13,90,5,13,91,5,9,140,5,-1,		//23ステージ
200,3800,31,99,32,20,50,3,-3,20,51,3,20,52,3,20,53,3,20,54,3,-1,				//24ステージ
200,3800,33,100,33,34,55,3,-3,33,56,3,33,57,3,-1,			//25ステージ
200,3800,3,99,31,13,85,5,-3,13,86,5,13,87,5,13,88,5,13,89,5,13,90,5,13,91,5,9,140,5,-1,		//26ステージ
200,3800,30,100,30,20,50,3,-3,20,51,3,20,52,3,20,53,3,20,54,3,-1,				//27ステージ
200,3800,3,99,33,34,55,3,-3,33,56,3,33,57,3,-1,		//28ステージ
200,3800,31,99,32,13,85,5,-3,13,86,5,13,87,5,13,88,5,13,89,5,13,90,5,13,91,5,9,140,5,-1,		//29ステージ
200,3800,4,100,4,100,164,1,-3,-1,		//30ステージ
200,3800,30,100,30,20,50,3,-3,20,51,3,20,52,3,20,53,3,20,54,3,-1,			//31ステージ
200,3800,31,100,31,34,55,3,-3,33,56,3,33,57,3,-1,			//32ステージ
200,3800,3,100,3,13,85,5,-3,13,86,5,13,87,5,13,88,5,13,89,5,13,90,5,13,91,5,9,140,5,-1,		//33ステージ
200,3800,32,100,32,20,50,3,-3,20,51,3,20,52,3,20,53,3,20,54,3,-1,				//34ステージ
200,3800,30,100,30,34,55,3,-3,33,56,3,33,57,3,-1,			//35ステージ
200,3800,31,100,31,13,85,5,-3,13,86,5,13,87,5,13,88,5,13,89,5,13,90,5,13,91,5,9,140,5,-1,		//36ステージ
200,3800,3,99,33,20,50,3,-3,20,51,3,20,52,3,20,53,3,20,54,3,-1,				//37ステージ
200,3800,30,100,30,34,55,3,-3,33,56,3,33,57,3,-1,		//38ステージ
200,3800,32,100,32,13,85,5,-3,13,86,5,13,87,5,13,88,5,13,89,5,13,90,5,13,91,5,9,140,5,-1,		//39ステージ
200,3800,4,100,4,100,44,1,-3,-1,		//40ステージ
200,3800,33,100,33,100,58,1,-3,-1,		//41ステージ
200,3800,31,100,31,100,3,10,-3,-1,		//42ステージ
200,3800,30,100,30,33,55,5,-3,33,56,5,33,57,5,-1,		//43ステージ
200,3800,3,100,3,100,58,1,-3,-1,		//44ステージ
200,3800,32,100,32,100,3,10,-3,-1,		//45ステージ
200,3800,31,100,31,33,55,5,-3,33,56,5,33,57,5,-1,		//46ステージ
200,3800,33,100,33,100,58,1,-3,-1,		//47ステージ
200,3800,30,99,31,100,3,10,-3,-1,		//48ステージ
200,3800,4,100,4,33,55,5,-3,33,56,5,33,57,5,-1,		//49ステージ
200,3800,125,100,125,100,58,3,-3,-1,		//50ステージ

//消費統率力			0
//クリア時の獲得XP		1
//サウンド（スタート時）	2
//サウンド ボス出現時の城体力％	3
//サウンド（ボス）		4
//アイテム入手確率		0～100%
//アイテム番号	0:スピードアップ	1:トレジャーレーダー	2:ネコボン	3:ニャンピュータ	4：おかめはちもく	5:スニャイパー	6:XP	11:にゃんこチケット	12：レアチケット
//貰える数		0
