|在|獲得了|！|＠|												//探検ログ：アタリテキスト
隨性探險【1小時】|＠|												//探険コース【1時間】名
慢慢探險【3小時】|＠|												//探険コース【3時間】名
深度探險【6小時】|＠|												//探険コース【6時間】名
|出發前往|＠|											//探険コース選択時のポップアップ
歡迎加入加碼多多探險隊！|這裡可以讓「探險家貓咪 加碼多多」|前往各地探險，以獲得各式各樣的道具喔！|＠|	//チュートリアルポップアップ1：ガマトト画面に初遷移時
現在可以使用「換裝」功能了！|可以變更加碼多多的裝備|※變更裝備不會影響探險的結果|＠|														//チュートリアルポップアップ2：ガマトト画面に初遷移時（撤廃のため空ダミー）
點選加碼多多|選擇想要探險的區域吧！|＠|									//チュートリアルポップアップ3：ガマトト画面に初遷移時
現在可以使用「整隊」功能了！|可以讓貓咪隊員整隊排好|＠|														//チュートリアルポップアップ4：初エリア選択画面時（撤廃のため空ダミー）
＠|＠|＠|														//チュートリアルポップアップ5：初エリア選択画面時（撤廃のため空ダミー）
＠|＠|＠|														//チュートリアルポップアップ6：初エリア選択画面時（撤廃のため空ダミー）
點選加碼多多|看看探險的結果如何！|＠|										//チュートリアルポップアップ7：初帰還画面時
|要使用%s嗎？|可以縮短探險時間%d小時|＠|									//探索中　：ネコビタン使用時
探險結束！|獲得了探險點！|＠|＠|													//帰還画面：探検成功時
探險大成功！|獲得了1.5倍的探險點！|＠|＠|													//帰還画面：探検大成功時
等級提升！|加碼多多升到了等級%d|＠|										//帰還画面：レベルアップ時
是否要停止探險踏上歸途？|※中途停止探險無法獲得報酬|＠|							//探険中　：強制帰還時
喵力達不夠了|要去道具商店購買嗎？|＠|							//探険中　：ネコビタンが不足時（アイテムショップ誘導）
發現道具！|獲得了「|」！！|＠|											//帰還画面：探検ログ中のアイテム獲得時
探險時間縮短了|小時！|＠|											//探検中　：ネコビタン使用後
加碼多多探險完回來的時候|會發送推送通知提醒|※貓咪城開發完的時候也會發出提醒。|＠|								//チュートリアルポップアップ5-1：探険終了通知を押したときのポップアップ
加碼多多從|回來了|＠|											//帰還画面：探検ログ終了時の決まりセリフ
新的區域解放了！|＠|											//帰還画面：エリア解放
等級提升！|加碼多多升到了等級%d|還換上了一身新裝備|＠|							//帰還画面：レベルアップ+ガマトト装備変更時
貓咪隊員已經額滿了|請讓隊員離隊|＠|							//探索選択択画面：隊員が上限をオーバーした時
讓%s隊員離隊|是否確定？|＠|						//隊員画面：脱退ボタンを押した後
遇到了%s隊員！|＠|												//帰還画面：隊員加入時
【%s】|＠|														//にゃんこ隊員：レア度表示用括弧
隊員數|%d||＠|														//にゃんこ隊員：現在のにゃんこ隊員数
獲得了|個|%s！（%d →|）|												//結果画面：探検で取得した数、探検前所持個数→探検後所持個数、表示時
找到貓罐頭啦！|只要觀看廣告就可以挖出來喵！|要挖看看嗎？|＠|						//基本画面：広告用ネコカンアイコンタップ時
要請隊員%s換成做為|城堡寶開發隊的助手嗎？|＠|						//隊員画面：脱退画面にて「はい」を押した後
城堡寶開發隊的助手已經額滿了|只能選擇讓隊員離隊|確定嗎？|＠|				//隊員画面：脱退画面にて「はい」を押した後助手定員時
傳說隊員解放了！|將會開始出現傳說隊員|＠|								//にゃんこ隊員：レジェンド隊員解放
