＠|＠|＠|วิวัฒน์ที่เลเวล 10|＠|＠|วิวัฒน์ที่เลเวล 30 (รวม MAX+)|＠|＠|＠|＠|＠|＠
ปรากฏตัวหลังจากจักรวรรดิบทที่ 1: เกาหลี|＠|＠|วิวัฒน์ที่เลเวล 10|＠|＠|วิวัฒน์ที่เลเวล 30 (รวม MAX+)|＠|＠|＠|＠|＠|＠
ปรากฏตัวหลังจากจักรวรรดิบทที่ 1: จีน|＠|＠|วิวัฒน์ที่เลเวล 10|＠|＠|วิวัฒน์ที่เลเวล 30 (รวม MAX+)|＠|＠|＠|＠|＠|＠
ปรากฏตัวหลังจากจักรวรรดิบทที่ 1: ฟิลิปปินส์|＠|＠|วิวัฒน์ที่เลเวล 10|＠|＠|วิวัฒน์ที่เลเวล 30 (รวม MAX+)|＠|＠|＠|＠|＠|＠
ปรากฏตัวหลังจากจักรวรรดิบทที่ 1: สเปน|＠|＠|วิวัฒน์ที่เลเวล 10|＠|＠|วิวัฒน์ที่เลเวล 30 (รวม MAX+)|＠|＠|＠|＠|＠|＠
ปรากฏตัวหลังจากจักรวรรดิบทที่ 1: สเปน|＠|＠|วิวัฒน์ที่เลเวล 10|＠|＠|วิวัฒน์ที่เลเวล 30 (รวม MAX+)|＠|＠|＠|＠|＠|＠
ปรากฏตัวหลังจากจักรวรรดิบทที่ 1: มาดากัสการ์|＠|＠|วิวัฒน์ที่เลเวล 10|＠|＠|วิวัฒน์ที่เลเวล 30 (รวม MAX+)|＠|＠|＠|＠|＠|＠
ปรากฏตัวหลังจากจักรวรรดิบทที่ 1: อียิปต์|＠|＠|วิวัฒน์ที่เลเวล 10|＠|＠|วิวัฒน์ที่เลเวล 30 (รวม MAX+)|＠|＠|＠|＠|＠|＠
ปรากฏตัวหลังจากจักรวรรดิบทที่ 1: อิตาลี|＠|＠|วิวัฒน์ที่เลเวล 10|＠|＠|วิวัฒน์ที่เลเวล 30 (รวม MAX+)|＠|＠|＠|＠|＠|＠
ปรากฏตัวหลังจากจักรวรรดิบทที่ 2: ญี่ปุ่น|＠|＠|วิวัฒน์ที่เลเวล 10|＠|＠|จากด่านอีเวนต์ปลุกพลัง|นักแสดงหญิงตื่นแล้ว!|วิวัฒน์ที่เลเวล 20|＠|＠|＠|＠
