0|ยินดีต้อนรับสู่ฐานทัพแมว!|เตรียมตัวทำศึกได้ที่นี่!|เมื่อคุณพร้อม โจมตีเลย!|＠|＠|＠
1|ยินดีต้อนรับสู่ฐานทัพแมว!|มีแมวใหม่|รอให้อัปเกรดอยู่!|＠|＠|＠
2|โหยหาความรู้อยู่เหรอ?|แตะที่กรอบคำพูดนี้เพื่อแสดง|คำใบ้ที่มีประโยชน์อีกหนึ่งข้อ!|＠|＠|＠
3|คำชมก็ดีอยู่หรอก! แต่คำชม|ที่คุณคู่ควรยิ่งดีกว่านั้นอีก!|ถ้าคุณพยายาม!|＠|＠|＠
3|ความรู้จากการ์ตูน|ก็ยังเป็นความรู้อยู่ดี!|＠|＠|＠|＠
3|เมื่อคุณอัปเกรดแมว|อย่าลืมเล่นด่านที่มี|จำนวนเคลียร์น้อยที่สุด!|ด่านเหล่านี้จะให้ XP ดีที่สุด!|ลองดูนะ!|＠
3|ที่ใดที่มีแมว|ที่นั่นย่อมมีหวัง...|＠|＠|＠|＠
3|ส่วนผสมหลัก|สำหรับแมว... ก็คือความสุข|＠|＠|＠|＠
4|แตะที่กรอบคำพูดนี้เพื่อแสดง|คำแนะนำที่มีประโยชน์ใหม่ๆ!|ทุกสิ่งคือการเรียนรู้!|＠|＠|＠
5|จงรู้สึกขอบคุณอยู่เสมอ!|＠|＠|＠|＠|＠
5|โหยหาความรู้อยู่ตลอด|จงเป็นคนเขลาอยู่เสมอ|＠|＠|＠|＠
5|แมวรักอาหารแมว!|อาหารแมวจงเจริญ!|อาหารแมวจงเจริญ!|＠|＠|＠
6|จะทำสิ่งใดให้สำเร็จ คุณต้อง|ใช้จินตนาการและการลงมือทำ|＠|＠|＠|＠
7|ไม่ว่าจะเป็นแมวหรือคน|ก็จะเป็นพวกที่แปลกพิลึก|ที่ทำให้ชีวิตน่าสนใจ|＠|＠|＠
7|ห้ามเล่น The Battle Cats จนกว่า|จะทำการบ้านเสร็จ!!!|＠|＠|＠|＠
7|กล้าเข้าไว้! แค่เดินไป|ข้างหน้าหนึ่งก้าว โลกของคุณ|ก็อาจเปลี่ยนไปโดยสิ้นเชิง!|＠|＠|＠
7|วิกฤติคือขุมทรัพย์แห่งโอกาส!|＠|＠|＠|＠|＠
7|ขัดเกลาทักษะการต่อสู้โดย|ไม่ต้องใช้พลังงานได้ที่โรงฝึกเล็บแมว!|ฝึกแมวของคุณให้ช่ำชอง|โดยไม่มีผลกระทบตามมา!|＠|＠
7|คุณได้ยินไหม? มีแมว|อยู่ในใจของทุกคน|＠|＠|＠|＠
8|แมวในภาษาญี่ปุ่นเรียกว่าเนียนโกะ|ทุกสิ่งคือการเรียนรู้|＠|＠|＠|＠
9|บางครั้งการอ่อนแอ|ก็เป็นวิธีที่ดีที่สุดที่จะแข็งแกร่งได้|＠|＠|＠|＠
9|ไม่เป็นไรหรอกที่จะร้องไห้|ไม่เป็นไรหรอกที่จะวิ่งหนี|คนเราไม่ได้เข้มแข็งขนาดนั้น|＠|＠|＠
9|ขอดูความพยายามเพิ่มขึ้นกว่านี้อีกซิ|มันทำให้คุณดูดีขึ้นเยอะเลย|โชว์ให้ดูหน่อยว่าคุณมีดีอะไรบ้าง!|＠|＠|＠
9|ความทะนงตนไม่มีความหมายเลย|ถ้ามันเป็นเรื่องของจิตใจ|＠|＠|＠|＠
10|อย่าปล่อยให้ตัวเองผิดหวัง|ชีวิตถูกสร้างมาให้ต้องลำบาก|พรุ่งนี้ก็คืออีกวัน|＠|＠|＠
10|คนพูดว่าเทคโนโลยี|คือผลิตภัณฑ์แห่งความสะดวกสบาย|เรากำลังถูกต้อนจนมุม|ด้วยเทคโนโลยีที่ว่านั้น|＠|＠
10|บางครั้งความไม่รู้ก็เป็นความสุข|บางครั้งก็ดีกว่าที่จะทำ|สิ่งที่เราชอบ|＠|＠|＠
11|การเลเวลอัปกามาโตโต้|ทำให้หาไอเทมที่มีประโยชน์|ในการสำรวจได้ง่ายขึ้น!|＠|＠|＠
12|เจอปัญหาติดขัดเหรอ?|ลองเล่นด่านระดับปกติเพื่อรับ XP|และอัปเกรดแมวของคุณ!|(อย่าลืมสมบัติแมวล่ะ)|＠|＠
13|เมื่อศัตรูบุกโจมตีรวดเร็วและรุนแรง|ใช้แมวแข็งแกร่งมาบล็อกพวกมัน|เพื่อจะได้มีเวลามาสร้าง กองทัพแมว|ของคุณ! นี่แหละกุญแจสู่ชัยชนะ!|＠|＠
