มีประสิทธิภาพดีกับศัตรูสีแดง|＠
มีประสิทธิภาพดีกับศัตรูลอย|＠
มีประสิทธิภาพดีกับศัตรูสีดำ|＠
มีประสิทธิภาพดีกับศัตรูโลหะ|＠
มีประสิทธิภาพดีกับศัตรูเทพ|＠
มีประสิทธิภาพดีกับศัตรูเอเลี่ยน|＠
มีประสิทธิภาพดีกับศัตรูซอมบี้|＠
มีประสิทธิภาพดีกับศัตรูซากวัตถุ|＠
มีประสิทธิภาพดีกับศัตรูอากุ|＠
มีประสิทธิภาพดีกับศัตรูที่ไม่มีคุณสมบัติ|＠
＠
＠
＠
＠
＠
【ลดโจมตี】|ระบุประเภทของศัตรูที่จะ|ถูกลดพลังโจมตีเป็นระยะเวลาชั่วครู่หนึ่ง|＠
【เสริมแกร่ง】|หลังจากพลังชีวิตของยูนิตนี้ลดลง|ต่ำกว่าจำนวนที่กำหนด ก็จะโจมตีแรงขึ้นมาก|＠
【หยุดการเคลื่อนไหว】|ระบุประเภทของศัตรูที่จะไม่สามารถ|เคลื่อนที่ได้ตามระยะเวลาที่กำหนดไว้|＠
【ชะลอ】|ระบุประเภทของศัตรูที่จะถูกลดความเร็ว|ตามระยะเวลาที่กำหนดไว้|＠
【รอดชีวิต】|หลังจากพลังชีวิตของยูนิตนี้ลดลงต่ำกว่าศูนย์|ก็จะรักษาตัวเองเป็นจำนวนเล็กน้อย|＠
【จอมทำลายฐาน】|หากยูนิตนี้โจมตีฐานศัตรู|การโจมตีก็จะสร้างดาเมเพิ่มขึ้นเป็นอย่างมาก|＠
【คริติคอล】|การโจมตีของยูนิตนี้จะมีโอกาสสร้างดาเมจ|ตามที่กำหนดไว้ และสามารถทำร้ายศัตรูโลหะได้|＠
【โจมตีเฉพาะ】|การโจมตีของยูนิตนี้จะสร้างดาเมจเฉพาะ|ศัตรูเป้าหมายตามประเภทที่ระบุไว้เท่านั้น|＠
【เก่งกับ】|ประเภทของศัตรูที่ระบุจะได้รับดาเมจเพิ่มขึ้น|และดาเมจที่ได้รับจากประเภทดังกล่าวก็จะลดลงด้วย|＠
【อึด】|ดาเมจที่ได้รับจากศัตรูประเภทที่ระบุไว้|จะลดลงอย่างมาก|＠
【เงินพิเศษ】|รางวัลเงินที่ได้จากการปราบ|ศัตรูประเภทที่ระบุไว้จะเพิ่มขึ้น|＠
【ดาเมจมหาศาล】|ประเภทของศัตรูที่ระบุจะได้รับดาเมจเพิ่ม|มากขึ้นจากการโจมตีของยูนิตนี้|＠
【กระแทกกลับ】|ยูนิตจะมีโอกาสตามที่กำหนดไว้ ที่จะผลัก|ศัตรูประเภทที่ระบุไว้กลับฐานของตนเอง|＠
【คลื่นโจมตี】|การโจมตีจะโจมตีศัตรูทุกตัวในระยะ|สร้างดาเมจเพิ่มเติมจากคลื่นพลังงานที่ปล่อยออกมา|＠
【โลหะ】|จะลดดาเมจจากการโจมตีที่ได้รับเป็นอย่างมาก|แต่ยูนิตจะเปราะบางต่อการโจมตีคริติคอล|＠
【มีภูมิต้านคลื่น】|ยูนิตนี้จะไม่รับดาเมจจากคลื่นโจมตี|＠
【โจมตีพื้นที่】|ยูนิตทุกตัวที่อยู่ภายในขอบเขตการโจมตีของยูนิตนี้|จะได้รับดาเมจจากการโจมตี|＠
【ระยะไกล】|ยูนิตที่อยู่ในระยะไกลจะได้รับดาเมจ|แต่การโจมตีอาจจะพลาดยูนิตที่อยู่ในระยะใกล้ได้|＠
【มีภูมิต้านอ่อนแอ】|การโจมตีของศัตรูจะไม่ลดทอน|การโจมตีของยูนิตนี้|＠
【มีภูมิต้านการหยุดการเคลื่อนไหว】|การโจมตีของศัตรูจะไม่หยุดการเคลื่อนไหว|ของยูนิตนี้|＠
【มีภูมิต้านชะลอ】|การโจมตีของศัตรูจะไม่ทำให้|ยูนิตนี้ช้าลง|＠
【มีภูมิต้านกระแทกกลับ】|การโจมตีของศัตรูจะไม่ทำให้|ยูนิตนี้ถูกกระแทกกลับ|＠
【โจมตีเดี่ยว】|จะมีเฉพาะศัตรูในระยะเพียงตัวเดียวเท่านั้น|ที่จะโดนการโจมตีของยูนิตนี้|＠
【นักฆ่าแม่มด】|บูสต์การโจมตีและป้องกันอย่างหนักหน่วงต่อ|ศัตรูแม่มดในด่านคอลแลบของสาวน้อยเวทมนตร์ มาโดกะ|＠
【นักฆ่าซอมบี้】|ยูนิตที่มีความสามารถนี้จะสามารถป้องกัน|ศัตรูซอมบี้จากการฟื้นชีพขึ้นมาใหม่ได้|＠
【โล่คลื่น】|ยูนิตนี้สามารถปัดคลื่นโจมตีและ|คุ้มครองยูนิตที่อยู่ข้างหลังจากเอฟเฟกต์ได้|＠
【นักทะลวงบาเรีย】|มีโอกาสทำลายบาเรียของศัตรู|และสร้างดาเมจมหาศาลเมื่อทำลายได้|＠
【ตัวบล็อกวาร์ป】|ความสามารถการวาร์ปของศัตรู|จะไม่ส่งผลต่อยูนิตนี้|＠
【โจมตีทุกทิศทาง】|โจมตีศัตรูทั้งข้างหน้าและข้างหลัง|เป็นบริเวณกว้าง|＠
【EVA Angel Killer】|Delivers extra damage to / takes less|damage from EVANGELION Collab bosses|＠
【มีภูมิต้านคำสาป】|มีภูมิต้านทานเอฟเฟกต์สถานะชั่วคราว|ที่เกิดขึ้นจากคำสาปของศัตรู|＠
【วาร์ป】|การโจมตีอาจจะทำให้ศัตรูโดนวาร์ป|＠
【ทนต่ออ่อนแอ】|เอฟเฟกต์ลดทอนที่เกิดขึ้นจากศัตรู|จะมีโอกาสส่งผลลดลง|＠
【ทนต่อการหยุดการเคลื่อนไหว】|เอฟเฟกต์หยุดการเคลื่อนไหวที่เกิดขึ้นจากศัตรู|จะมีโอกาสส่งผลลดลง|＠
【ทนต่อชะลอ】|เอฟเฟกต์ชะลอที่เกิดขึ้นจากศัตรู|จะมีโอกาสส่งผลลดลง|＠
【ทนต่อกระแทกกลับ】|เอฟเฟกต์กระแทกกลับที่เกิดขึ้นจากศัตรู|จะมีโอกาสส่งผลลดลง|＠
【ทนต่อคลื่น】|คลื่นโจมตีของศัตรูจะสร้างดาเมจลดลง|＠
【ทนต่อวาร์ป】|เอฟเฟกต์วาร์ปที่เกิดขึ้นจากศัตรู|จะมีโอกาสส่งผลลดลง|＠
【ราคาลดลง】|ลดค่าใช้งานยูนิต|＠
【เร่งความเร็วฟื้นฟู】|ยูนิตจะพร้อมใช้งานเร็วขึ้น|＠
【เร่งความเร็วเคลื่อนที่】|ยูนิตจะเคลื่อนที่เร็วขึ้น|＠
【การกระแทกกลับที่ดีขึ้น】|เพิ่มโอกาสกระแทกกลับ|＠
【ทนต่อคำสาป】|เอฟเฟกต์สาปที่เกิดขึ้นจากศัตรู|จะมีโอกาสส่งผลลดลง|＠
【บัฟโจมตี】|เพิ่มค่าโจมตีพื้นฐานโดยถาวร|＠
【บัฟป้องกัน】|เพิ่มค่าป้องกันพื้นฐานโดยถาวร|＠
【ดาเมจบ้าคลั่ง】|เพิ่มดาเมจที่มีต่อศัตรูเป้าหมาย|อย่างมหาศาล|＠
【โคตรอึด】|ลดดาเมจที่ได้รับจากศัตรูเป้าหมาย|อย่างมหาศาล|＠
【เป้าหมายสีแดง】|ความสามารถจะส่งผลต่อศัตรูสีแดงด้วย|＠
【เป้าหมายลอย】|ความสามารถจะส่งผลต่อศัตรูลอยด้วย|＠
【เป้าหมายสีดำ】|ความสามารถจะส่งผลต่อศัตรูสีดำด้วย|＠
【เป้าหมายโลหะ】|ความสามารถจะส่งผลต่อศัตรูโลหะด้วย|＠
【เป้าหมายเทพ】|ความสามารถจะส่งผลต่อศัตรูเทพด้วย|＠
【เป้าหมายเอเลี่ยน】|ความสามารถจะส่งผลต่อศัตรูเอเลี่ยนด้วย|＠
【เป้าหมายซอมบี้】|ความสามารถจะส่งผลต่อศัตรูซอมบี้ด้วย|＠
【เป้าหมายซากวัตถุ】|ความสามารถจะส่งผลต่อศัตรูซากวัตถุด้วย|＠
【เป้าหมายไร้คุณสมบัติ】|ความสามารถจะส่งผลต่อศัตรูไร้คุณสมบัติด้วย|＠
【ฟาดฟันป่าเถื่อน】|มีโอกาสตามที่กำหนดไว้ในการสร้างดาเมจเพิ่มขึ้นปริมาณมาก|＠
