5,-1,-1,-1,-1,    //マップ番号 0～16,　アイテム報酬型ステージ設定(-1:OFF),　スコア報酬型ステージ設定(-1:OFF)
1,						//マップパターン 0～
20,380,3,100,3,1,1117,1,-1,			//1ステージ
30,570,31,100,31,2,1117,1,-1,			//2ステージ
60,1140,30,99,33,3,1117,1,-1,			//3ステージ
75,1425,30,100,30,4,1117,1,-1,			//4ステージ
90,1710,3,99,31,5,1117,1,-1,			//5ステージ
105,1995,4,100,4,10,1117,1,-1,		//6ステージ


//氣志團コラボ
//消費統率力			0
//クリア時の獲得XP		1
//サウンド（スタート時）	2
//サウンド ボス出現時の城体力％	3
//サウンド（ボス）		4
//アイテム入手確率		0～100%
//アイテム番号	0:スピードアップ	1:トレジャーレーダー	2:ネコボン	3:ニャンピュータ	4：おかめはちもく	5:スニャイパー	6:XP	11:にゃんこチケット	12：レアチケット	1000自衛隊キャラクター
//貰える数		0
