4,-1,-1,-1,-1,    //マップ番号 0～16,　アイテム報酬型ステージ設定(-1:OFF),　スコア報酬型ステージ設定(-1:OFF)
0,					//マップパターン 0～
90,1710,33,0,3,1,0,1,-1,		//1ステージ
95,1805,3,0,3,5,6,11250,-1,		//2ステージ
95,1805,3,0,3,1,4,1,-1,			//3ステージ
100,1900,3,80,33,1,0,1,-1,		//4ステージ
100,1900,3,96,31,1,3,1,-1,		//5ステージ
105,1995,3,0,3,1,0,1,-1,		//6ステージ
110,2090,3,0,3,1,2,1,-1,		//7ステージ
140,2660,30,0,3,5,6,18000,-1,		//8ステージ

//消費統率力			0
//クリア時の獲得XP		1
//サウンド（スタート時）	2
//サウンド ボス出現時の城体力％	3
//サウンド（ボス）		4
//アイテム入手確率		0～100%
//アイテム番号	0:スピードアップ	1:トレジャーレーダー	2:ネコボン	3:ニャンピュータ	4：おかめはちもく	5:スニャイパー
//貰える数		0
