35,-1,-1,-1,-1,    //マップ番号 0～16,　アイテム報酬型ステージ設定(-1:OFF),　スコア報酬型ステージ設定(-1:OFF)
5,					//マップパターン 0～
300,5700,32,99,33,3,167,3,-4,4,167,4,3,167,5,-1, //1ステージ
300,5700,3,99,30,3,169,1,-4,4,169,2,3,169,3,-1, //2ステージ
300,5700,30,100,30,3,170,1,-4,4,170,2,3,170,3,-1, //3ステージ
300,5700,33,100,33,3,168,3,-4,4,168,4,3,168,5,-1, //4ステージ
300,5700,30,99,32,1,171,1,-4,-1, //5ステージ


//狩人の地図③
//消費統率力			0
//クリア時の獲得XP		1
//サウンド（スタート時）	2
//サウンド ボス出現時の城体力％	3
//サウンド（ボス）		4
//アイテム入手確率		0～100%
//アイテム番号	0:スピードアップ	1:トレジャーレーダー	2:ネコボン	3:ニャンピュータ	4：おかめはちもく	5:スニャイパー	6:XP	11:にゃんこチケット	12：レアチケット
