24,241,-1,102162,102162
19
150,4500,151,100,151,100,54,3,1,0,1,1,-1
160,4800,152,100,152,100,50,5,1,0,1,1,-1
170,5100,127,100,127,100,54,3,1,0,1,1,-1
180,5400,101,100,101,100,51,5,1,0,1,1,-1
190,5700,127,100,127,100,54,3,1,0,1,1,-1
200,6000,98,100,98,100,52,5,1,0,1,1,-1
210,6300,100,100,100,100,54,3,1,0,1,1,-1
220,6600,127,100,127,100,53,5,1,0,1,1,-1
230,6900,102,100,102,100,54,3,1,0,1,1,-1
240,7200,127,100,127,100,44,1,1,0,1,1,-1


//消費統率力			0
//クリア時の獲得XP		1
//サウンド（スタート時）	2
//サウンド ボス出現時の城体力％	3
//サウンド（ボス）		4
//アイテム入手確率		0～100%
//アイテム番号	0:スピードアップ	1:トレジャーレーダー	2:ネコボン	3:ニャンピュータ	4：おかめはちもく	5:スニャイパー	6:XP	11:にゃんこチケット	12：レアチケット
//貰える数		0
