77,91,85,1,		//下地のカラーR,G,B,点線,
20
627,102
697,161
831,187
745,234
653,305
623,395
706,348
778,385
675,475
786,499
775,601
710,667
655,762
769,759
674,866
776,876
875,909
861,820
927,735
824,671
20
290,1253
402,1228
367,1369
477,1317
588,1035
648,980
735,983
692,1067
771,1088
801,1154
964,1225
1051,1236
1171,1202
1012,1144
949,1078
1025,1031
1077,942
1024,884
1138,876
1053,785
20
553,979
450,966
565,908
473,883
305,837
223,780
300,744
383,802
514,771
417,694
485,609
411,576
314,446
260,557
140,485
162,366
279,382
356,326
417,261
465,302
2
368,774
395,508
4
768,1158
867,1019
1012,1160
1116,864
5
285,1055
265,1290
428,1231
494,951
878,830
1
755,352
1
593,1060
1
394,829
4
1103,1227
950,1113
708,1058
358,1246
4
475,938
320,811
592,615
393,560
1
766,935
5
285,1055
418,1225
494,922
725,1080
819,666
4
794,1110
663,961
858,832
819,680
4
392,562
382,814
809,937
818,698
//ステージ数
//x,y,
