id,空,上,,空,下,,地,上,,地,下,,使用imgcut,上部表示,画像ID,霧上,,,,霧下
0,45,37,160,136,218,254,135,98,59,65,36,6,0,0
1,255,80,1,255,149,92,137,73,6,35,19,2,0,0
2,9,17,67,31,41,153,93,77,60,24,20,16,0,0
3,240,251,255,98,207,255,135,98,59,65,36,6,0,0
4,8,89,180,69,148,223,135,98,59,135,98,59,0,0
5,0,115,215,140,219,254,254,247,217,254,247,217,0,0
6,16,47,82,0,0,0,45,92,121,45,92,121,0,0
7,24,140,255,169,214,255,135,98,59,135,98,59,0,0
8,2,20,81,82,49,87,62,42,33,62,42,33,0,0
9,45,27,40,5,2,5,250,64,74,250,64,74,0,0
10,27,48,68,0,0,0,224,130,47,224,130,47,0,0
11,0,0,0,17,4,116,254,220,97,254,220,97,0,0
12,0,48,115,8,97,224,255,255,255,255,255,255,0,0
13,204,251,238,63,229,250,49,78,73,7,20,32,0,0
14,3,38,60,7,25,36,25,156,168,0,0,0,0,0
15,111,232,255,70,204,242,16,38,48,0,0,0,0,0
16,36,25,97,189,118,52,54,22,12,0,0,0,0,0
17,15,27,134,5,14,43,108,103,101,75,69,84,0,0
18,46,48,40,48,49,42,34,29,23,0,0,0,0,0
19,55,22,13,12,9,6,55,24,14,0,0,0,0,0
20,0,0,0,33,16,0,255,157,50,255,80,0,0,0
21,136,144,148,99,115,115,82,99,99,40,49,49,0,0
22,0,0,0,30,30,40,39,48,57,0,0,0,0,0
23,39,232,255,111,232,255,91,133,24,146,185,28,0,0
24,111,232,255,198,253,255,82,146,26,144,163,26,0,0
25,15,29,162,148,79,73,55,47,162,18,30,90,0,0
26,1,9,37,16,35,79,88,70,41,130,96,49,0,0
27,58,62,78,16,35,79,88,70,41,130,96,49,0,0
28,254,255,235,149,217,226,103,180,45,20,40,0,0,0
29,0,0,0,16,44,19,16,45,19,0,0,0,0,0
30,171,28,0,235,97,0,168,99,37,40,7,1,0,0
31,147,205,250,170,222,239,248,200,188,248,154,130,0,0
32,93,204,239,170,222,239,143,176,40,96,124,7,0,0
33,51,53,80,71,90,125,16,30,34,6,20,24,0,0
34,24,36,77,31,53,107,68,47,45,68,47,45,0,0
35,255,105,5,255,140,40,122,63,12,117,54,0,0,0
36,40,40,40,56,76,71,16,23,21,0,0,0,0,0
37,117,219,254,139,219,254,197,228,81,179,221,67,0,0
