0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,300006,0,0,0,0,0,0,-1,0,0,0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,-1,0,0,0
2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-1,0,0,0
3,0,0,0,0,0,0,0,1,1,1,1,1,0,300047,0,0,0,0,0,0,0,-1,0,0,0
4,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0
5,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-1,0,0,0
6,0,1,1,1,1,1,1,1,1,1,1,1,0,300001,0,0,0,0,0,0,0,-1,0,0,0
7,0,1,1,1,1,1,1,1,1,1,1,1,0,300047,0,0,0,0,0,0,0,-1,0,0,0
8,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,-1,0,0,0
9,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,-1,0,0,0
10,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,-1,0,0,0
11,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,-1,0,0,0
12,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0
13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0
14,1,0,0,0,0,0,0,0,0,0,1,0,0,300047,0,0,0,0,0,0,0,-1,0,0,0
15,1,0,0,0,0,0,0,0,0,0,1,0,1,300006,300046,0,0,0,0,0,0,-1,0,0,0
16,1,0,0,0,0,0,0,0,0,0,1,0,1,300047,6,0,0,0,0,0,0,-1,0,0,0
17,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0
18,1,0,1,1,1,1,1,0,0,0,1,1,0,300047,0,0,0,0,0,0,0,-1,0,0,0
19,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0
20,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0
21,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0
22,1,1,1,1,1,1,1,1,1,1,0,0,0,300001,0,0,0,0,0,0,0,-1,0,0,0
23,1,1,1,1,1,1,1,0,0,0,0,0,0,300047,0,0,0,0,0,0,0,-1,0,0,0
24,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0
25,1,1,1,1,1,1,1,1,1,1,1,0,0,300001,0,0,0,0,0,0,0,-1,0,0,0
26,1,1,1,1,1,1,1,1,1,1,1,0,0,300006,0,0,0,0,0,0,0,-1,0,0,0
27,1,1,1,1,1,1,1,0,0,0,1,0,0,300047,0,0,0,0,0,0,0,-1,0,0,0
28,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,-1,0,0,0
29,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,-1,0,0,0
30,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,-1,0,0,0
31,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0
32,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0
33,1,0,0,0,0,0,0,1,0,0,0,0,0,0,300647,0,0,0,0,0,0,-1,0,0,0
34,1,0,0,0,0,0,0,1,1,1,1,0,0,300600,0,0,0,0,0,0,0,-1,0,0,0
35,1,0,0,0,0,0,0,1,1,1,1,0,0,300607,0,0,0,0,0,0,0,-1,0,0,0
36,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2227,0,0,0
37,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2228,0,0,0
