-1,0,0,0,0,0,   //城番号
4500,196000,1,1,1002,20,0,0,0,0,	//幅,	城体力,	生産最低F,生産最高F,	背景種類,	出現最大数,以後未使用
286,0,50,400,500,100,7,9,0,300
390,1,100,30,90,100,3,7,0,1200,0,0
294,15,300,300,400,100,7,9,0,300
656,1,0,300,400,99,0,3,1,200,0,0
390,5,0,300,400,99,3,7,0,1200,0,0
291,1,50,30,90,99,5,7,0,300,0,0,1
364,2,300,700,800,99,3,5,0,2400,0,0,1
656,2,500,400,500,99,0,3,0,200,0,0,1
291,1,800,30,90,99,5,7,0,300,0,0,1
23,0,13500,13500,13500,100,9,9,0,100
0,0,0,0,0,0,0,9,0,
0,0,0,0,0,0,0,9,0,
0,0,0,0,0,0,0,9,0,
0,0,0,0,0,0,0,9,0,
0,0,0,0,0,0,0,9,0,
0,0,0,0,0,0,0,9,0,
0,0,0,0,0,0,0,9,0,
0,0,0,0,0,0,0,9,0,
0,0,0,0,0,0,0,9,0,
0,0,0,0,0,0,0,9,0,
0,0,0,0,0,0,0,9,0,
0,0,0,0,0,0,0,9,0,
0,0,0,0,0,0,0,9,0,
0,0,0,0,0,0,0,9,0,


//敵は１ステージ最大１０種類
